date,Close,High,Low,Open,Volume,aVWAP_peak_154,aVWAP_peak_132,aVWAP_peak_114,aVWAP_valley_172,aVWAP_valley_149,aVWAP_valley_125,aVWAP_valley_96,aVWAP_valley_20,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,33.21,33.3,31.46,31.49,1271262,,,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,31.07,33.63,31.06,33.26,1731933,,,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,29.7,31.17,29.27,30.85,2169148,,,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,27.09,29.315,26.92,29.27,1595988,,,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,28.11,28.56,26.145,26.58,3013035,,,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,28.54,30.65,28.0,28.05,4394567,,,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,27.06,29.09,26.9,28.61,2519868,,,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,26.64,27.77,26.37,26.97,1907389,,,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,26.59,26.77,24.88,26.43,1763069,,,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,25.12,26.56,24.93,26.27,2372912,,,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,23.62,25.13,22.215,25.11,3051159,,,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,25.92,26.0,23.05,23.83,2061728,,,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,25.34,26.03,25.05,25.8,1368400,,,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,26.3,26.54,24.66,25.45,2252098,,,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,25.89,26.59,25.25,26.34,1746157,,,,,,,,,,,#000000
2022-04-15 00:00:00+00:00,25.6,26.66,25.39,25.76,1084757,,,,,,,,,,,#000000
2022-04-22 00:00:00+00:00,23.52,26.42,23.44,25.6,1582208,,,,,,,,,,,#000000
2022-04-29 00:00:00+00:00,24.33,25.14,22.78,23.39,2316005,,,,,,,,,,,#000000
2022-05-06 00:00:00+00:00,22.85,24.58,22.4,24.4,1954223,,,,,,,,,,,#000000
2022-05-13 00:00:00+00:00,23.72,23.99,21.72,22.57,2211181,,,,,,,,,,,#000000
2022-05-20 00:00:00+00:00,21.25,23.95,20.49,23.78,2806863,,,,,,,,21.89666666666667,,21.89666666666667,#000000
2022-05-27 00:00:00+00:00,25.98,26.2,20.7,21.58,4382002,,,,,,,,23.357564614627393,,23.357564614627393,#000000
2022-06-03 00:00:00+00:00,26.42,27.56,25.58,25.87,3104429,,,,,,,,24.31134637982101,,24.31134637982101,#000000
2022-06-10 00:00:00+00:00,26.6,27.72,25.54,26.54,2804753,,,,,,,,24.805710399675107,,24.805710399675107,#000000
2022-06-17 00:00:00+00:00,25.63,26.76,24.62,25.71,2651934,,,,,,,,24.951236859481504,,24.951236859481504,#000000
2022-06-24 00:00:00+00:00,28.33,28.34,25.755,26.11,2359941,,,,,,,,25.280113599513758,,25.280113599513758,#000000
2022-07-01 00:00:00+00:00,30.62,31.19,27.93,28.83,4444006,,,,,,,,26.193039112817367,,26.193039112817367,#000000
2022-07-08 00:00:00+00:00,31.6,33.44,30.0,30.12,2932618,,,,,,,,26.82439811544753,,26.82439811544753,#000000
2022-07-15 00:00:00+00:00,31.8,31.94,30.55,31.52,2192100,,,,,,,,27.189153670727492,,27.189153670727492,#000000
2022-07-22 00:00:00+00:00,32.92,34.63,31.6,32.0,2818869,,,,,,,,27.73086856229653,,27.73086856229653,#000000
2022-07-29 00:00:00+00:00,33.53,33.62,32.0833,33.37,2651856,,,,,,,,28.15860530033185,,28.15860530033185,#000000
2022-08-05 00:00:00+00:00,37.45,37.77,32.94,33.56,4995066,,,,,,,,29.192430693452543,,29.192430693452543,#000000
2022-08-12 00:00:00+00:00,36.7,38.17,35.87,37.65,3972946,,,,,,,,29.920745870573207,,29.920745870573207,#000000
2022-08-19 00:00:00+00:00,37.91,38.4499,36.42,36.42,2778709,,,,,,,,30.395615603387043,,30.395615603387043,#000000
2022-08-26 00:00:00+00:00,36.98,38.91,36.7501,37.45,2650168,,,,,,,,30.794207943419735,,30.794207943419735,#000000
2022-09-02 00:00:00+00:00,38.32,39.21,36.125,36.38,3231475,,,,,,,,31.245463149289744,,31.245463149289744,#000000
2022-09-09 00:00:00+00:00,38.88,39.5,37.23,38.45,2411550,,,,,,,,31.57603916365674,,31.57603916365674,#000000
2022-09-16 00:00:00+00:00,39.37,40.89,37.85,38.85,3125438,,,,,,,,32.00859995896455,,32.00859995896455,#000000
