date,Close,High,Low,Open,Volume,aVWAP_peak_17,Peaks_avg,color
2022-07-22 00:00:00+00:00,9.87,9.875,9.8686,9.87,93787,9.839142335610715,9.839142335610715,#000000
2022-07-29 00:00:00+00:00,9.885,9.89,9.87,9.87,83155,9.839868991742765,9.839868991742765,#000000
2022-08-05 00:00:00+00:00,9.91,9.91,9.88,9.89,356993,9.843978743856102,9.843978743856102,#000000
2022-08-12 00:00:00+00:00,9.9,9.94,9.89,9.91,57689,9.844699957469855,9.844699957469855,#000000
2022-08-19 00:00:00+00:00,9.89,9.91,9.89,9.9,341217,9.84785388247293,9.84785388247293,#000000
2022-08-26 00:00:00+00:00,9.9,9.95,9.9,9.9,304312,9.851387265557513,9.851387265557513,#000000
2022-09-02 00:00:00+00:00,9.92,9.93,9.9,9.9,513482,9.856592226486736,9.856592226486736,#000000
2022-09-09 00:00:00+00:00,9.92,9.93,9.92,9.925,72826,9.857338524559163,9.857338524559163,#000000
2022-09-16 00:00:00+00:00,9.94,9.95,9.92,9.92,425424,9.862202609391275,9.862202609391275,#000000
2022-09-23 00:00:00+00:00,9.95,9.98,9.94,9.94,494105,9.868482630345692,9.868482630345692,#000000
2022-09-30 00:00:00+00:00,9.98,9.98,9.94,9.95,508719,9.874772493301156,9.874772493301156,#000000
2022-10-07 00:00:00+00:00,9.97,9.98,9.96,9.96,218546,9.877323061176313,9.877323061176313,#000000
2022-10-14 00:00:00+00:00,9.97,10.02,9.97,9.97,1286,9.877340291662284,9.877340291662284,#000000
2022-10-21 00:00:00+00:00,9.99,10.03,9.97,10.03,695745,9.886714150993463,9.886714150993463,#000000
2022-10-28 00:00:00+00:00,9.99,10.03,9.98,10.0,1873629,9.906495202898796,9.906495202898796,#000000
2022-11-04 00:00:00+00:00,10.01,10.03,9.99,9.99,295490,9.909269132786633,9.909269132786633,#000000
2022-11-11 00:00:00+00:00,10.01,10.02,10.01,10.01,17006,9.909429393253934,9.909429393253934,#000000
2022-11-18 00:00:00+00:00,10.04,10.06,10.02,10.02,929204,9.919563642055225,9.919563642055225,#000000
2022-11-25 00:00:00+00:00,10.04,10.05,10.04,10.04,215084,9.921748002753201,9.921748002753201,#000000
2022-12-02 00:00:00+00:00,10.06,10.07,10.04,10.04,150194,9.923390508846573,9.923390508846573,#000000
2022-12-09 00:00:00+00:00,10.07,10.07,10.05,10.06,37345,9.923812839730891,9.923812839730891,#000000
2022-12-16 00:00:00+00:00,10.08,10.09,10.05,10.07,28703,9.924158852057138,9.924158852057138,#000000
2022-12-23 00:00:00+00:00,10.07,10.1,10.05,10.05,116972,9.925552533398767,9.925552533398767,#000000
2022-12-30 00:00:00+00:00,10.1,10.11,10.07,10.0775,394485,9.93067745574422,9.93067745574422,#000000
2023-01-06 00:00:00+00:00,10.11,10.12,10.09,10.09,115952,9.932243474677136,9.932243474677136,#000000
2023-01-13 00:00:00+00:00,10.125,10.13,10.115,10.115,35228,9.93275868651312,9.93275868651312,#000000
