date,Open,High,Low,Close,Volume,aVWAP_peak_220,aVWAP_peak_219,aVWAP_valley_190,aVWAP_valley_189,aVWAP_valley_188,aVWAP_valley_155,aVWAP_valley_131,aVWAP_valley_130,aVWAP_valley_118,aVWAP_valley_117,aVWAP_valley_116,aVWAP_valley_67,aVWAP_valley_43,aVWAP_valley_42,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,68.025,68.025,67.6,67.6,231.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,67.6,67.6,67.58,67.58,1.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,67.58,67.67,67.58,67.67,200.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,67.685,67.71,67.685,67.71,13.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,67.71,67.81,67.71,67.81,12.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,67.765,67.765,67.765,67.765,100.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,67.85,67.915,67.75,67.75,109.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,67.88,67.98,67.88,67.98,80.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,67.985,67.985,67.915,67.915,207.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,67.99,68.3,67.99,68.3,66.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,68.3,68.3,68.3,68.3,20.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,68.3,68.3,68.19,68.23,200.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,68.23,68.3,68.23,68.245,14.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,68.245,68.245,68.245,68.245,0.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,68.505,68.505,68.505,68.505,30.0,,,,,,,,,,,,,,,,,#000000
