date,Open,High,Low,Close,Volume,aVWAP_OB_bull_137,aVWAP_OB_bull_61,aVWAP_OB_bear_742,aVWAP_OB_bear_719,aVWAP_OB_bear_591,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,80.65,80.75,80.645,80.73,5260.0,,,,,,,#000000,,,,,,False,False,False,False,False,,,,80.69749999999999,80.69749999999999,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5260.0,False,False,False,False
2024-12-16 16:00:00+00:00,80.73,80.74,80.69,80.69,3632.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,80.69749999999999,80.715,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3632.0,-56.310077519379846,False,False,False,False,5234.75968992248,False,False,False,False
2024-12-16 17:00:00+00:00,80.695,80.73,80.69,80.695,2463.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.10958904109205,-56.164383561638076,False,False,False,True,True,,,,80.69749999999999,80.71000000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1169.0,-73.56108406946697,False,False,False,False,5191.786671474069,False,False,False,False
2024-12-16 18:00:00+00:00,80.705,80.73,80.68,80.695,2596.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.849315068486751,-53.28767123287364,False,False,False,True,True,,,,80.69749999999999,80.70500000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1169.0,-90.54463315366128,False,False,False,False,5151.541916877572,False,False,False,False
2024-12-16 19:00:00+00:00,80.695,80.73,80.655,80.67,11975.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.874734754084566,-52.77164283090456,False,False,False,True,True,,,,80.6925,80.6925,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13144.0,-292.9237861280231,False,False,False,False,5257.331964677919,False,False,False,False
2024-12-16 20:00:00+00:00,80.66,80.685,80.64,80.66,18705.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.511399742571708,-52.47146666169153,False,False,False,True,True,,,,80.6625,80.6625,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31849.0,-782.1652778159607,False,False,False,False,5465.8229419697345,False,False,False,False
2024-12-17 15:00:00+00:00,80.685,80.73,80.66,80.69,10845.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,17.490542160884864,-41.8062766733746,False,False,False,True,True,,,,80.6625,80.695,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21004.0,-1095.682095214163,False,False,False,False,5549.221035892685,False,False,False,False
2024-12-17 16:00:00+00:00,80.695,80.74,80.65,80.655,6379.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.611946376798144,-38.82606968087984,False,False,False,True,True,,,,80.6625,80.695,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27383.0,-1503.2374115674315,False,False,False,False,5562.085826033884,False,False,False,False
2024-12-17 17:00:00+00:00,80.655,80.7,80.625,80.66,10045.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.88281240192343,-35.595135838947826,False,False,False,True,True,,,,80.6625,80.6625,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17338.0,-1748.7376067369287,False,False,False,False,5631.588371366691,False,False,False,False
2024-12-17 18:00:00+00:00,80.655,80.68,80.635,80.665,11506.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.27045472877854,-32.192696412387065,False,False,False,True,True,,,,80.6575,80.6625,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5832.0,-1812.0440004309296,False,False,False,False,5722.664520647828,False,False,False,False
2024-12-17 19:00:00+00:00,80.655,80.665,80.615,80.64,33182.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.958839415751775,-32.147477067258265,False,False,False,True,True,,,,80.64,80.6625,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39014.0,-2388.8185120521557,False,False,False,False,6148.390652110653,False,False,False,False
2024-12-17 20:00:00+00:00,80.635,80.665,80.6,80.605,28977.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.4431585752558,-32.147477067258265,False,False,False,True,True,,,,80.64,80.47416666666665,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-67991.0,-3405.9065971366185,False,False,False,False,6502.322579984906,False,False,False,False
2024-12-18 15:00:00+00:00,80.615,80.645,80.59,80.615,7769.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.8592090962759,-32.147477067258265,False,False,False,True,True,,,,80.64,80.46958333333333,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-60222.0,-4286.7762622972905,False,False,False,False,6521.960989597544,False,False,False,False
2024-12-18 16:00:00+00:00,80.625,80.625,80.58,80.585,7649.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.353394195886047,-32.147477067258265,False,False,False,True,False,,,,80.64,80.45562499999998,-1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-67871.0,-5272.578180711285,False,False,False,False,6539.434462627039,False,False,False,False
2024-12-18 17:00:00+00:00,80.58,80.59,80.54,80.565,4636.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.4336380606779,-32.147477067258265,False,False,False,True,False,,,,80.64,80.41604166666666,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-72507.0,-6314.972317444444,False,False,False,False,6509.923850803363,False,False,False,False
2024-12-18 18:00:00+00:00,80.565,80.58,80.525,80.56,8112.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.939157503323027,-32.147477067258265,False,False,False,True,False,,,,80.64,80.4025,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-80619.0,-7466.972746631352,False,False,False,False,6534.762240713388,False,False,False,False
