date,Close,High,Low,Open,Volume,aVWAP_peak_875,aVWAP_peak_844,aVWAP_peak_834,aVWAP_peak_816,aVWAP_peak_793,aVWAP_valley_819,aVWAP_valley_804,aVWAP_valley_746,aVWAP_valley_730,aVWAP_valley_709,aVWAP_valley_670,aVWAP_valley_645,aVWAP_valley_642,aVWAP_valley_604,aVWAP_valley_581,aVWAP_valley_580,aVWAP_valley_542,aVWAP_valley_531,aVWAP_valley_513,aVWAP_valley_456,aVWAP_OB_bull_849,aVWAP_OB_bull_645,aVWAP_OB_bull_581,aVWAP_OB_bull_456,aVWAP_OB_bear_816,aVWAP_OB_bear_550,aVWAP_OB_bear_0,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,11.9613918325,12.2477452621,11.9450287794,12.0595701512,35518,,,,,,,,,,,,,,,,,,,,,,,,,,,12.051388624666666,,,#000000,,,,,,False,False,False,False,False,,,-1.0,12.2477455,11.945028,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,35518.0,False,False,False,False
2022-01-04 00:00:00+00:00,11.9123026731,11.9656462263,11.8877580934,11.9450287794,21476,,,,,,,,,,,,,,,,,,,,,,,,,,,12.002596687897585,,,#000000,,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-21476,-842.1960784313725,False,False,False,False,34967.333333333336,False,False,False,False
2022-01-05 00:00:00+00:00,11.8141243544,11.9368472528,11.8059428278,11.9368472528,62018,,,,,,,,,,,,,,,,,,,,,,,,,,,11.924278521829548,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-83494,-4083.443291041907,False,False,False,False,36028.143790849674,False,False,False,False
2022-01-06 00:00:00+00:00,11.7732167216,11.9280112041,11.7732167216,11.8468504606,55327,,,,,,,,,,,,,,,,,,,,,,,,,,,11.892713440138852,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-138821,-9367.269044334382,False,False,False,False,36784.96168140459,False,False,False,False
2022-01-07 00:00:00+00:00,11.7732167216,11.822305881,11.7568536685,11.822305881,9922,,,,,,,,,,,,,,,,,,,,,,,,,,,11.886866243504153,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-138821,-14443.885944556563,False,False,False,False,35731.51220370245,False,False,False,False
2022-01-10 00:00:00+00:00,11.7404906153,11.7895797747,11.6995829825,11.7404906153,18753,,,,,,,,,,,,,,,,,,,,,,,,,,,11.873597013633622,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-157574,-20056.83159378964,False,False,False,False,35065.688195714116,False,False,False,False
2022-01-11 00:00:00+00:00,11.7323090888,11.8632135138,11.6995829825,11.8632135138,40451,,,,,,,,,,,,,,,,,,,,,,,,,,,11.85555978395297,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-198025,-27035.975452856714,False,False,False,False,35276.876893921406,False,False,False,False
2022-01-12 00:00:00+00:00,11.7159460357,11.7977613013,11.6750384029,11.7241275622,36152,,,,,,,,,,,,,,,,,,,,,,,,,,,11.839271961753868,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-234177,-35159.15288607802,False,False,False,False,35311.19544710096,False,False,False,False
2022-01-13 00:00:00+00:00,11.6165404879,11.7807318729,11.6001213494,11.7561031652,36328,,,,,,,,,,,,,,,,,,,,,,,,,,,11.819325560981962,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-270505,-44388.40179250634,False,False,False,False,35351.07013544994,False,False,False,False
2022-01-14 00:00:00+00:00,11.5837022109,11.6411691957,11.5754926417,11.6329596264,23589,,,,,,,,,,,,,,,,,,,,,,,,,,,11.80409642885905,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-294094,-54180.77819280021,False,False,False,False,34889.81248307935,False,False,False,False
