date,Close,High,Low,Open,Volume,aVWAP_peak_149,aVWAP_peak_118,aVWAP_valley_171,aVWAP_valley_134,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,27.61,28.35,27.41,27.98,8514257,,,,,,,#000000
2022-01-07 00:00:00+00:00,27.02,28.08,26.26,27.94,20817389,,,,,,,#000000
2022-01-14 00:00:00+00:00,27.08,27.9,25.9017,26.99,28854634,,,,,,,#000000
2022-01-21 00:00:00+00:00,25.06,27.2277,24.62,26.62,23086547,,,,,,,#000000
2022-01-28 00:00:00+00:00,24.14,24.85,22.295,24.62,24706722,,,,,,,#000000
2022-02-04 00:00:00+00:00,24.52,25.23,23.81,24.06,18852829,,,,,,,#000000
2022-02-11 00:00:00+00:00,25.13,26.385,24.06,24.5,15729992,,,,,,,#000000
2022-02-18 00:00:00+00:00,23.93,25.825,23.91,25.01,11496283,,,,,,,#000000
2022-02-25 00:00:00+00:00,24.35,24.59,21.42,23.73,26876734,,,,,,,#000000
2022-03-04 00:00:00+00:00,22.86,24.3799,22.52,24.0,12724179,,,,,,,#000000
2022-03-11 00:00:00+00:00,22.32,23.085,20.705,22.87,17567563,,,,,,,#000000
2022-03-18 00:00:00+00:00,24.2,24.26,21.85,22.43,20682931,,,,,,,#000000
2022-03-25 00:00:00+00:00,22.82,24.235,22.4,24.16,18462687,,,,,,,#000000
2022-04-01 00:00:00+00:00,23.04,23.58,21.93,22.74,13788986,,,,,,,#000000
2022-04-08 00:00:00+00:00,23.38,23.97,22.64,23.03,10730769,,,,,,,#000000
2022-04-15 00:00:00+00:00,22.17,23.26,21.92,23.21,13008209,,,,,,,#000000
2022-04-22 00:00:00+00:00,21.67,23.18,20.93,22.07,23002104,,,,,,,#000000
2022-04-29 00:00:00+00:00,19.01,21.52,18.2043,21.44,39777576,,,,,,,#000000
2022-05-06 00:00:00+00:00,16.04,19.315,15.86,19.06,56069570,,,,,,,#000000
2022-05-13 00:00:00+00:00,10.84,15.93,7.8,15.68,100049609,,,,,,,#000000
2022-05-20 00:00:00+00:00,9.93,11.34,9.515,10.77,46259519,,,,,,,#000000
2022-05-27 00:00:00+00:00,9.87,10.145,9.13,10.04,28384403,,,,,,,#000000
2022-06-03 00:00:00+00:00,9.12,9.92,9.07,9.86,21809643,,,,,,,#000000
2022-06-10 00:00:00+00:00,8.03,9.29,7.915,9.18,28837060,,,,,,,#000000
2022-06-17 00:00:00+00:00,7.36,7.955,7.15,7.86,27658897,,,,,,,#000000
2022-06-24 00:00:00+00:00,8.75,8.76,6.88,7.46,33103087,,,,,,,#000000
2022-07-01 00:00:00+00:00,8.53,9.25,8.02,8.73,26626974,,,,,,,#000000
2022-07-08 00:00:00+00:00,8.74,9.22,8.245,8.39,18998019,,,,,,,#000000
2022-07-15 00:00:00+00:00,8.7,9.02,8.35,8.6,19024590,,,,,,,#000000
2022-07-22 00:00:00+00:00,8.77,9.34,8.58,8.85,23369132,,,,,,,#000000
2022-07-29 00:00:00+00:00,4.62,9.12,4.0,8.77,84622942,,,,,,,#000000
2022-08-05 00:00:00+00:00,5.59,5.68,4.43,4.62,61534364,,,,,,,#000000
2022-08-12 00:00:00+00:00,6.01,6.64,5.07,5.61,52084854,,,,,,,#000000
2022-08-19 00:00:00+00:00,5.45,6.48,5.42,5.99,24944801,,,,,,,#000000
2022-08-26 00:00:00+00:00,5.18,5.66,5.16,5.6,28207936,,,,,,,#000000
2022-09-02 00:00:00+00:00,6.45,6.75,4.99,5.06,62979810,,,,,,,#000000
2022-09-09 00:00:00+00:00,7.4,7.69,5.86,6.48,65495065,,,,,,,#000000
2022-09-16 00:00:00+00:00,7.38,8.25,6.82,7.35,55638135,,,,,,,#000000
2022-09-23 00:00:00+00:00,7.04,7.5,6.66,7.33,36254975,,,,,,,#000000
2022-09-30 00:00:00+00:00,6.89,7.715,6.79,7.0,32582124,,,,,,,#000000
2022-10-07 00:00:00+00:00,6.81,7.67,6.7,6.96,21023535,,,,,,,#000000
2022-10-14 00:00:00+00:00,6.45,6.965,6.175,6.75,20337294,,,,,,,#000000
2022-10-21 00:00:00+00:00,6.72,7.19,6.195,6.62,18552192,,,,,,,#000000
2022-10-28 00:00:00+00:00,6.59,7.39,6.4,6.77,15291529,,,,,,,#000000
2022-11-04 00:00:00+00:00,7.02,7.09,6.2,6.58,24924275,,,,,,,#000000
2022-11-11 00:00:00+00:00,7.46,7.595,6.52,7.05,20575569,,,,,,,#000000
2022-11-18 00:00:00+00:00,7.57,8.25,6.685,7.46,30523903,,,,,,,#000000
2022-11-25 00:00:00+00:00,6.9,7.44,6.61,7.39,28494809,,,,,,,#000000
2022-12-02 00:00:00+00:00,7.93,8.02,6.67,6.82,37360779,,,,,,,#000000
2022-12-09 00:00:00+00:00,7.63,7.92,7.13,7.88,20397460,,,,,,,#000000
2022-12-16 00:00:00+00:00,7.13,8.07,6.955,7.58,27404936,,,,,,,#000000
2022-12-23 00:00:00+00:00,6.33,7.15,6.18,7.08,39943658,,,,,,,#000000
2022-12-30 00:00:00+00:00,6.28,6.445,5.985,6.22,14244348,,,,,,,#000000
2023-01-06 00:00:00+00:00,7.47,7.56,6.22,6.31,16153158,,,,,,,#000000
2023-01-13 00:00:00+00:00,7.5,7.78,7.15,7.57,21051956,,,,,,,#000000
2023-01-20 00:00:00+00:00,8.15,8.15,7.42,7.48,23227278,,,,,,,#000000
2023-01-27 00:00:00+00:00,8.38,8.82,8.07,8.21,23279955,,,,,,,#000000
2023-02-03 00:00:00+00:00,7.86,8.31,7.515,8.31,18020919,,,,,,,#000000
2023-02-10 00:00:00+00:00,7.16,7.9552,7.08,7.76,15746406,,,,,,,#000000
2023-02-17 00:00:00+00:00,9.51,9.71,7.07,7.2,57808252,,,,,,,#000000
2023-02-24 00:00:00+00:00,9.57,10.23,8.56,9.46,53788583,,,,,,,#000000
2023-03-03 00:00:00+00:00,9.16,9.61,8.883,9.57,27575510,,,,,,,#000000
2023-03-10 00:00:00+00:00,8.03,9.18,7.87,9.17,14530070,,,,,,,#000000
2023-03-17 00:00:00+00:00,7.6,8.22,7.385,8.0,15416151,,,,,,,#000000
2023-03-24 00:00:00+00:00,7.23,8.035,7.02,7.59,13786391,,,,,,,#000000
2023-03-31 00:00:00+00:00,8.1,8.11,7.245,7.34,9871698,,,,,,,#000000
2023-04-07 00:00:00+00:00,7.33,8.1069,7.305,8.085,9391136,,,,,,,#000000
2023-04-14 00:00:00+00:00,7.49,7.74,7.25,7.3,13255744,,,,,,,#000000
2023-04-21 00:00:00+00:00,7.7,7.79,7.37,7.49,9127583,,,,,,,#000000
2023-04-28 00:00:00+00:00,7.37,7.71,6.93,7.7,9578416,,,,,,,#000000
2023-05-05 00:00:00+00:00,5.83,7.65,5.7,7.38,24405671,,,,,,,#000000
2023-05-12 00:00:00+00:00,5.72,6.035,5.5703,5.885,15160331,,,,,,,#000000
2023-05-19 00:00:00+00:00,8.3,8.95,5.71,5.71,57344277,,,,,,,#000000
2023-05-26 00:00:00+00:00,8.14,8.965,7.965,8.46,22679400,,,,,,,#000000
2023-06-02 00:00:00+00:00,8.23,8.38,7.9873,8.1,8445761,,,,,,,#000000
2023-06-09 00:00:00+00:00,7.19,8.2,6.82,8.13,29219166,,,,,,,#000000
2023-06-16 00:00:00+00:00,7.35,7.545,7.16,7.19,9934060,,,,,,,#000000
2023-06-23 00:00:00+00:00,7.19,7.49,7.1,7.22,6542067,,,,,,,#000000
2023-06-30 00:00:00+00:00,8.0,8.215,7.13,7.16,7812166,,,,,,,#000000
2023-07-07 00:00:00+00:00,8.34,8.59,7.45,8.01,11151328,,,,,,,#000000
2023-07-14 00:00:00+00:00,8.43,8.93,8.29,8.34,9748525,,,,,,,#000000
2023-07-21 00:00:00+00:00,9.59,9.76,8.3,8.4,16179693,,,,,,,#000000
2023-07-28 00:00:00+00:00,9.58,9.7201,9.28,9.48,7805564,,,,,,,#000000
2023-08-04 00:00:00+00:00,9.06,10.145,8.96,9.56,17672965,,,,,,,#000000
2023-08-11 00:00:00+00:00,8.41,9.4,8.26,9.16,14226464,,,,,,,#000000
2023-08-18 00:00:00+00:00,8.35,8.54,8.125,8.33,10890640,,,,,,,#000000
2023-08-25 00:00:00+00:00,8.24,8.5293,7.93,8.37,15274323,,,,,,,#000000
2023-09-01 00:00:00+00:00,8.46,8.61,8.17,8.27,15528733,,,,,,,#000000
2023-09-08 00:00:00+00:00,8.64,8.68,8.2,8.36,10029885,,,,,,,#000000
2023-09-15 00:00:00+00:00,8.52,8.79,8.44,8.73,10886018,,,,,,,#000000
2023-09-22 00:00:00+00:00,8.22,8.72,7.56,8.43,34550499,,,,,,,#000000
2023-09-29 00:00:00+00:00,8.22,8.43,8.0001,8.19,7999717,,,,,,,#000000
2023-10-06 00:00:00+00:00,8.11,8.275,7.85,8.24,11791735,,,,,,,#000000
2023-10-13 00:00:00+00:00,7.14,8.02,7.08,8.0,16752675,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-20 00:00:00+00:00,7.32,7.96,7.09,7.13,14546812,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-27 00:00:00+00:00,6.57,7.29,6.53,7.25,9082231,,,,,,,"rgba(239, 83, 80, 1.0)"
2023-11-03 00:00:00+00:00,7.57,7.7,6.54,6.65,23464287,,,,,,,#000000
2023-11-10 00:00:00+00:00,6.81,7.645,6.7,7.61,9056040,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-11-17 00:00:00+00:00,6.9,7.11,6.53,6.71,11008587,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-11-24 00:00:00+00:00,6.93,7.235,6.79,6.9,5397241,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-12-01 00:00:00+00:00,7.36,7.38,6.685,6.88,7121321,,,,,,,#000000
2023-12-08 00:00:00+00:00,7.3,7.55,7.03,7.3,8456766,,,,,,,#000000
2023-12-15 00:00:00+00:00,7.28,7.8,7.03,7.28,9025671,,,,,,,#000000
2023-12-22 00:00:00+00:00,7.45,7.6,7.23,7.28,9623500,,,,,,,#000000
2023-12-29 00:00:00+00:00,8.02,8.1,7.41,7.43,8320750,,,,,,,#000000
2024-01-05 00:00:00+00:00,8.2,8.255,7.56,7.93,7064903,,,,,,,"rgba(38, 166, 154, 0.5)"
2024-01-12 00:00:00+00:00,8.53,8.945,8.08,8.2,17692664,,,,,,,"rgba(38, 166, 154, 0.5)"
2024-01-19 00:00:00+00:00,8.15,8.57,7.951,8.43,13471405,,,,,,,#000000
2024-01-26 00:00:00+00:00,8.18,8.36,7.935,8.19,8856745,,,,,,,#000000
2024-02-02 00:00:00+00:00,7.92,8.425,7.77,8.22,9549812,,,,,,,#000000
2024-02-09 00:00:00+00:00,8.21,8.3,7.68,7.87,7544174,,,,,,,#000000
2024-02-16 00:00:00+00:00,8.51,8.62,8.1,8.23,8164240,,,,,,,"rgba(38, 166, 154, 0.5)"
2024-02-23 00:00:00+00:00,9.18,9.48,8.4,8.49,16762183,,,,,,,"rgba(0, 255, 255, 0.75)"
2024-03-01 00:00:00+00:00,9.89,9.9,8.825,9.18,19047048,,,,,,,"rgba(0, 255, 0, 1.0)"
2024-03-08 00:00:00+00:00,9.23,9.88,9.125,9.79,10571606,,,,,,,"rgba(38, 166, 154, 1.0)"
2024-03-15 00:00:00+00:00,9.2,9.425,9.035,9.21,5616569,,,,,,,"rgba(38, 166, 154, 1.0)"
2024-03-22 00:00:00+00:00,9.56,9.625,9.16,9.29,6914481,,,,,,,"rgba(0, 255, 255, 0.75)"
2024-03-29 00:00:00+00:00,10.61,10.8,9.47,9.64,15433322,,,,,,,"rgba(0, 255, 0, 1.0)"
2024-04-05 00:00:00+00:00,10.41,11.46,9.945,10.59,19070689,,10.605,,,10.605,,"rgba(0, 255, 0, 1.0)"
2024-04-12 00:00:00+00:00,8.76,10.46,8.36,10.45,33267042,,9.707712834646957,,,9.707712834646957,,#000000
2024-04-19 00:00:00+00:00,8.69,8.98,8.425,8.8,13015297,,9.506691177390177,,,9.506691177390177,,#000000
2024-04-26 00:00:00+00:00,8.71,8.82,8.42,8.76,13253800,,9.362245538050884,,,9.362245538050884,,#000000
2024-05-03 00:00:00+00:00,7.82,9.005,7.74,8.76,16717149,,9.156374299179033,,,9.156374299179033,,"rgba(239, 83, 80, 0.5)"
2024-05-10 00:00:00+00:00,6.88,8.08,6.81,7.87,24120534,,8.772748780045099,,,8.772748780045099,,"rgba(239, 83, 80, 1.0)"
2024-05-17 00:00:00+00:00,6.77,7.3,6.72,6.95,13318920,,8.587882937119433,,,8.587882937119433,,"rgba(239, 83, 80, 1.0)"
2024-05-24 00:00:00+00:00,6.36,6.815,6.26,6.78,12720127,,8.403437772031024,,,8.403437772031024,,"rgba(255, 0, 0, 1.0)"
2024-05-31 00:00:00+00:00,6.56,6.57,6.085,6.3,8863658,,8.288673998477993,,,8.288673998477993,,"rgba(255, 0, 0, 1.0)"
2024-06-07 00:00:00+00:00,6.27,6.61,6.16,6.56,7774392,,8.195546830232935,,,8.195546830232935,,"rgba(255, 0, 0, 1.0)"
2024-06-14 00:00:00+00:00,6.32,6.46,6.05,6.21,9616709,,8.088096655681094,,,8.088096655681094,,"rgba(255, 0, 0, 1.0)"
2024-06-21 00:00:00+00:00,6.8,6.83,6.2,6.29,11506017,,7.995286117550568,,,7.995286117550568,,"rgba(239, 83, 80, 1.0)"
2024-06-28 00:00:00+00:00,6.97,7.0,6.6,6.85,13148936,,7.91905318814302,,,7.91905318814302,,"rgba(239, 83, 80, 0.5)"
2024-07-05 00:00:00+00:00,7.23,7.27,6.93,6.98,7988409,,7.888733604215733,,,7.888733604215733,,"rgba(239, 83, 80, 0.5)"
2024-07-12 00:00:00+00:00,7.42,7.62,7.07,7.26,19396738,,7.843770645107981,,,7.843770645107981,,"rgba(239, 83, 80, 0.5)"
2024-07-19 00:00:00+00:00,7.6,7.68,7.26,7.4,16628941,,7.820914345669346,,,7.820914345669346,,#000000
2024-07-26 00:00:00+00:00,5.99,7.715,3.96,7.65,80746967,,7.335010706576449,,5.888333333333333,7.335010706576449,5.888333333333333,"rgba(239, 83, 80, 1.0)"
2024-08-02 00:00:00+00:00,5.63,6.45,5.18,6.04,17498416,,7.253284367751998,,5.86428857837523,7.253284367751998,5.86428857837523,"rgba(255, 0, 0, 1.0)"
2024-08-09 00:00:00+00:00,5.42,5.58,4.99,5.39,14159152,,7.176098546518288,,5.796986372169059,7.176098546518288,5.796986372169059,"rgba(255, 0, 0, 1.0)"
2024-08-16 00:00:00+00:00,5.73,5.88,5.35,5.42,4782565,,7.1557326726942705,,5.79112369619466,7.1557326726942705,5.79112369619466,"rgba(255, 0, 0, 1.0)"
2024-08-23 00:00:00+00:00,5.87,5.941,5.72,5.75,4175309,,7.140589668763925,,5.792931365796032,7.140589668763925,5.792931365796032,"rgba(239, 83, 80, 1.0)"
2024-08-30 00:00:00+00:00,5.93,6.05,5.83,5.91,13981850,,7.095791269860765,,5.8077800592783175,7.095791269860765,5.8077800592783175,"rgba(239, 83, 80, 1.0)"
2024-09-06 00:00:00+00:00,6.21,6.33,5.84,5.88,15735399,,7.056838350124658,,5.840993054789679,7.056838350124658,5.840993054789679,"rgba(239, 83, 80, 1.0)"
2024-09-13 00:00:00+00:00,6.32,6.45,6.03,6.25,8211348,,7.040605172165944,,5.862936253274714,7.040605172165944,5.862936253274714,"rgba(239, 83, 80, 0.5)"
2024-09-20 00:00:00+00:00,8.03,8.34,6.585,6.79,24627529,,7.076070683285718,,6.102455397601262,7.076070683285718,6.102455397601262,"rgba(38, 166, 154, 0.5)"
