date,Open,High,Low,Close,Volume,aVWAP_OB_bull_855,aVWAP_OB_bull_726,aVWAP_OB_bull_671,aVWAP_OB_bull_587,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-05 15:00:00+00:00,5.345,5.36,5.345,5.35,100.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,100.0,False,False,False,False
2024-12-05 16:00:00+00:00,5.35,5.37,5.35,5.365,100.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,100.0,1.550387596899225,False,False,False,False,100.0,False,False,False,False
2024-12-05 17:00:00+00:00,5.365,5.37,5.36,5.365,0.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,100.0,3.07673817679226,False,False,False,False,98.44961240310077,False,False,False,False
2024-12-05 18:00:00+00:00,5.365,5.365,5.36,5.365,200.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,100.0,4.5794244066094345,False,False,False,False,100.0240370170062,False,False,False,False
2024-12-05 19:00:00+00:00,5.365,5.365,5.36,5.365,1000.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,100.0,6.0588131754992105,False,False,False,False,113.97715272216888,False,False,False,False
2024-12-05 20:00:00+00:00,5.36,5.36,5.315,5.325,2969.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,77.25440238626054,29.149868854072153,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-2869.0,-38.51574206753178,False,False,False,False,158.24107283500348,False,False,False,False
2024-12-06 15:00:00+00:00,5.355,5.365,5.355,5.355,200.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,70.02433956472734,23.785955579541138,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-2669.0,-79.29844374090338,False,False,False,False,158.88849806236777,False,False,False,False
2024-12-06 16:00:00+00:00,5.355,5.375,5.355,5.37,109.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,67.31750012340724,22.49613394333774,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-2560.0,-117.75893298523046,False,False,False,False,158.11503297612953,False,False,False,False
2024-12-06 17:00:00+00:00,5.37,5.375,5.37,5.37,0.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,65.38404337960718,21.563987797853983,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-2560.0,-155.62313557460672,False,False,False,False,155.6636371160345,False,False,False,False
2024-12-06 18:00:00+00:00,5.37,5.375,5.37,5.375,0.0,,,,,0.0,0.0,0.0,0.0,,#000000,,,,64.7619700596799,21.517443380689002,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-2560.0,-192.90029626337252,False,False,False,False,153.25024739330527,False,False,False,False
