date,Open,High,Low,Close,Volume,aVWAP_OB_bull_855,aVWAP_OB_bull_758,aVWAP_OB_bull_648,aVWAP_OB_bull_624,aVWAP_OB_bear_834,aVWAP_OB_bear_507,aVWAP_OB_bear_259,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-05 15:00:00+00:00,218.275,219.83,217.88,218.88,193605.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,193605.0,False,False,False,False
2024-12-05 16:00:00+00:00,218.89,220.2,218.47,220.085,154241.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,154241.0,2391.3333333333335,False,False,False,False,192994.70542635658,False,False,False,False
2024-12-05 17:00:00+00:00,220.08,221.89,219.8,221.525,175587.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,329828.0,7467.870801033591,False,False,False,False,192724.8185205216,False,False,False,False
2024-12-05 18:00:00+00:00,221.525,222.145,220.48,220.54,198759.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,91.44583263804027,42.15867991820359,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,131069.0,9384.167377761753,False,False,False,False,192818.3717217538,False,False,False,False
2024-12-05 19:00:00+00:00,220.55,221.28,220.265,221.015,88502.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,86.50806742585357,38.10762666047465,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,219571.0,12642.877961052269,False,False,False,False,191201.06363304442,False,False,False,False
2024-12-05 20:00:00+00:00,220.99,222.05,219.79,220.4,289064.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,79.52056855575196,32.273759352515484,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-69493.0,11369.45349653983,False,False,False,False,192718.31846043907,False,False,False,False
2024-12-06 15:00:00+00:00,223.77,224.96,223.43,224.595,210830.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,80.49969099683005,32.273759352515484,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,141337.0,13384.45421752371,False,False,False,False,192999.1197246183,False,False,False,False
2024-12-06 16:00:00+00:00,224.62,225.55,224.3,225.14,169808.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,81.55448748183646,32.273759352515484,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,311145.0,18000.89678779466,False,False,False,False,192639.56748082576,False,False,False,False
2024-12-06 17:00:00+00:00,225.14,225.18,224.41,224.75,105944.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,81.00162862275012,32.273759352515484,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,205201.0,20903.22396937924,False,False,False,False,191295.45015554162,False,False,False,False
2024-12-06 18:00:00+00:00,224.7,225.2,224.53,225.115,112722.0,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,80.91503451141601,32.273759352515484,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,317923.0,25508.181737295843,False,False,False,False,190077.25712987428,False,False,False,False
