date,Open,High,Low,Close,Volume,aVWAP_OB_bull_73,aVWAP_OB_bear_196,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_100,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-06-27 13:30:00+00:00,12.275,12.36,12.17,12.26,7773.0,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7773.0,False,False,False,False
2025-06-27 13:35:00+00:00,12.29,12.31,12.02,12.16,5666.0,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5666.0,-87.84496124031007,False,False,False,False,7740.333333333333,False,False,False,False
2025-06-27 13:40:00+00:00,12.13,12.16,12.065,12.08,9115.0,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14781.0,-315.6458145544138,False,False,False,False,7761.645994832041,False,False,False,False
2025-06-27 13:45:00+00:00,12.1,12.115,12.0,12.01,6757.0,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21538.0,-644.6745616155856,False,False,False,False,7746.07008793542,False,False,False,False
2025-06-27 13:50:00+00:00,12.0,12.0,11.795,11.84,20475.0,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-42013.0,-1286.0439482572044,False,False,False,False,7943.417838510064,False,False,False,False
2025-06-27 13:55:00+00:00,11.845,11.845,11.705,11.79,10234.0,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-52247.0,-2076.1362901446896,False,False,False,False,7978.93074023859,False,False,False,False
2025-06-27 14:00:00+00:00,11.78,11.915,11.78,11.905,2560.0,,,,"rgba(239, 83, 80, 0.5)",,,,4.0583055265903685,-46.06344363920734,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-49687.0,-2814.2892158788804,False,False,False,False,7894.916310157371,False,False,False,False
2025-06-27 14:05:00+00:00,11.89,11.925,11.83,11.85,4805.0,,,,"rgba(239, 83, 80, 0.5)",,,,6.967751187082211,-43.33868068116843,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54492.0,-3615.4940342373475,False,False,False,False,7847.0106309301245,False,False,False,False
2025-06-27 14:10:00+00:00,11.83,11.87,11.8,11.8,2547.0,,,,"rgba(239, 83, 80, 0.5)",,,,9.025158553564802,-41.48952420598467,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57039.0,-4443.765444559249,False,False,False,False,7764.839923473843,False,False,False,False
2025-06-27 14:15:00+00:00,11.81,11.845,11.78,11.805,2996.0,,,,"rgba(239, 83, 80, 0.5)",,,,10.846111442826892,-39.88673629775701,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54043.0,-5212.745825263756,False,False,False,False,7690.904420784326,False,False,False,False
