date,Close,High,Low,Open,Volume,aVWAP_peak_160,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_95,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,6.7970329019,7.0781132099,6.7650919578,7.0270076994,2614491,,,,,,,#000000
2022-01-07 00:00:00+00:00,6.8161974684,7.039784077,6.650168441,6.8417502236,1913323,,,,,,,#000000
2022-01-14 00:00:00+00:00,6.9822903776,7.0589486434,6.5542817269,6.7075982585,1561018,,,,,,,#000000
2022-01-21 00:00:00+00:00,6.2536070221,7.0206195105,6.240712987,7.0206195105,1193263,,,,,,,#000000
2022-01-28 00:00:00+00:00,6.2213719344,6.369653338,5.7249515832,6.1117726361,2192077,,,,,,,#000000
2022-02-04 00:00:00+00:00,6.3438652678,6.4792526363,6.1858488677,6.2020308818,1225919,,,,,,,#000000
2022-02-11 00:00:00+00:00,6.1955838642,6.5114877241,6.1633487765,6.3761003556,1800691,,,,,,,#000000
2022-02-18 00:00:00+00:00,6.1845170408,6.4534645661,6.040855443,6.1633487765,1211031,,,,,,,#000000
2022-02-25 00:00:00+00:00,6.1129068435,6.1291818883,5.6051254444,6.0608267,1374178,,,,,,,#000000
2022-03-04 00:00:00+00:00,5.9631764309,6.164986987,5.9110962874,6.0478066641,929492,,,,,,,#000000
2022-03-11 00:00:00+00:00,5.9045862695,6.0347866283,5.7418358211,5.9631764309,1121534,,,,,,,#000000
2022-03-18 00:00:00+00:00,6.0051706201,6.0868667718,5.7613658749,5.9176063054,798415,,,,,,,#000000
2022-03-25 00:00:00+00:00,6.0972542879,6.1893379556,5.9328191668,5.9854384056,891044,,,,,,,#000000
2022-04-01 00:00:00+00:00,6.215647575,6.2678063954,6.1169865024,6.1235639072,659914,,,,,,,#000000
2022-04-08 00:00:00+00:00,6.051212454,6.3011538379,5.8801999281,6.2485345992,717581,,,,,,,#000000
2022-04-15 00:00:00+00:00,5.9393965717,6.0380576443,5.8473129039,6.0117480249,741139,,,,,,,#000000
2022-04-22 00:00:00+00:00,5.7243179197,6.1032797332,5.7176694668,5.9969044873,1061989,,,,,,,#000000
2022-04-29 00:00:00+00:00,5.5381612393,5.8273689391,5.5315127865,5.7110210139,856987,,,,,,,#000000
2022-05-06 00:00:00+00:00,5.4450828992,5.6844272025,5.3586530119,5.6844272025,1190253,,,,,,,#000000
2022-05-13 00:00:00+00:00,5.3187622947,5.4430883633,5.0860664443,5.3719499176,1254555,,,,,,,#000000
2022-05-20 00:00:00+00:00,5.3213056833,5.504918975,5.2496597851,5.2988169361,842526,,,,,,,#000000
2022-05-27 00:00:00+00:00,5.3347603121,5.3549422553,4.9849399638,5.3414876265,1141338,,,,,,,#000000
2022-06-03 00:00:00+00:00,5.2943964258,5.4491246568,5.247305225,5.2943964258,844589,,,,,,,#000000
2022-06-10 00:00:00+00:00,5.3482149409,5.5163978007,5.2607598538,5.4222153992,943450,,,,,,,#000000
2022-06-17 00:00:00+00:00,4.6652010833,5.2943964258,4.6311669409,5.2405779106,1585742,,,,,,,#000000
2022-06-24 00:00:00+00:00,4.9721222072,4.9994040849,4.6822522568,4.7061238998,750687,,,,,,,#000000
2022-07-01 00:00:00+00:00,5.0539678402,5.1494544121,4.7811490634,4.985763146,738108,,,,,,,#000000
2022-07-08 00:00:00+00:00,5.115352065,5.1358134733,5.0198654931,5.0676087791,500267,,,,,,,#000000
2022-07-15 00:00:00+00:00,5.0607883096,5.1289930038,4.9107379824,5.1085315956,898985,,,,,,,#000000
2022-07-22 00:00:00+00:00,5.0368834122,5.1819788191,4.9677903613,5.1128857682,703394,,,,,,,#000000
2022-07-29 00:00:00+00:00,5.2717997853,5.2856183955,5.0092461918,5.0437927173,809767,,,,,,,#000000
2022-08-05 00:00:00+00:00,5.2165253446,5.4790789381,5.1681602089,5.2648904802,1132870,,,,,,,#000000
2022-08-12 00:00:00+00:00,5.2925277006,5.3616207515,5.1681602089,5.2096160395,783897,,,,,,,#000000
2022-08-19 00:00:00+00:00,5.1979031616,5.3448156332,5.1769156657,5.2925277006,1026459,,,,,,,#000000
2022-08-26 00:00:00+00:00,5.036999026,5.1769156657,5.036999026,5.1629240017,568760,,,,,,,#000000
