date,Close,High,Low,Open,Volume,aVWAP_OB_bull_751,aVWAP_OB_bull_649,aVWAP_OB_bull_585,aVWAP_OB_bull_538,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,0.84,0.86,0.8049,0.85,266378,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,266378.0,False,False,False,False
2022-01-04 00:00:00+00:00,0.8407,0.8459,0.825,0.835,245834,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,245834,9640.549019607843,False,False,False,False,265572.3529411765,False,False,False,False
2022-01-05 00:00:00+00:00,0.805,0.85,0.8047,0.8209,360051,,,,,,#000000,,,,82.14976512848854,-21.400939486045843,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-114217,4783.390234525182,False,False,False,False,269277.3979238755,False,False,False,False
2022-01-06 00:00:00+00:00,0.777,0.8047,0.7703,0.8,605045,,,,,,#000000,,,,67.39635760008841,-21.400939486045843,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-719262,-23610.54663741698,False,False,False,False,282444.75486803724,False,False,False,False
2022-01-07 00:00:00+00:00,0.79,0.7945,0.7703,0.7818,273311,,,,,,#000000,,,,58.56787186720145,-21.400939486045843,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-445951,-40172.91735751828,False,False,False,False,282086.568402624,False,False,False,False
2022-01-10 00:00:00+00:00,0.7749,0.8,0.7627,0.8,423996,,,,,,#000000,,,,50.724858573054455,-21.400939486045843,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-869947,-72713.077461145,False,False,False,False,287651.6441515407,False,False,False,False
2022-01-11 00:00:00+00:00,0.7889,0.795,0.775001,0.78,459790,,,,,,#000000,,,,46.620752662113766,-21.400939486045843,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-410157,-85946.17246266872,False,False,False,False,294402.1679103038,False,False,False,False
2022-01-12 00:00:00+00:00,0.8062,0.8062,0.7881,0.7911,400465,,,,,,#000000,,,,45.4055149542896,-21.400939486045843,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9692,-82955.81275825034,False,False,False,False,298561.49465891934,False,False,False,False
2022-01-13 00:00:00+00:00,0.782,0.8099,0.771,0.785,410801,,,,,,#000000,,,,42.99550374170457,-21.400939486045843,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-420493,-96192.56519910326,False,False,False,False,302963.04388798133,False,False,False,False
2022-01-14 00:00:00+00:00,0.7869,0.7999,0.765,0.7999,441054,,,,,,#000000,,,,41.51717132104592,-21.400939486045843,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20561,-91613.99401482471,False,False,False,False,308378.3755002174,False,False,False,False
2022-01-18 00:00:00+00:00,0.8111,0.818899,0.782001,0.8148,598699,,,,,,#000000,,,,42.35119912570175,-21.400939486045843,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,619260,-63736.5824848316,False,False,False,False,319763.4980296206,False,False,False,False
2022-01-19 00:00:00+00:00,0.9034,0.92,0.8202,0.83,1533846,,,,,,#000000,,,,47.0505631528021,-21.400939486045843,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2153106,23198.42074986767,False,False,False,False,367374.57653826295,False,False,False,False
2022-01-20 00:00:00+00:00,0.88,0.929,0.8707,0.92,768387,,,,,0.8932333333333333,#000000,,0.8932333333333333,,49.6697380173142,-21.400939486045843,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1384719,76591.38464202972,False,False,False,False,383100.5539289193,False,False,False,False
2022-01-21 00:00:00+00:00,0.8225,0.8997,0.8019,0.89,638821,,,,,0.8696877623398009,#000000,,0.8696877623398009,,49.53234461353841,-21.400939486045843,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,745898,102838.7028913619,False,False,False,False,393128.8067160205,False,False,False,False
2022-01-24 00:00:00+00:00,0.7997,0.82,0.755,0.82,683869,,,,,0.84413892048611,#000000,,0.84413892048611,,48.72005292626699,-21.400939486045843,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,62029,101238.32238581829,False,False,False,False,404530.3829232354,False,False,False,False
2022-01-25 00:00:00+00:00,0.805,0.8198,0.78,0.784,321289,,,,,0.8384734090238933,#000000,,0.8384734090238933,,48.244665930973866,-21.400939486045843,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,383318,112300.2705275509,False,False,False,False,401266.01496546145,False,False,False,False
