date,Open,High,Low,Close,Volume,aVWAP_peak_875,aVWAP_peak_852,aVWAP_peak_841,aVWAP_peak_798,aVWAP_peak_767,aVWAP_valley_857,aVWAP_valley_834,aVWAP_valley_809,aVWAP_valley_793,aVWAP_valley_792,aVWAP_valley_760,aVWAP_valley_720,aVWAP_valley_702,aVWAP_valley_691,aVWAP_valley_661,aVWAP_valley_660,aVWAP_valley_637,aVWAP_valley_595,aVWAP_valley_594,aVWAP_valley_569,aVWAP_valley_555,aVWAP_valley_527,aVWAP_valley_462,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,34.41,34.755,34.365,34.755,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,490.0,False,False,False,False
2024-12-19 16:00:00+00:00,34.755,35.12,34.7,35.11,1286.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1286.0,19.93798449612403,False,False,False,False,502.3410852713178,False,False,False,False
2024-12-19 17:00:00+00:00,35.11,35.11,34.975,34.975,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,919.0,33.87693047292831,False,False,False,False,500.2427738717625,False,False,False,False
2024-12-19 18:00:00+00:00,34.975,35.22,34.94,35.22,1319.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2238.0,68.04938116327051,False,False,False,False,512.9366843543708,False,False,False,False
2024-12-19 19:00:00+00:00,35.22,35.395,35.09,35.33,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2860.0,111.33543726926632,False,False,False,False,514.6275884729076,False,False,False,False
2024-12-19 20:00:00+00:00,35.325,35.615,35.305,35.615,3216.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6076.0,203.810856846487,False,False,False,False,556.5093312872812,False,False,False,False
2024-12-20 15:00:00+00:00,35.59,36.08,35.59,36.025,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6668.0,304.03084356204533,False,False,False,False,557.0595742130597,False,False,False,False
2024-12-20 16:00:00+00:00,36.025,36.28,35.995,36.23,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7010.0,407.999357615347,False,False,False,False,553.7253172485161,False,False,False,False
2024-12-20 17:00:00+00:00,36.23,36.23,36.04,36.19,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6922.0,508.99161563681446,False,False,False,False,546.5047696942756,False,False,False,False
2024-12-20 18:00:00+00:00,36.19,36.19,35.925,35.925,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6438.0,600.9142262470964,False,False,False,False,545.5357034974652,False,False,False,False
