date,Open,High,Low,Close,Volume,aVWAP_peak_616,aVWAP_peak_603,aVWAP_peak_573,aVWAP_peak_527,aVWAP_peak_526,aVWAP_peak_495,aVWAP_peak_489,aVWAP_peak_476,aVWAP_peak_444,aVWAP_peak_443,aVWAP_peak_441,aVWAP_peak_440,aVWAP_peak_439,aVWAP_peak_438,aVWAP_peak_437,aVWAP_peak_409,aVWAP_peak_397,aVWAP_peak_369,aVWAP_peak_331,aVWAP_valley_609,aVWAP_valley_557,aVWAP_valley_542,aVWAP_valley_500,aVWAP_valley_499,aVWAP_valley_460,aVWAP_valley_427,aVWAP_valley_377,aVWAP_valley_352,aVWAP_valley_286,aVWAP_valley_243,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,9.22,9.25,9.22,9.25,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,315.0,False,False,False,False
2023-10-31 16:00:00+00:00,9.235,9.235,9.22,9.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,1.0,9.235,9.22,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,310.1162790697674,False,False,False,False
2023-11-01 16:00:00+00:00,9.325,9.36,9.325,9.36,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,525.0,8.13953488372093,False,False,False,False,313.4478096268253,False,False,False,False
2023-11-02 16:00:00+00:00,9.5,9.53,9.5,9.53,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1183.0,26.354425815756265,False,False,False,False,318.7897040512156,False,False,False,False
2023-11-03 16:00:00+00:00,9.76,9.76,9.74,9.74,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1441.0,48.2869153379926,False,False,False,False,317.8472280194138,False,False,False,False
2023-11-06 16:00:00+00:00,9.7,9.7,9.7,9.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1441.0,69.87936626298497,False,False,False,False,312.91936401911283,False,False,False,False
2023-11-06 20:00:00+00:00,9.7,9.7,9.7,9.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1441.0,91.1370505069697,False,False,False,False,308.0679010110646,False,False,False,False
2023-11-07 16:00:00+00:00,9.7,9.795,9.7,9.74,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1542.0,113.63104972391591,False,False,False,False,304.85754595662945,False,False,False,False
2023-11-07 20:00:00+00:00,9.74,9.74,9.685,9.695,3229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1687.0,85.71428926307999,False,False,False,False,350.19308787978247,False,False,False,False
2023-11-08 16:00:00+00:00,9.79,9.89,9.77,9.89,1224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-463.0,77.20709097993146,False,False,False,False,363.74048186614243,False,False,False,False
2023-11-08 20:00:00+00:00,9.89,9.89,9.89,9.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-463.0,68.83178724380849,False,False,False,False,358.10109455038827,False,False,False,False
2023-11-09 16:00:00+00:00,9.89,9.89,9.89,9.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-463.0,60.58633317801301,False,False,False,False,352.54913959611866,False,False,False,False
2023-11-09 20:00:00+00:00,9.89,9.89,9.72,9.72,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-638.0,49.755537314788,False,False,False,False,349.79643975741914,False,False,False,False
2023-11-10 16:00:00+00:00,9.78,9.805,9.78,9.805,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,222.0,52.42599410060524,False,False,False,False,357.7065724743583,False,False,False,False
2023-11-10 20:00:00+00:00,9.805,9.845,9.805,9.845,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,337.0,56.83799419206872,False,False,False,False,353.94367987785665,False,False,False,False
2023-11-13 16:00:00+00:00,9.845,9.845,9.845,9.845,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,337.0,61.181591181338966,False,False,False,False,350.00656856192086,False,False,False,False
2023-11-13 20:00:00+00:00,9.845,9.845,9.84,9.84,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,87.0,61.58187658938022,False,False,False,False,348.4560791268523,False,False,False,False
2023-11-14 16:00:00+00:00,9.975,9.975,9.93,9.93,1340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1427.0,82.75114982055263,False,False,False,False,363.8288530938778,False,False,False,False
2023-11-14 20:00:00+00:00,9.93,9.93,9.93,9.93,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1427.0,103.59221726519522,False,False,False,False,358.1880956815696,False,False,False,False
2023-11-15 16:00:00+00:00,10.02,10.02,9.955,9.96,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2527.0,141.16443095100612,False,False,False,False,369.6890554384445,False,False,False,False
