date,Close,High,Low,Open,Volume,aVWAP_peak_860,aVWAP_valley_873,aVWAP_valley_843,aVWAP_valley_817,aVWAP_valley_793,aVWAP_valley_751,aVWAP_valley_732,aVWAP_valley_715,aVWAP_valley_674,aVWAP_valley_649,aVWAP_valley_611,aVWAP_valley_530,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,22.4969942032,22.9225130081,22.3767388888,22.7745064673,1472310,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1472310.0,False,False,False,False
2022-01-04 00:00:00+00:00,22.413740524,22.9502642345,22.3397372536,22.6079991089,1992808,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1992808,-78149.33333333333,False,False,False,False,1492721.6862745099,False,False,False,False
2022-01-05 00:00:00+00:00,21.7939631344,23.1630236369,21.7384606816,22.6172495177,2157993,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4150801,-237861.1633986928,False,False,False,False,1518810.7574009998,False,False,False,False
2022-01-06 00:00:00+00:00,20.8966734807,21.488699644,20.8689222543,21.4516980088,2654693,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-6805494,-495415.3922850186,False,False,False,False,1563355.1590715488,False,False,False,False
2022-01-07 00:00:00+00:00,20.7949189839,21.1649353359,20.6422872387,21.0363546536,2479502,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-9284996,-840104.8278816845,False,False,False,False,1599282.4861667822,False,False,False,False
2022-01-10 00:00:00+00:00,21.2666898328,21.2898158548,20.4804975888,20.6376620343,3136227,,,,,,,,,,,,,,#000000,,,,8.601040639211002,-42.115712747389914,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-6148769,-1048287.7365922066,False,False,False,False,1659554.8200425946,False,False,False,False
2022-01-11 00:00:00+00:00,21.8494655872,21.8494655872,21.1556849271,21.3406931032,1608436,,,,,,,,,,,,,,#000000,,,,20.755538458386592,-31.451925337546236,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4540333,-1185230.6880983945,False,False,False,False,1657550.1604330812,False,False,False,False
2022-01-12 00:00:00+00:00,22.1084770336,22.1547290776,21.6672325338,21.9789713104,1536334,,,,,,,,,,,,,,#000000,,,,30.920842934492363,-23.10762669104275,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3003999,-1256554.9356239478,False,False,False,False,1652796.5855141368,False,False,False,False
2022-01-13 00:00:00+00:00,21.7014590464,22.2657339832,21.6874909291,22.0992266248,1286640,,,,,,,,,,,,,,#000000,,,,34.91387290367196,-20.6000346669204,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4290639,-1375538.6244230086,False,False,False,False,1638437.5037292687,False,False,False,False
2022-01-14 00:00:00+00:00,21.2666898328,21.8494655872,21.0493052259,21.7477110904,1822368,,,,,,,,,,,,,,#000000,,,,35.2778930716225,-20.6000346669204,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-6113007,-1561321.6979750476,False,False,False,False,1645650.4643673366,False,False,False,False
2022-01-18 00:00:00+00:00,21.0261792039,21.9697209016,20.9891775687,21.3453183076,3044635,,,,,,,,,,,,,,#000000,,,,34.451475491135426,-20.6000346669204,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-9157642,-1859216.6117799478,False,False,False,False,1700512.603019598,False,False,False,False
2022-01-19 00:00:00+00:00,23.0335179137,23.3202805865,21.349943512,21.4054459648,5453881,,,,,,,,,,,,,,#000000,,,,43.97810239443001,-13.929210546720526,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3703761,-1931551.685827793,False,False,False,False,1847703.5205482412,False,False,False,False
