date,Open,High,Low,Close,Volume,aVWAP_peak_219,aVWAP_peak_200,aVWAP_peak_199,aVWAP_peak_198,aVWAP_peak_197,aVWAP_peak_148,aVWAP_peak_130,aVWAP_peak_116,aVWAP_peak_92,aVWAP_peak_74,aVWAP_peak_55,aVWAP_valley_223,aVWAP_valley_208,aVWAP_valley_207,aVWAP_valley_187,aVWAP_valley_186,aVWAP_valley_154,aVWAP_valley_142,aVWAP_valley_141,aVWAP_valley_140,aVWAP_valley_79,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,23.78,23.78,23.78,23.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,23.78,23.78,23.78,23.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,23.78,23.78,23.78,23.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,23.78,23.78,23.78,23.78,18.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,23.78,23.79,23.78,23.79,1.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,23.79,23.79,23.79,23.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,23.79,23.79,23.78,23.78,5.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,23.78,23.785,23.71,23.785,9.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,23.775,23.775,23.55,23.555,217.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,23.555,23.555,23.37,23.37,272.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,23.37,23.37,23.37,23.37,1.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,23.37,23.37,23.37,23.37,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,23.37,23.37,23.265,23.32,2.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,23.32,23.435,23.32,23.435,460.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,23.6,23.64,23.55,23.64,84.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,23.64,23.7,23.64,23.7,22.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,23.7,23.775,23.68,23.68,105.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,23.68,23.68,23.52,23.52,119.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,23.52,23.54,23.52,23.54,17.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:05:00+00:00,23.54,23.6,23.54,23.6,92.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:10:00+00:00,23.57,23.57,23.5,23.51,56.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:15:00+00:00,23.5,23.575,23.5,23.54,157.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:20:00+00:00,23.54,23.54,23.52,23.535,6.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:25:00+00:00,23.535,23.57,23.535,23.57,7.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:30:00+00:00,23.6,23.64,23.6,23.63,225.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:35:00+00:00,23.63,23.67,23.62,23.67,22.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:40:00+00:00,23.67,23.72,23.67,23.72,24.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:45:00+00:00,23.72,23.74,23.72,23.74,220.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:50:00+00:00,23.74,23.74,23.54,23.54,446.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:55:00+00:00,23.54,23.54,23.52,23.52,11.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:00:00+00:00,23.61,23.68,23.61,23.68,115.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:05:00+00:00,23.72,23.76,23.72,23.76,205.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:10:00+00:00,23.76,23.76,23.76,23.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:15:00+00:00,23.8,23.84,23.795,23.84,130.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:20:00+00:00,23.83,23.83,23.745,23.745,39.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:25:00+00:00,23.745,23.745,23.66,23.72,94.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:30:00+00:00,23.72,23.78,23.72,23.78,61.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:35:00+00:00,23.76,23.82,23.74,23.77,221.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:40:00+00:00,23.78,23.8,23.78,23.795,57.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:45:00+00:00,23.795,23.795,23.79,23.79,100.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:50:00+00:00,23.82,23.845,23.81,23.845,110.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:55:00+00:00,23.845,23.905,23.845,23.88,35.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:00:00+00:00,23.88,23.93,23.88,23.92,21.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:05:00+00:00,23.92,23.94,23.92,23.94,149.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:10:00+00:00,23.94,23.99,23.94,23.99,18.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:15:00+00:00,23.99,23.99,23.99,23.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:20:00+00:00,23.985,24.0,23.97,23.98,343.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:25:00+00:00,23.93,23.93,23.93,23.93,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:30:00+00:00,23.93,23.93,23.93,23.93,90.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:35:00+00:00,23.93,23.96,23.89,23.95,277.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:40:00+00:00,23.95,23.95,23.94,23.95,15.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:45:00+00:00,23.94,23.955,23.94,23.955,166.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:50:00+00:00,23.955,23.955,23.91,23.93,122.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:55:00+00:00,23.915,23.94,23.905,23.94,235.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 18:00:00+00:00,23.94,23.98,23.94,23.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 18:05:00+00:00,24.01,24.04,23.95,23.95,58.0,,,,,,,,,,,23.979999999999997,,,,,,,,,,,23.979999999999997,,#000000
2025-07-09 18:10:00+00:00,23.95,23.95,23.95,23.95,0.0,,,,,,,,,,,23.979999999999997,,,,,,,,,,,23.979999999999997,,#000000
2025-07-09 18:15:00+00:00,23.98,23.98,23.98,23.98,100.0,,,,,,,,,,,23.98,,,,,,,,,,,23.98,,#000000
2025-07-09 18:20:00+00:00,23.98,23.98,23.72,23.73,102.0,,,,,,,,,,,23.913307692307697,,,,,,,,,,,23.913307692307697,,#000000
2025-07-09 18:25:00+00:00,23.74,23.81,23.74,23.81,215.0,,,,,,,,,,,23.855985964912282,,,,,,,,,,,23.855985964912282,,#000000
2025-07-09 18:30:00+00:00,23.73,23.73,23.62,23.62,92.0,,,,,,,,,,,23.823644914756027,,,,,,,,,,,23.823644914756027,,#000000
2025-07-09 18:35:00+00:00,23.64,23.67,23.63,23.67,114.0,,,,,,,,,,,23.79569260890847,,,,,,,,,,,23.79569260890847,,#000000
2025-07-09 18:40:00+00:00,23.66,23.66,23.56,23.56,222.0,,,,,,,,,,,23.745943152454785,,,,,,,,,,,23.745943152454785,,#000000
2025-07-09 18:45:00+00:00,23.56,23.56,23.56,23.56,0.0,,,,,,,,,,,23.745943152454785,,,,,,,,,,,23.745943152454785,,#000000
2025-07-09 18:50:00+00:00,23.55,23.55,23.5,23.55,102.0,,,,,,,,,,,23.7243648424544,,,,,,,,,,,23.7243648424544,,#000000
2025-07-09 18:55:00+00:00,23.55,23.55,23.54,23.54,245.0,,,,,,,,,,,23.688882666666668,,,,,,,,,,,23.688882666666668,,#000000
2025-07-09 19:00:00+00:00,23.54,23.57,23.54,23.55,1.0,,,,,,,,,,,23.68877431388223,,,,,,,,,,,23.68877431388223,,#000000
2025-07-09 19:05:00+00:00,23.55,23.55,23.51,23.525,62.0,,,,,,,,,,,23.681198273673523,,,,,,,,,,,23.681198273673523,,#000000
2025-07-09 19:10:00+00:00,23.52,23.53,23.51,23.53,1.0,,,,,,,,,,,23.681078132927453,,,,,,,,,,,23.681078132927453,,#000000
2025-07-09 19:15:00+00:00,23.53,23.53,23.49,23.51,101.0,,,,,,,,,,,23.66886690223793,,,,,,,,,,,23.66886690223793,,#000000
2025-07-09 19:20:00+00:00,23.51,23.57,23.51,23.55,149.0,,,,,,,,,,,23.65690750213129,,,,,,,,,,,23.65690750213129,,#000000
2025-07-09 19:25:00+00:00,23.58,23.58,23.58,23.58,11.0,,,,,,,,,,,23.65637037037037,,,,,,,,,,,23.65637037037037,,#000000
2025-07-09 19:30:00+00:00,23.58,23.635,23.58,23.635,325.0,,,,,,,,,,,23.64957894736842,,,,,,,,,,,23.64957894736842,,#000000
2025-07-09 19:35:00+00:00,23.64,23.64,23.62,23.62,0.0,,,,,,,,,,,23.64957894736842,,,,,,,,,,,23.64957894736842,,#000000
