date,Open,High,Low,Close,Volume,aVWAP_OB_bull_874,aVWAP_OB_bull_841,aVWAP_OB_bull_792,aVWAP_OB_bull_725,aVWAP_OB_bull_582,aVWAP_OB_bear_330,aVWAP_OB_bear_189,aVWAP_OB_bear_2,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,241.0,241.0,239.3,239.84,69.0,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,69.0,False,False,False,False
2024-12-16 16:00:00+00:00,239.28,239.84,239.2,239.665,45.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-45.0,-0.6976744186046512,False,False,False,False,68.62790697674419,False,False,False,False
2024-12-16 17:00:00+00:00,239.665,240.645,239.665,240.185,30.0,,,,,,,,240.165,,"rgba(239, 83, 80, 0.5)",,,,25.657894736841833,-88.48684210526275,False,False,False,True,True,,,,-1.0,240.645,239.665,0.0,0,,,False,False,False,False,,,False,False,False,False,-15.0,-0.9194159004867496,False,False,False,False,68.02902469803496,False,False,False,False
2024-12-16 18:00:00+00:00,240.08,240.13,239.965,239.965,26.0,,,,,,,,240.0976785714286,,"rgba(239, 83, 80, 0.5)",,,,35.883475616516264,-76.71802983987159,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41.0,-1.540820305130366,False,False,False,False,67.3774119120189,False,False,False,False
2024-12-16 19:00:00+00:00,239.965,240.23,239.23,240.075,44.0,,,,,,,,239.9865,,#000000,,,,44.60808366208242,-65.37415429374781,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3.0,-1.470419990322143,False,False,False,False,67.01497141725892,False,False,False,False
2024-12-16 20:00:00+00:00,240.075,240.075,237.94,238.48,442.0,,,,,,,,239.0447355473555,,"rgba(239, 83, 80, 0.5)",,,,36.33101509188946,-65.37415429374781,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-439.0,-8.253824331557459,False,False,False,False,72.82869279063475,False,False,False,False
2024-12-17 15:00:00+00:00,236.33,236.965,235.455,235.455,147.0,,,,,,,,238.38624334784714,,"rgba(239, 83, 80, 0.5)",,,,26.907391823466604,-65.37415429374781,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-586.0,-17.2111293806806,False,False,False,False,73.97863553806675,False,False,False,False
2024-12-17 16:00:00+00:00,235.455,236.07,234.61,234.88,220.0,,,,,,,,237.61186835350202,,"rgba(239, 83, 80, 0.5)",,,,20.322869310284688,-65.37415429374781,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-806.0,-29.440414196484,False,False,False,False,76.24253266150758,False,False,False,False
2024-12-17 17:00:00+00:00,234.82,235.145,233.89,234.0,130.0,,,,,,,,237.20311677895413,,"rgba(239, 83, 80, 0.5)",,,,15.546407163954225,-65.37415429374781,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-936.0,-43.4956015732827,False,False,False,False,77.07598176753072,False,False,False,False
2024-12-17 18:00:00+00:00,234.0,234.12,233.3,234.11,25.0,,,,,,,,237.12417449874687,,"rgba(239, 83, 80, 0.5)",,,,13.060897851799403,-65.37415429374781,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-911.0,-56.945282169045754,False,False,False,False,76.26860220524341,False,False,False,False
