date,Open,High,Low,Close,Volume,aVWAP_peak_218,aVWAP_peak_204,aVWAP_peak_182,aVWAP_peak_181,aVWAP_peak_114,aVWAP_valley_206,aVWAP_valley_187,aVWAP_valley_159,aVWAP_valley_101,aVWAP_valley_83,aVWAP_valley_57,aVWAP_valley_33,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,47.3,47.3,47.235,47.235,500.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,47.235,47.235,47.235,47.235,0.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,47.235,47.35,47.235,47.35,100.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,47.35,47.35,47.07,47.07,19.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,47.07,47.17,47.07,47.07,200.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,47.07,47.07,46.93,46.95,356.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,46.88,46.885,46.755,46.755,608.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,46.8,46.835,46.73,46.765,3609.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,46.82,47.035,46.815,47.03,3571.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,47.03,47.08,46.97,47.075,1135.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,47.075,47.075,46.945,46.945,987.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,46.975,46.975,46.935,46.955,1009.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,46.95,46.96,46.915,46.95,2758.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,46.95,46.95,46.85,46.89,1909.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,46.875,47.02,46.875,46.99,1200.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,46.945,47.0,46.945,47.0,975.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,46.985,47.1,46.965,47.1,941.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,47.1,47.1,46.97,46.97,109.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,47.0,47.09,46.99,47.09,144.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:05:00+00:00,47.06,47.09,47.03,47.04,400.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:10:00+00:00,47.035,47.09,46.975,47.09,331.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:15:00+00:00,47.09,47.095,47.075,47.095,4.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:20:00+00:00,47.095,47.095,47.025,47.04,163.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:25:00+00:00,47.03,47.07,47.03,47.055,119.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:30:00+00:00,47.055,47.085,47.055,47.085,900.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:35:00+00:00,47.085,47.085,46.98,47.035,433.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:40:00+00:00,47.035,47.05,47.035,47.04,86.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:45:00+00:00,47.035,47.06,47.035,47.06,200.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:50:00+00:00,47.045,47.05,47.025,47.03,362.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:55:00+00:00,47.03,47.05,47.03,47.045,116.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:00:00+00:00,47.045,47.05,46.97,47.02,668.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:05:00+00:00,47.03,47.04,46.99,47.01,1024.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:10:00+00:00,47.01,47.01,46.94,46.975,194.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:15:00+00:00,46.975,46.98,46.91,46.96,590.0,,,,,,,,,,,,46.95,,46.95,#000000
2025-07-09 16:20:00+00:00,46.965,46.965,46.915,46.915,0.0,,,,,,,,,,,,46.95,,46.95,#000000
2025-07-09 16:25:00+00:00,46.95,46.97,46.95,46.965,0.0,,,,,,,,,,,,46.95,,46.95,#000000
2025-07-09 16:30:00+00:00,46.965,47.04,46.965,47.035,570.0,,,,,,,,,,,,46.981120689655164,,46.981120689655164,#000000
