date,Close,High,Low,Open,Volume,color,Liquidity,Liquidity_Level,banker_RSI,SMA_200,ATR,ATR_Regular_Bullish,ATR_Regular_Bearish,ATR_Hidden_Bullish,ATR_Hidden_Bearish,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,57.6056355718,59.5490281112,55.333509966,56.4357326003,24740874,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,24740874.0,False,False,False,False
2022-01-07 00:00:00+00:00,60.30318044,60.8059486591,55.3141727268,58.2437644653,34223174,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,34223174,3111197.6363636362,False,False,False,False,26005180.666666668,False,False,False,False
2022-01-14 00:00:00+00:00,59.3556557192,62.2369043598,57.1608790702,59.57803397,28192485,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,6030689,3376605.94214876,False,False,False,False,26296821.244444445,False,False,False,False
2022-01-21 00:00:00+00:00,54.3473107669,62.1208809246,54.1829442337,58.4951485749,39804416,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-33773727,-697.05259203678,False,False,False,False,28097833.87851852,False,False,False,False
2022-01-28 00:00:00+00:00,55.4978764992,61.531095129,51.4950679851,52.0268420631,39698210,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,5924483,537955.6794617848,False,False,False,False,29644550.694716055,False,False,False,False
2022-02-04 00:00:00+00:00,62.0918750658,63.4261445705,53.1967450346,55.0531199976,33996928,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,39921411,4118269.7995107137,False,False,False,False,30224867.668753915,False,False,False,False
2022-02-11 00:00:00+00:00,71.083691293,72.0312160137,60.9316407139,62.7976842965,52779434,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,92700845,12171231.181373376,False,False,False,False,33232143.179586727,False,False,False,False
2022-02-18 00:00:00+00:00,75.6086052654,75.7729717986,68.2217798917,72.0698904921,33332796,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,126033641,22522359.34670307,False,False,False,False,33245563.555641834,False,False,False,False
2022-02-25 00:00:00+00:00,75.2702035794,77.4263057501,67.5353079001,77.3489567933,34494047,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,91539594,28796653.4060937,False,False,False,False,33412028.01488959,False,False,False,False
2022-03-04 00:00:00+00:00,87.655705286,87.9360952543,72.5243156133,75.0768311875,62618092,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,0.3428282512925126,0.3428282512925126,False,False,False,False,154157686,40193110.91463064,False,False,False,False,37306169.879570976,False,False,False,False
2022-03-11 00:00:00+00:00,76.5102549901,89.3652168609,74.5355469919,86.6935530986,53310738,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,0.34282825150369495,0.3428282513981038,False,False,False,False,100846948,45707096.10420966,False,False,False,False,39440112.29562818,False,False,False,False
2022-03-18 00:00:00+00:00,79.8014349871,80.0531134575,67.6918285863,74.7001059917,37581682,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,0.1209963430630827,0.23191229723059326,False,False,False,False,138428630,54136326.458372414,False,False,False,False,39192321.58954443,False,False,False,False
2022-03-25 00:00:00+00:00,89.0167389789,94.9505429147,82.5699949605,82.8312565727,35687304,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,0.3428282521185808,0.28737027467458703,False,False,False,False,174115934,65043563.50761128,False,False,False,False,38724985.91093851,False,False,False,False
2022-04-01 00:00:00+00:00,87.7196268624,90.9817670359,81.4368610474,87.7389867447,28469044,#000000,0.0,0.0,,,9.916085435128574,False,False,False,False,,,False,False,False,False,0.285285517543915,0.286327896109251,False,False,False,False,145646890,72371138.64328298,False,False,False,False,37357526.98948004,False,False,False,False
2022-04-08 00:00:00+00:00,81.4567049268,90.2170516837,80.5081674918,88.0874646268,26113765,#000000,0.0,0.0,,,10.30846872417857,False,False,False,False,1.15525444004145,0.8031935731687632,False,False,False,False,0.26220127698217743,0.27426458654571423,False,False,False,False,119533125,76658591.94843908,False,False,False,False,35858358.72421604,False,False,False,False
2022-04-15 00:00:00+00:00,84.9608436296,87.1969100393,78.2429644591,80.9436680449,18756555,#000000,0.0,0.0,,,10.555766556171431,False,False,False,False,1.1364198939550474,0.836746251991288,False,False,False,False,0.15222302602964172,0.21324380628767797,False,False,False,False,138289680,82261418.13494462,False,False,False,False,33578118.2276539,False,False,False,False
2022-04-22 00:00:00+00:00,65.2137636473,88.0681047444,64.5845674714,85.1834822764,49086650,#000000,0.0,0.0,,,11.8705888407,False,False,False,False,1.028011177699478,0.8581969649751936,False,False,False,False,-0.16093233716988628,0.026155734558895846,False,False,False,False,89203030,82892473.75904055,False,False,False,False,35645922.46396671,False,False,False,False
2022-04-29 00:00:00+00:00,65.6300011175,70.3538124074,60.4609125339,62.6388992967,42411811,#000000,0.0,0.0,,,12.010229068028574,False,False,False,False,1.020871543908363,0.9645080609656183,False,False,False,False,-0.34282825441539394,-0.15833625992824904,False,False,False,False,131614841,87321779.87185505,False,False,False,False,36548040.93543781,False,False,False,False
2022-05-06 00:00:00+00:00,59.0863608881,65.9881589407,58.0796470067,64.8556058241,29713355,#000000,0.0,0.0,,,11.858263695892857,False,False,False,False,1.0229858937317737,0.9867972674384318,False,False,False,False,-0.34282825441539394,-0.2505822571718215,False,False,False,False,101901486,88647207.70168641,False,False,False,False,35636749.47737944,False,False,False,False
