date,Close,High,Low,Open,Volume,aVWAP_peak_860,aVWAP_peak_845,aVWAP_peak_809,aVWAP_peak_763,aVWAP_peak_728,aVWAP_peak_715,aVWAP_peak_699,aVWAP_peak_681,aVWAP_peak_668,aVWAP_peak_644,aVWAP_peak_594,aVWAP_peak_561,aVWAP_peak_546,aVWAP_peak_520,aVWAP_peak_504,aVWAP_peak_490,aVWAP_peak_451,aVWAP_peak_425,aVWAP_peak_392,aVWAP_peak_359,aVWAP_peak_272,aVWAP_peak_217,aVWAP_peak_173,aVWAP_peak_155,aVWAP_peak_137,aVWAP_peak_121,aVWAP_peak_102,aVWAP_peak_74,aVWAP_peak_50,aVWAP_peak_27,aVWAP_peak_10,aVWAP_valley_850,aVWAP_valley_816,aVWAP_valley_798,aVWAP_valley_759,aVWAP_valley_746,aVWAP_valley_691,aVWAP_valley_675,aVWAP_valley_649,aVWAP_valley_615,aVWAP_valley_573,aVWAP_valley_530,aVWAP_valley_512,aVWAP_valley_455,aVWAP_valley_442,aVWAP_valley_411,aVWAP_valley_377,aVWAP_valley_354,aVWAP_valley_335,aVWAP_valley_298,aVWAP_valley_263,aVWAP_valley_241,aVWAP_valley_196,aVWAP_valley_170,aVWAP_valley_132,aVWAP_valley_118,aVWAP_valley_96,aVWAP_valley_44,aVWAP_valley_14,aVWAP_OB_bull_850,aVWAP_OB_bull_615,aVWAP_OB_bull_530,aVWAP_OB_bull_512,aVWAP_OB_bull_455,aVWAP_OB_bull_377,aVWAP_OB_bear_809,aVWAP_OB_bear_763,aVWAP_OB_bear_425,aVWAP_OB_bear_50,aVWAP_OB_bear_10,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2022-01-03 00:00:00+00:00,19.6055803099,19.7968137057,19.4725483825,19.4974918689,6834359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-04 00:00:00+00:00,20.6365777478,20.6781502251,19.8633296694,19.9132166422,8398002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-05 00:00:00+00:00,20.5118603158,21.0107300438,20.5035458203,20.7862386662,10080451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-06 00:00:00+00:00,21.5594867446,21.6426316992,20.8693836208,20.9857865574,9426036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-07 00:00:00+00:00,21.9086955542,21.9918405088,21.5012852763,21.6176882128,11174479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-10 00:00:00+00:00,21.8920665632,22.2337923269,21.56780124,22.1581304182,9951876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-11 00:00:00+00:00,21.9752115179,22.066670968,21.6010592219,22.0417274816,7982795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-12 00:00:00+00:00,21.9502680315,22.1415014272,21.8130788563,22.0334129862,10741653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-13 00:00:00+00:00,22.1997028955,22.3535210616,21.9918405088,22.0583564726,10551602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-14 00:00:00+00:00,22.4574522549,22.4657667504,21.6218454606,21.817236104,9869461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
