date,Open,High,Low,Close,Volume,aVWAP_peak_857,aVWAP_peak_828,aVWAP_peak_815,aVWAP_peak_793,aVWAP_peak_774,aVWAP_peak_752,aVWAP_valley_859,aVWAP_valley_835,aVWAP_valley_820,aVWAP_valley_798,aVWAP_valley_786,aVWAP_valley_739,aVWAP_valley_738,aVWAP_valley_698,aVWAP_valley_624,aVWAP_valley_612,aVWAP_valley_570,aVWAP_valley_551,aVWAP_valley_525,aVWAP_valley_473,aVWAP_valley_456,aVWAP_valley_419,aVWAP_valley_406,aVWAP_valley_384,aVWAP_valley_346,aVWAP_valley_335,aVWAP_valley_319,aVWAP_valley_318,aVWAP_valley_306,aVWAP_valley_251,aVWAP_valley_234,aVWAP_valley_210,aVWAP_valley_191,aVWAP_valley_169,aVWAP_valley_168,aVWAP_valley_150,aVWAP_valley_131,aVWAP_valley_105,aVWAP_valley_104,aVWAP_valley_86,aVWAP_valley_47,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,0.9076,0.9076,0.8851,0.8898,3300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3300.0,False,False,False,False
2024-12-19 16:00:00+00:00,0.8921,0.8933,0.8833,0.8842,3562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3562.0,-55.224806201550386,False,False,False,False,3304.062015503876,False,False,False,False
2024-12-19 17:00:00+00:00,0.8842,0.8966,0.8837,0.8966,7351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3789.0,4.375578390721714,False,False,False,False,3366.8052400697075,False,False,False,False
2024-12-19 18:00:00+00:00,0.8884,0.9057,0.8866,0.8995,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6189.0,100.26122833815238,False,False,False,False,3351.816011541495,False,False,False,False
2024-12-19 19:00:00+00:00,0.8995,0.9005,0.8873,0.8873,1553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4636.0,170.5827596817469,False,False,False,False,3323.927391207518,False,False,False,False
2024-12-19 20:00:00+00:00,0.8872,0.8962,0.886,0.8942,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6336.0,266.17062387272756,False,False,False,False,3298.7502223515876,False,False,False,False
2024-12-20 15:00:00+00:00,0.8966,0.9381,0.8966,0.9379,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7436.0,377.33076923904184,False,False,False,False,3264.6610716174546,False,False,False,False
2024-12-20 16:00:00+00:00,0.9379,0.94,0.9251,0.94,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,8036.0,496.069827080297,False,False,False,False,3223.348496863696,False,False,False,False
2024-12-20 17:00:00+00:00,0.94,0.94,0.9297,0.9297,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7935.0,611.4020778232381,False,False,False,False,3174.9399930363516,False,False,False,False
2024-12-20 18:00:00+00:00,0.9297,0.9297,0.928,0.928,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7929.0,724.853208399622,False,False,False,False,3125.8091404311367,False,False,False,False
2024-12-20 19:00:00+00:00,0.928,0.9427,0.928,0.9388,2417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10346.0,874.018274936062,False,False,False,False,3114.8198514322044,False,False,False,False
2024-12-20 20:00:00+00:00,0.9388,0.9388,0.9214,0.9244,2628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7718.0,980.1265187355028,False,False,False,False,3107.272256836356,False,False,False,False
2024-12-23 15:00:00+00:00,0.923,0.9328,0.9152,0.9299,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,9118.0,1106.2950998403787,False,False,False,False,3080.802919521064,False,False,False,False
