date,Close,High,Low,Open,Volume,aVWAP_peak_137,aVWAP_peak_117,aVWAP_peak_89,aVWAP_peak_49,aVWAP_peak_33,aVWAP_peak_13,aVWAP_valley_171,aVWAP_OB_bear_137,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,7.0,7.9796,7.0,7.9796,5697879,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,-1.0,7.9796,7.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5697879.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.48,7.42,6.32,7.04,7524570,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7524570,-557375.5555555555,False,False,False,False,5833189.444444444,False,False,False,False
2022-01-14 00:00:00+00:00,6.56,7.2,6.4,6.708,8937112,,,,,,,,,,,#000000,,,,4.043126684636088,-60.10781671159022,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1412542,-411455.73662551434,False,False,False,False,6063109.633744856,False,False,False,False
2022-01-21 00:00:00+00:00,5.76,6.5848,5.68,6.52,5096854,,,,,,,,,,,#000000,,,,4.494803550468874,-59.45973243379163,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3684312,-653889.5339125133,False,False,False,False,5991535.142356348,False,False,False,False
2022-01-28 00:00:00+00:00,5.6,5.84,5.2,5.48,6714922,,,,,,,,,,,#000000,,5.546666666666666,,4.633675648624271,-58.96004085396371,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10399234,-1375766.9017708455,False,False,False,False,6045119.3540336555,False,False,False,False
2022-02-04 00:00:00+00:00,6.08,6.48,5.6,5.64,5458655,,,,,,,,,,,#000000,,5.773856960311116,,12.029748276955983,-51.47978671148543,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4940579,-1639827.0571952274,False,False,False,False,6001677.550031162,False,False,False,False
2022-02-11 00:00:00+00:00,6.88,6.96,6.04,6.08,6768806,,,,,,,,,,,#000000,,6.078597048041245,,23.750612043603134,-40.12436972611394,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1828227,-1382934.164069655,False,False,False,False,6058501.879658484,False,False,False,False
2022-02-18 00:00:00+00:00,6.12,6.96,6.0932,6.68,5789215,,,,,,,,,,,#000000,,6.27140357025319,,28.36082883162424,-35.829272770450075,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3960988,-1573901.11487931,False,False,False,False,6038554.703387485,False,False,False,False
2022-02-25 00:00:00+00:00,5.96,6.12,5.2,6.08,3488066,,,,,,,,,,,#000000,,6.1285591922449,,31.049711916119747,-33.306981263754025,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7449054,-2009097.62488825,False,False,False,False,5849629.614247671,False,False,False,False
2022-03-04 00:00:00+00:00,5.52,6.08,5.4,5.848,3792510,,,,,,,,,,,#000000,,6.032017407444258,,31.512405813874146,-32.77281428435025,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.26213024014975483,-0.26213024014975483,False,False,False,False,-11241564,-2692984.0230446756,False,False,False,False,5697250.383562659,False,False,False,False
