date,Open,High,Low,Close,Volume,aVWAP_peak_224,aVWAP_peak_223,aVWAP_peak_222,aVWAP_peak_218,aVWAP_peak_217,aVWAP_peak_216,aVWAP_valley_203,aVWAP_valley_201,aVWAP_valley_200,aVWAP_valley_190,aVWAP_valley_136,aVWAP_valley_120,aVWAP_valley_93,aVWAP_valley_83,aVWAP_valley_77,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,4.635,4.66,4.61,4.625,7404.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,4.625,4.625,4.575,4.575,1318.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,4.575,4.59,4.565,4.585,244.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,4.585,4.635,4.575,4.625,1472.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,4.625,4.63,4.605,4.63,4054.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,4.63,4.645,4.615,4.635,3865.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,4.635,4.665,4.635,4.665,2011.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,4.665,4.69,4.66,4.69,3884.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,4.685,4.705,4.675,4.7,9211.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,4.705,4.715,4.675,4.675,4937.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,4.675,4.695,4.67,4.685,412.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,4.685,4.69,4.675,4.675,2264.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,4.675,4.675,4.655,4.665,993.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,4.665,4.685,4.665,4.68,1795.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,4.685,4.695,4.685,4.695,0.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,4.695,4.695,4.69,4.69,32.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,4.695,4.715,4.695,4.715,472.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,4.715,4.715,4.705,4.715,953.0,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,4.71,4.715,4.705,4.705,2917.0,,,,,,,,,,,,,,,,,,#000000
