date,Close,High,Low,Open,Volume,aVWAP_OB_bull_817,aVWAP_OB_bull_615,aVWAP_OB_bull_574,aVWAP_OB_bull_530,aVWAP_OB_bull_457,aVWAP_OB_bear_735,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,93.0153572504,93.423662265,92.4419927619,92.4419927619,1515912,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1515912.0,False,False,False,False
2022-01-04 00:00:00+00:00,93.4497242872,93.8710603128,92.702612984,93.1456673614,1909586,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1909586,74885.72549019608,False,False,False,False,1531350.1960784316,False,False,False,False
2022-01-05 00:00:00+00:00,94.1186495238,95.1524430712,93.553972376,93.553972376,1279454,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3189040,197009.42252979625,False,False,False,False,1521471.9138792774,False,False,False,False
2022-01-06 00:00:00+00:00,95.4825620192,95.5781227673,94.3532077236,94.5095798569,1196619,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4385659,361270.1902737258,False,False,False,False,1508732.5839232274,False,False,False,False
2022-01-07 00:00:00+00:00,97.4111516624,97.6326788511,95.7431822412,95.7779316042,1527742,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5913401,579000.8102629915,False,False,False,False,1509478.0512203556,False,False,False,False
2022-01-10 00:00:00+00:00,97.6978339066,97.8715807213,96.5684796111,97.5240870919,1312680,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7226081,839670.6216252272,False,False,False,False,1501760.4805842633,False,False,False,False
2022-01-11 00:00:00+00:00,99.3744906685,99.3831780092,97.5067124105,97.5935858178,1026068,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8252149,1130356.0482281595,False,False,False,False,1483105.8735025276,False,False,False,False
2022-01-12 00:00:00+00:00,100.7470905046,100.7731525268,99.687234935,99.687234935,896526,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9148675,1444799.9286898002,False,False,False,False,1460102.741208311,False,False,False,False
2022-01-13 00:00:00+00:00,100.9990233859,101.9025068224,100.8687132749,101.4333904227,975091,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10123766,1785151.5393294161,False,False,False,False,1441082.6729256322,False,False,False,False
2022-01-14 00:00:00+00:00,101.9285688446,101.9372561853,100.2171627198,100.4256588974,1656147,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11779913,2177102.9691596352,False,False,False,False,1449516.5681050192,False,False,False,False
2022-01-18 00:00:00+00:00,103.1969205919,103.7355357175,102.3194991777,102.7538662144,2522515,,,,,,,103.08398516236664,#000000,,103.08398516236664,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14302428,2652605.911545532,False,False,False,False,1491594.9379832537,False,False,False,False
2022-01-19 00:00:00+00:00,102.0588789556,103.5306013496,101.3378296746,103.3011686807,2799483,,,,,,,102.67638100200477,#000000,,102.67638100200477,,97.6621115325558,47.73224818657913,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11502945,2999678.0326613933,False,False,False,False,1542884.665905479,False,False,False,False
2022-01-20 00:00:00+00:00,100.8600259342,102.832052281,100.7210284824,102.1370650222,2074538,,,,,,,102.3383126264307,#000000,,102.3383126264307,,93.76731203441919,44.01040199660528,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9428407,3251785.0509883976,False,False,False,False,1563733.816262127,False,False,False,False
2022-01-21 00:00:00+00:00,99.7914830238,100.7210284824,99.1833691723,100.2953487864,3369146,,,,,,,101.57480712528303,#000000,,101.57480712528303,,89.12101608476137,39.641156205427166,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6059261,3361882.1470280685,False,False,False,False,1634534.294055769,False,False,False,False
2022-01-24 00:00:00+00:00,98.5144439357,98.7060866723,96.2470480039,98.0713895582,3267492,,,,,,,100.70112395908315,#000000,,100.70112395908315,,83.86521191605405,34.76223538894297,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2791769,3339524.768713243,False,False,False,False,1698571.8511516212,False,False,False,False
2022-01-25 00:00:00+00:00,98.0279528546,98.9215850997,96.4684769757,97.8614919461,2650853,,,,,,,100.24113100654863,#000000,,100.24113100654863,,79.07203238894047,30.409156528214638,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,140916,3214089.1307244883,False,False,False,False,1735916.209929989,False,False,False,False
