date,Open,High,Low,Close,Volume,aVWAP_peak_875,aVWAP_peak_860,aVWAP_peak_840,aVWAP_peak_830,aVWAP_peak_810,aVWAP_peak_774,aVWAP_peak_744,aVWAP_peak_712,aVWAP_peak_683,aVWAP_peak_640,aVWAP_peak_624,aVWAP_peak_578,aVWAP_peak_552,aVWAP_peak_534,aVWAP_peak_479,aVWAP_peak_449,aVWAP_peak_414,aVWAP_peak_389,aVWAP_peak_377,aVWAP_peak_329,aVWAP_peak_312,aVWAP_peak_295,aVWAP_peak_269,aVWAP_peak_236,aVWAP_peak_215,aVWAP_valley_856,aVWAP_valley_820,aVWAP_valley_794,aVWAP_valley_761,aVWAP_valley_725,aVWAP_valley_702,aVWAP_valley_692,aVWAP_valley_666,aVWAP_valley_630,aVWAP_valley_591,aVWAP_valley_564,aVWAP_valley_525,aVWAP_valley_509,aVWAP_valley_494,aVWAP_valley_473,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,154.165,154.165,152.82,153.38,4451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4451.0,False,False,False,False
2024-12-19 16:00:00+00:00,153.445,155.52,153.1,154.93,3799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3799.0,58.89922480620155,False,False,False,False,4440.891472868217,False,False,False,False
2024-12-19 17:00:00+00:00,154.88,154.9,153.28,153.75,2971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,828.0,70.823267832462,False,False,False,False,4418.1024577849885,False,False,False,False
2024-12-19 18:00:00+00:00,153.75,154.29,153.49,154.29,1877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2705.0,111.66321716839282,False,False,False,False,4378.705520454989,False,False,False,False
2024-12-19 19:00:00+00:00,154.29,154.97,154.25,154.77,3667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6372.0,208.722702173534,False,False,False,False,4367.671326339408,False,False,False,False
2024-12-19 20:00:00+00:00,154.785,155.52,154.51,155.17,11408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,17780.0,481.1456060158048,False,False,False,False,4476.823708876781,False,False,False,False
2024-12-20 15:00:00+00:00,155.715,158.665,155.49,158.655,2231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,20011.0,783.934046232614,False,False,False,False,4442.004736646133,False,False,False,False
2024-12-20 16:00:00+00:00,158.49,161.04,158.49,160.21,2634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,22645.0,1122.8653013297828,False,False,False,False,4413.97365545782,False,False,False,False
2024-12-20 17:00:00+00:00,160.155,161.03,159.81,160.905,4243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,26888.0,1522.3247540223442,False,False,False,False,4411.322901109637,False,False,False,False
2024-12-20 18:00:00+00:00,160.68,160.69,159.44,160.0,5654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,21234.0,1827.9321221770365,False,False,False,False,4430.589212720341,False,False,False,False
