date,Open,High,Low,Close,Volume,aVWAP_peak_880,aVWAP_peak_869,aVWAP_peak_868,aVWAP_peak_867,aVWAP_peak_866,aVWAP_peak_865,aVWAP_peak_864,aVWAP_peak_863,aVWAP_peak_862,aVWAP_peak_861,aVWAP_peak_858,aVWAP_peak_841,aVWAP_peak_774,aVWAP_peak_746,aVWAP_peak_732,aVWAP_peak_700,aVWAP_peak_683,aVWAP_peak_666,aVWAP_peak_647,aVWAP_peak_560,aVWAP_peak_530,aVWAP_peak_516,aVWAP_peak_496,aVWAP_peak_486,aVWAP_peak_467,aVWAP_peak_465,aVWAP_peak_433,aVWAP_peak_422,aVWAP_peak_407,aVWAP_peak_395,aVWAP_peak_330,aVWAP_peak_312,aVWAP_peak_282,aVWAP_peak_265,aVWAP_peak_225,aVWAP_peak_203,aVWAP_peak_162,aVWAP_valley_872,aVWAP_valley_853,aVWAP_valley_814,aVWAP_valley_792,aVWAP_valley_755,aVWAP_valley_716,aVWAP_valley_675,aVWAP_valley_653,aVWAP_valley_611,aVWAP_valley_587,aVWAP_valley_543,aVWAP_valley_527,aVWAP_valley_493,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,19.065,19.07,18.86,18.87,100629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,18.87,18.895,18.78,18.82,63304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 17:00:00+00:00,18.825,18.89,18.75,18.89,75616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 18:00:00+00:00,18.89,18.92,18.83,18.86,57285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 19:00:00+00:00,18.855,18.86,18.785,18.81,57191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,18.815,18.87,18.705,18.735,165759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,18.635,18.71,18.52,18.71,28914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,18.705,18.73,18.645,18.685,30603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,18.685,18.745,18.67,18.71,36596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,18.705,18.72,18.67,18.71,38808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
