date,Close,High,Low,Open,Volume,aVWAP_peak_165,aVWAP_valley_175,aVWAP_valley_145,aVWAP_valley_131,aVWAP_valley_111,aVWAP_valley_88,aVWAP_valley_70,aVWAP_valley_37,aVWAP_valley_24,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,68.6030589788,69.0086725787,67.9674582861,68.6448748138,108262,,,,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,69.8491708632,70.8109350693,68.5162493052,68.5779694777,169550,,,,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,73.219527168,73.3533378402,68.4943378077,69.4059230117,238080,,,,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,69.0964858323,74.4773474862,68.6365116468,73.3784273412,102776,,,,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,68.6532379808,70.6436717291,67.1144152511,68.9877646612,152822,,,,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,68.4525219726,70.01626694,67.5492999356,68.5779694777,146946,,,,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,69.1968438364,69.3975598447,67.6162052717,68.5779694777,187496,,,,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,66.2028300471,69.7906286941,65.9435718698,68.837227655,290288,,,,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,69.8324445292,70.6227638116,63.8945959524,66.4955408924,535374,,,,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,71.8853653366,72.0090770901,67.5819636256,67.5819636256,406074,,,,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,70.3654780793,72.459741335,69.0046487908,71.8853653366,246782,,,,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,68.1121568549,71.1430948156,68.1033203011,70.9221809701,399788,,,,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,70.0473621418,70.6924305707,68.0503009781,68.0503009781,190417,,,,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,69.1018508829,70.2506028796,67.511271195,69.640880666,224054,,,,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,68.3507438081,69.9766697112,67.8293871326,68.7042059609,207487,,,,,,,,,,,,#000000
2022-04-15 00:00:00+00:00,68.4832921154,69.3492743899,67.1578090422,68.4921286692,162562,,,,,,,,,,,,#000000
