date,Open,High,Low,Close,Volume,aVWAP_peak_881,aVWAP_peak_862,aVWAP_peak_839,aVWAP_peak_813,aVWAP_peak_812,aVWAP_peak_774,aVWAP_peak_738,aVWAP_peak_711,aVWAP_peak_671,aVWAP_peak_657,aVWAP_peak_640,aVWAP_peak_622,aVWAP_peak_590,aVWAP_peak_571,aVWAP_peak_552,aVWAP_peak_534,aVWAP_peak_512,aVWAP_peak_479,aVWAP_peak_446,aVWAP_peak_415,aVWAP_peak_404,aVWAP_peak_336,aVWAP_peak_269,aVWAP_peak_234,aVWAP_peak_207,aVWAP_peak_181,aVWAP_peak_150,aVWAP_peak_119,aVWAP_peak_96,aVWAP_peak_72,aVWAP_valley_870,aVWAP_valley_856,aVWAP_valley_828,aVWAP_valley_808,aVWAP_valley_779,aVWAP_valley_715,aVWAP_valley_701,aVWAP_valley_660,aVWAP_valley_631,aVWAP_valley_630,aVWAP_valley_598,aVWAP_valley_566,aVWAP_valley_539,aVWAP_valley_526,aVWAP_valley_503,aVWAP_valley_474,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,14.63,14.635,14.505,14.515,52867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,52867.0,False,False,False,False
2024-12-19 16:00:00+00:00,14.515,14.55,14.39,14.39,46559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-46559.0,-721.8449612403101,False,False,False,False,52769.201550387595,False,False,False,False
2024-12-19 17:00:00+00:00,14.395,14.415,14.345,14.415,35240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-11319.0,-886.1419385854216,False,False,False,False,52497.43098371492,False,False,False,False
2024-12-19 18:00:00+00:00,14.415,14.425,14.325,14.42,39328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,28009.0,-438.15524186316696,False,False,False,False,52293.2537591612,False,False,False,False
2024-12-19 19:00:00+00:00,14.425,14.435,14.355,14.365,33302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5293.0,-513.4241528420326,False,False,False,False,51998.815716383506,False,False,False,False
2024-12-19 20:00:00+00:00,14.365,14.43,14.345,14.35,91386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-96679.0,-2004.3633132630864,False,False,False,False,52609.46973628454,False,False,False,False
2024-12-20 15:00:00+00:00,14.425,14.56,14.4,14.535,40212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-56467.0,-2848.7452773985424,False,False,False,False,52417.26090316385,False,False,False,False
2024-12-20 16:00:00+00:00,14.535,14.595,14.525,14.575,39815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-16652.0,-3062.749226586162,False,False,False,False,52221.877013192316,False,False,False,False
2024-12-20 17:00:00+00:00,14.575,14.615,14.54,14.605,43213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,26561.0,-2603.46629284064,False,False,False,False,52082.204501359876,False,False,False,False
2024-12-20 18:00:00+00:00,14.605,14.62,14.495,14.495,39714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-13153.0,-2767.0249549671416,False,False,False,False,51890.44939281166,False,False,False,False
