date,Open,High,Low,Close,Volume,aVWAP_peak_603,aVWAP_valley_617,aVWAP_valley_554,aVWAP_valley_527,aVWAP_valley_471,aVWAP_valley_455,aVWAP_valley_436,aVWAP_valley_421,aVWAP_valley_403,aVWAP_valley_374,aVWAP_valley_373,aVWAP_valley_314,aVWAP_valley_292,aVWAP_valley_278,aVWAP_valley_255,aVWAP_valley_215,aVWAP_valley_165,aVWAP_valley_150,aVWAP_valley_139,aVWAP_valley_117,aVWAP_valley_71,aVWAP_valley_57,aVWAP_valley_13,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,0.4884,0.5012,0.478,0.478,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2014.0,False,False,False,False
2023-10-31 16:00:00+00:00,0.479,0.4936,0.4393,0.453,548416.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-548416.0,-8502.573643410853,False,False,False,False,10485.348837209303,False,False,False,False
2023-11-01 16:00:00+00:00,0.4277,0.4354,0.4274,0.4282,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-548516.0,-16874.87482723394,False,False,False,False,10324.335676942492,False,False,False,False
2023-11-02 16:00:00+00:00,0.4426,0.4613,0.4393,0.4474,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-545816.0,-25075.512426811707,False,False,False,False,10206.128922261212,False,False,False,False
2023-11-03 16:00:00+00:00,0.4962,0.4962,0.4558,0.4721,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-545616.0,-33145.907582985164,False,False,False,False,10050.995140520727,False,False,False,False
2023-11-06 16:00:00+00:00,0.4671,0.4872,0.4417,0.461,1794.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-547410.0,-41118.99428712493,False,False,False,False,9922.979711985521,False,False,False,False
2023-11-06 20:00:00+00:00,0.461,0.4719,0.4488,0.4696,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-546710.0,-48957.6145307354,False,False,False,False,9779.987778466364,False,False,False,False
2023-11-07 16:00:00+00:00,0.442,0.4462,0.4325,0.4346,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-547810.0,-56691.76004188679,False,False,False,False,9645.414324536652,False,False,False,False
2023-11-07 20:00:00+00:00,0.4346,0.4511,0.4346,0.4447,4374.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-543436.0,-64238.18236681877,False,False,False,False,9563.686970667866,False,False,False,False
2023-11-08 16:00:00+00:00,0.4423,0.4423,0.4321,0.4321,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-544336.0,-71681.55938438747,False,False,False,False,9429.366242440457,False,False,False,False
