date,Open,High,Low,Close,Volume,aVWAP_peak_206,aVWAP_peak_156,aVWAP_valley_217,aVWAP_valley_216,aVWAP_valley_193,aVWAP_valley_192,aVWAP_valley_191,aVWAP_valley_160,aVWAP_valley_146,aVWAP_valley_101,aVWAP_valley_83,aVWAP_valley_79,aVWAP_valley_78,aVWAP_valley_60,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,79.505,79.545,79.445,79.47,1414.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,79.465,79.525,79.36,79.46,2325.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,79.455,79.455,79.285,79.34,1519.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,79.33,79.405,79.32,79.365,4828.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,79.365,79.38,79.26,79.28,2259.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,79.28,79.28,79.13,79.145,12382.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,79.14,79.235,79.11,79.215,1288.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,79.235,79.375,79.215,79.365,1025.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,79.365,79.39,79.34,79.375,2738.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,79.375,79.485,79.31,79.455,2664.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,79.455,79.46,79.315,79.375,406.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,79.375,79.395,79.35,79.365,1467.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,79.365,79.365,79.285,79.31,1470.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,79.305,79.305,79.255,79.265,964.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,79.265,79.335,79.25,79.33,1511.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,79.33,79.36,79.33,79.335,962.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,79.335,79.335,79.275,79.29,823.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,79.29,79.31,79.245,79.26,2911.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,79.26,79.27,79.235,79.255,1474.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:05:00+00:00,79.255,79.265,79.245,79.255,106.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:10:00+00:00,79.255,79.265,79.245,79.265,625.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:15:00+00:00,79.265,79.285,79.26,79.285,1423.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:20:00+00:00,79.285,79.285,79.25,79.265,511.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:25:00+00:00,79.265,79.28,79.255,79.275,1431.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:30:00+00:00,79.275,79.285,79.275,79.275,1373.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:35:00+00:00,79.275,79.285,79.26,79.285,101.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:40:00+00:00,79.285,79.32,79.285,79.315,202.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:45:00+00:00,79.31,79.31,79.295,79.3,460.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:50:00+00:00,79.3,79.3,79.25,79.275,86.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:55:00+00:00,79.275,79.285,79.265,79.265,147.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:00:00+00:00,79.265,79.28,79.26,79.28,430.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:05:00+00:00,79.275,79.295,79.255,79.285,2419.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:10:00+00:00,79.285,79.29,79.27,79.275,10.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:15:00+00:00,79.27,79.285,79.27,79.285,146.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:20:00+00:00,79.285,79.285,79.25,79.265,100.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:25:00+00:00,79.265,79.29,79.265,79.29,100.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:30:00+00:00,79.29,79.29,79.28,79.285,400.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:35:00+00:00,79.285,79.315,79.285,79.315,1409.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:40:00+00:00,79.315,79.32,79.28,79.285,1283.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:45:00+00:00,79.285,79.285,79.26,79.265,230.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:50:00+00:00,79.265,79.28,79.255,79.28,619.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 16:55:00+00:00,79.275,79.295,79.275,79.29,653.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:00:00+00:00,79.29,79.295,79.26,79.275,1306.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:05:00+00:00,79.28,79.3,79.27,79.285,601.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:10:00+00:00,79.285,79.285,79.275,79.285,0.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:15:00+00:00,79.285,79.3,79.285,79.285,300.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:20:00+00:00,79.285,79.29,79.27,79.275,1299.0,,,,,,,,,,,,,,,,,#000000
2025-07-09 17:25:00+00:00,79.275,79.275,79.255,79.265,268.0,,,,,,,,,,,,,,,,,#000000
