date,Open,High,Low,Close,Volume,aVWAP_peak_752,aVWAP_peak_724,aVWAP_valley_756,aVWAP_valley_725,aVWAP_valley_697,aVWAP_valley_642,aVWAP_valley_597,aVWAP_valley_564,aVWAP_valley_523,aVWAP_valley_487,aVWAP_valley_456,aVWAP_valley_432,aVWAP_valley_407,aVWAP_valley_390,aVWAP_valley_347,aVWAP_valley_318,aVWAP_valley_282,aVWAP_valley_250,aVWAP_valley_220,aVWAP_valley_197,aVWAP_valley_170,aVWAP_valley_125,aVWAP_valley_87,aVWAP_valley_66,aVWAP_valley_50,aVWAP_valley_36,aVWAP_valley_10,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,31.16,31.86,31.05,31.31,53266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,53266.0,False,False,False,False
2024-12-19 16:00:00+00:00,31.31,31.58,31.23,31.23,34592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-34592.0,-536.3100775193799,False,False,False,False,52976.48062015504,False,False,False,False
2024-12-19 17:00:00+00:00,31.25,31.455,31.25,31.355,46285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,11693.0,-346.7083708911725,False,False,False,False,52872.73673457124,False,False,False,False
2024-12-19 18:00:00+00:00,31.355,31.455,31.21,31.44,35417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,47110.0,389.05454958776045,False,False,False,False,52602.105157291066,False,False,False,False
2024-12-19 19:00:00+00:00,31.385,31.64,31.27,31.525,35586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,82696.0,1665.1312232375626,False,False,False,False,52338.28957345709,False,False,False,False
2024-12-19 20:00:00+00:00,31.525,31.87,31.485,31.71,56725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,139421.0,3800.881126753259,False,False,False,False,52406.300587822094,False,False,False,False
2024-12-20 15:00:00+00:00,30.38,30.58,30.22,30.48,51489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,87932.0,5105.239558896619,False,False,False,False,52392.07887328222,False,False,False,False
2024-12-20 16:00:00+00:00,30.475,31.0,30.475,30.725,73907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,161839.0,7535.220340929229,False,False,False,False,52725.6435419135,False,False,False,False
2024-12-20 17:00:00+00:00,30.725,30.73,30.235,30.27,123619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,38220.0,8010.953358899318,False,False,False,False,53824.76534746523,False,False,False,False
2024-12-20 18:00:00+00:00,30.31,30.52,29.9,30.035,80775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-42555.0,7226.985089769097,False,False,False,False,54242.59844285337,False,False,False,False
