date,Open,High,Low,Close,Volume,aVWAP_OB_bear_851,aVWAP_OB_bear_461,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-05 15:00:00+00:00,50.14,50.145,50.14,50.145,403.0,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,403.0,False,False,False,False
2024-12-05 16:00:00+00:00,50.145,50.145,50.14,50.14,169.0,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-169.0,-2.6201550387596897,False,False,False,False,399.3720930232558,False,False,False,False
2024-12-05 17:00:00+00:00,50.14,50.145,50.14,50.145,166.0,,,0.0,0.0,0.0,0.0,,#000000,,,,14.965986394557822,-79.93197278911563,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-3.0,-2.626044107926206,False,False,False,False,395.7539210383991,False,False,False,False
2024-12-05 18:00:00+00:00,50.145,50.145,50.14,50.145,89.0,,,0.0,0.0,0.0,0.0,,#000000,,,,25.65597667638484,-68.88564949789439,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-3.0,-2.631841873694792,False,False,False,False,390.99804629361773,False,False,False,False
2024-12-05 19:00:00+00:00,50.145,50.145,50.14,50.145,46.0,,,0.0,0.0,0.0,0.0,,#000000,,,,33.291684020546995,-60.40153022660311,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-3.0,-2.6375497516220046,False,False,False,False,385.64923937433684,False,False,False,False
2024-12-05 20:00:00+00:00,50.145,50.145,50.14,50.14,7.0,,,0.0,0.0,0.0,0.0,,#000000,,,,32.59786903077747,-59.35028778703737,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-10.0,-2.751696267100733,False,False,False,False,379.77870853132384,False,False,False,False
2024-12-06 15:00:00+00:00,50.165,50.165,50.16,50.165,300.0,,,0.0,0.0,0.0,0.0,,#000000,,,,45.7951078394461,-44.87574686378011,False,False,False,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,290.0,1.7870897215364878,False,False,False,False,378.54182932928785,False,False,False,False
2024-12-06 16:00:00+00:00,50.165,50.165,50.16,50.165,114.0,,,0.0,0.0,0.0,0.0,,#000000,,,,55.22170698849513,-34.21793632248678,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,290.0,6.2555069351560775,False,False,False,False,374.44040561875624,False,False,False,False
2024-12-06 17:00:00+00:00,50.165,50.165,50.16,50.165,219.0,,,0.0,0.0,0.0,0.0,,#000000,,,,61.954992094958726,-26.095204749420446,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,290.0,10.654646362517997,False,False,False,False,372.0304768494732,False,False,False,False
2024-12-06 18:00:00+00:00,50.165,50.165,50.165,50.165,107.0,,,0.0,0.0,0.0,0.0,,#000000,,,,66.76448145671843,-19.664662875878285,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,290.0,14.985582077827797,False,False,False,False,367.9214772083961,False,False,False,False
2024-12-06 19:00:00+00:00,50.165,50.165,50.165,50.165,500.0,,,0.0,0.0,0.0,0.0,,#000000,,,,70.1998310008325,-14.377940873574879,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,290.0,19.249371502977752,False,False,False,False,369.9692062439248,False,False,False,False
