date,Open,High,Low,Close,Volume,aVWAP_peak_860,aVWAP_peak_828,aVWAP_peak_796,aVWAP_peak_784,aVWAP_peak_762,aVWAP_peak_721,aVWAP_peak_670,aVWAP_peak_659,aVWAP_peak_638,aVWAP_peak_605,aVWAP_peak_570,aVWAP_peak_552,aVWAP_peak_515,aVWAP_peak_496,aVWAP_peak_465,aVWAP_peak_420,aVWAP_peak_407,aVWAP_peak_395,aVWAP_peak_359,aVWAP_peak_312,aVWAP_peak_276,aVWAP_peak_264,aVWAP_peak_226,aVWAP_peak_207,aVWAP_peak_162,aVWAP_valley_875,aVWAP_valley_837,aVWAP_valley_812,aVWAP_valley_792,aVWAP_valley_779,aVWAP_valley_743,aVWAP_valley_726,aVWAP_valley_686,aVWAP_valley_649,aVWAP_valley_648,aVWAP_valley_613,aVWAP_valley_590,aVWAP_valley_541,aVWAP_valley_528,aVWAP_valley_504,aVWAP_valley_491,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,14.48,14.72,14.44,14.615,8610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,14.59,14.805,14.525,14.66,3215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 17:00:00+00:00,14.65,14.875,14.645,14.66,6042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 18:00:00+00:00,14.66,14.72,14.555,14.64,3975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 19:00:00+00:00,14.65,14.885,14.65,14.87,7283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,14.87,15.055,14.76,15.0,13382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,14.99,15.1,14.51,14.52,10174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,14.52,14.76,14.47,14.575,11997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,14.575,14.79,14.55,14.67,7341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,14.67,14.825,14.635,14.735,5031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
