date,Open,High,Low,Close,Volume,aVWAP_OB_bull_717,aVWAP_OB_bull_585,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,66.25,66.665,66.13,66.615,5115.0,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5115.0,False,False,False,False
2024-12-16 16:00:00+00:00,66.615,66.67,66.32,66.57,1523.0,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1523.0,-23.612403100775193,False,False,False,False,5059.31007751938,False,False,False,False
2024-12-16 17:00:00+00:00,66.57,66.6,66.42,66.56,3211.0,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4734.0,-96.64166816898023,False,False,False,False,5030.654107325281,False,False,False,False
2024-12-16 18:00:00+00:00,66.57,66.57,66.16,66.16,1798.0,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6532.0,-196.41466556170923,False,False,False,False,4980.535438994656,False,False,False,False
2024-12-16 19:00:00+00:00,66.16,66.45,66.16,66.22,2501.0,,,,"rgba(239, 83, 80, 0.5)",,,,4.395008138904117,-46.044492674986294,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4031.0,-255.86560097935714,False,False,False,False,4942.093029087762,False,False,False,False
2024-12-16 20:00:00+00:00,66.22,66.455,66.2,66.365,2923.0,,,,"rgba(239, 83, 80, 0.5)",,,,14.961159862572439,-36.79865661201905,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1108.0,-269.07698701068495,False,False,False,False,4910.789261194929,False,False,False,False
2024-12-17 15:00:00+00:00,65.73,65.73,65.19,65.43,1021.0,,,,"rgba(239, 83, 80, 0.5)",,,,14.102504946860055,-36.79865661201905,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2129.0,-297.91300271594565,False,False,False,False,4850.482450943844,False,False,False,False
2024-12-17 16:00:00+00:00,65.43,65.63,65.36,65.575,12717.0,,,,"rgba(239, 83, 80, 0.5)",,,,16.53280916373466,-36.776404842258664,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10588.0,-129.13915771259767,False,False,False,False,4972.443963332312,False,False,False,False
2024-12-17 17:00:00+00:00,65.575,65.62,65.45,65.45,691.0,,,,"rgba(239, 83, 80, 0.5)",,,,17.506412572814536,-36.208703726465004,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9897.0,26.30486023643485,False,False,False,False,4906.064987156617,False,False,False,False
2024-12-17 18:00:00+00:00,65.45,65.555,65.36,65.45,1529.0,,,,"rgba(239, 83, 80, 0.5)",,,,18.155481512201114,-35.73571449674908,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9897.0,179.33889341106374,False,False,False,False,4853.707390456513,False,False,False,False
