date,Open,High,Low,Close,Volume,aVWAP_peak_877,aVWAP_peak_857,aVWAP_peak_839,aVWAP_peak_828,aVWAP_peak_809,aVWAP_peak_794,aVWAP_peak_778,aVWAP_peak_760,aVWAP_peak_756,aVWAP_peak_738,aVWAP_peak_714,aVWAP_peak_692,aVWAP_peak_670,aVWAP_peak_593,aVWAP_peak_557,aVWAP_peak_545,aVWAP_peak_528,aVWAP_valley_859,aVWAP_valley_841,aVWAP_valley_816,aVWAP_valley_798,aVWAP_valley_779,aVWAP_valley_768,aVWAP_valley_747,aVWAP_valley_731,aVWAP_valley_696,aVWAP_valley_678,aVWAP_valley_636,aVWAP_valley_571,aVWAP_valley_547,aVWAP_valley_534,aVWAP_valley_465,aVWAP_valley_396,aVWAP_valley_347,aVWAP_valley_306,aVWAP_valley_289,aVWAP_valley_251,aVWAP_valley_234,aVWAP_valley_210,aVWAP_valley_178,aVWAP_valley_164,aVWAP_valley_131,aVWAP_valley_106,aVWAP_valley_72,aVWAP_valley_43,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,48.925,48.995,48.82,48.855,13007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13007.0,False,False,False,False
2024-12-19 16:00:00+00:00,48.855,49.005,48.825,48.915,14893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,1.0,49.005,48.825,0.0,,,False,False,False,False,,,False,False,False,False,14893.0,230.89922480620154,False,False,False,False,13036.24031007752,False,False,False,False
2024-12-19 17:00:00+00:00,48.915,48.96,48.895,48.93,4381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,19274.0,526.1410972898263,False,False,False,False,12902.050537828254,False,False,False,False
2024-12-19 18:00:00+00:00,48.925,49.07,48.915,49.065,6497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,25771.0,917.5342585721546,False,False,False,False,12802.747428714636,False,False,False,False
2024-12-19 19:00:00+00:00,49.065,49.095,49.01,49.015,14373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,11398.0,1080.0220995245243,False,False,False,False,12827.092429819835,False,False,False,False
2024-12-19 20:00:00+00:00,49.015,49.075,49.0,49.0,14475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3077.0,1015.5721444931363,False,False,False,False,12852.641384396271,False,False,False,False
2024-12-20 15:00:00+00:00,49.41,49.685,49.395,49.66,57338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,54261.0,1841.0826538808396,False,False,False,False,13542.336866808731,False,False,False,False
2024-12-20 16:00:00+00:00,49.66,49.69,49.51,49.555,17598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,36663.0,2380.9573414175707,False,False,False,False,13605.215364997744,False,False,False,False
2024-12-20 17:00:00+00:00,49.555,49.605,49.5,49.565,12227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,48890.0,3102.027770232802,False,False,False,False,13583.84768492026,False,False,False,False
2024-12-20 18:00:00+00:00,49.565,49.595,49.52,49.56,3201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,45689.0,3762.2909055780297,False,False,False,False,13422.873302208318,False,False,False,False
2024-12-20 19:00:00+00:00,49.56,49.645,49.545,49.605,10074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,55763.0,4568.503449677595,False,False,False,False,13370.95278589501,False,False,False,False
2024-12-20 20:00:00+00:00,49.605,49.605,49.505,49.51,8316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,47447.0,5233.286341930655,False,False,False,False,13292.58142487338,False,False,False,False
2024-12-23 15:00:00+00:00,49.36,49.38,49.29,49.365,19365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,28082.0,5587.529964536381,False,False,False,False,13386.727449293947,False,False,False,False
