date,Close,High,Low,Open,Volume,aVWAP_OB_bull_149,aVWAP_OB_bull_110,aVWAP_OB_bull_63,aVWAP_OB_bear_101,aVWAP_OB_bear_57,aVWAP_OB_bear_44,aVWAP_OB_bear_25,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,55.8,58.32,51.12,57.6,1237458,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1237458.0,False,False,False,False
2022-01-07 00:00:00+00:00,51.48,61.02,50.04,57.2058,917599,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-917599,-67970.29629629629,False,False,False,False,1213764.7407407407,False,False,False,False
2022-01-14 00:00:00+00:00,48.42,52.2,45.18,50.94,738537,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-1656136,-185612.2002743484,False,False,False,False,1178562.6858710563,False,False,False,False
2022-01-21 00:00:00+00:00,34.2,48.24,32.76,47.7,1111684,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-2767820,-376886.8521058781,False,False,False,False,1173608.709139867,False,False,False,False
2022-01-28 00:00:00+00:00,32.04,35.82,28.08,31.4712,1492070,,,,,,,,0.0,0.0,0.0,0.0,31.979999999999997,#000000,,31.979999999999997,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-4259890,-664516.7149128502,False,False,False,False,1197198.4343887656,False,False,False,False
2022-02-04 00:00:00+00:00,34.2,38.88,32.04,34.02,879285,,,,,,,,0.0,0.0,0.0,0.0,33.11463066474653,#000000,,33.11463066474653,,2.149645929430471,-47.951118723511584,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-3380605,-865708.4397341205,False,False,False,False,1173649.291100709,False,False,False,False
2022-02-11 00:00:00+00:00,30.78,36.18,30.6,34.56,810313,,,,,,,,0.0,0.0,0.0,0.0,32.963189044237176,#000000,,32.963189044237176,,3.5185591811492443,-46.721946770173666,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-4190918,-1112020.2590130745,False,False,False,False,1146735.4917599158,False,False,False,False
2022-02-18 00:00:00+00:00,28.8,32.76,28.08,30.96,580308,,,,,,,,0.0,0.0,0.0,0.0,32.48758811858449,#000000,,32.48758811858449,,4.434780146813473,-45.951905188358374,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-4771226,-1383072.536123217,False,False,False,False,1104777.8997776997,False,False,False,False
2022-02-25 00:00:00+00:00,33.3,34.38,23.4,28.44,1343062,,,,,,,,0.0,0.0,0.0,0.0,31.14392515785387,#000000,,31.14392515785387,,8.50812007666176,-42.175379700119,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-3428164,-1534560.7927066826,False,False,False,False,1122428.5738682405,False,False,False,False
2022-03-04 00:00:00+00:00,26.82,34.38,26.64,32.76,921646,,,,,,,,0.0,0.0,0.0,0.0,30.721702028114628,#000000,,30.721702028114628,,10.655989064999195,-40.34476094345452,True,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-4349810,-1743097.771024706,False,False,False,False,1107555.7906187412,False,False,False,False
2022-03-11 00:00:00+00:00,27.54,30.24,25.74,26.82,639902,,,,,,,,0.0,0.0,0.0,0.0,30.315775666583143,#000000,,30.315775666583143,,12.75290508679608,-38.573395849921866,True,False,False,True,True,,,,1,,,False,False,False,False,,,False,False,False,False,-3709908,-1888787.4176154686,False,False,False,False,1072914.769091427,False,False,False,False
2022-03-18 00:00:00+00:00,38.88,39.06,24.66,27.72,1742914,,,,,,,,0.0,0.0,0.0,0.0,31.518224377435892,#000000,,31.518224377435892,,19.417979935259787,-32.449272862295985,True,False,False,True,True,,,,1,,,False,False,False,False,,,False,False,False,False,-1966994,-1894580.4977921005,False,False,False,False,1122544.3417513215,False,False,False,False
2022-03-25 00:00:00+00:00,36.72,42.66,35.46,38.16,1294430,,,,,,,,0.0,0.0,0.0,0.0,34.57167660129425,#000000,,34.57167660129425,,24.082402972635343,-28.388485098289564,True,False,False,True,True,,,,1,,,False,False,False,False,,,False,False,False,False,-3261424,-1995828.1646223152,False,False,False,False,1135276.612732705,False,False,False,False
