date,Open,High,Low,Close,Volume,aVWAP_peak_872,aVWAP_peak_861,aVWAP_peak_839,aVWAP_peak_838,aVWAP_peak_768,aVWAP_peak_709,aVWAP_peak_688,aVWAP_peak_627,aVWAP_peak_593,aVWAP_peak_580,aVWAP_peak_548,aVWAP_peak_530,aVWAP_peak_512,aVWAP_peak_479,aVWAP_peak_449,aVWAP_peak_415,aVWAP_peak_359,aVWAP_peak_358,aVWAP_peak_336,aVWAP_peak_275,aVWAP_peak_264,aVWAP_peak_229,aVWAP_peak_204,aVWAP_peak_180,aVWAP_peak_150,aVWAP_peak_103,aVWAP_valley_870,aVWAP_valley_856,aVWAP_valley_828,aVWAP_valley_808,aVWAP_valley_719,aVWAP_valley_717,aVWAP_valley_716,aVWAP_valley_698,aVWAP_valley_696,aVWAP_valley_660,aVWAP_valley_646,aVWAP_valley_630,aVWAP_valley_600,aVWAP_valley_588,aVWAP_valley_569,aVWAP_valley_545,aVWAP_valley_525,aVWAP_valley_474,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,9.095,9.21,9.035,9.095,7060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7060.0,False,False,False,False
2024-12-19 16:00:00+00:00,9.095,9.095,8.915,8.93,4464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4464.0,-69.20930232558139,False,False,False,False,7019.751937984495,False,False,False,False
2024-12-19 17:00:00+00:00,8.925,8.93,8.86,8.875,3474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7938.0,-191.20605732828557,False,False,False,False,6964.779039721169,False,False,False,False
2024-12-19 18:00:00+00:00,8.875,8.905,8.825,8.905,9473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1535.0,-164.4431727185447,False,False,False,False,7003.666186392158,False,False,False,False
2024-12-19 19:00:00+00:00,8.905,8.905,8.85,8.865,6739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5204.0,-242.57583670740445,False,False,False,False,6999.562834665148,False,False,False,False
2024-12-19 20:00:00+00:00,8.865,8.91,8.845,8.86,11162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-16366.0,-492.55140513054545,False,False,False,False,7064.096744205223,False,False,False,False
2024-12-20 15:00:00+00:00,8.94,8.985,8.885,8.935,1653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-14713.0,-713.0234763688316,False,False,False,False,6980.203771426848,False,False,False,False
2024-12-20 16:00:00+00:00,8.935,8.985,8.925,8.98,1641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-13072.0,-904.6355154948961,False,False,False,False,6897.425418381471,False,False,False,False
2024-12-20 17:00:00+00:00,8.985,9.035,8.905,9.025,9699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3373.0,-942.9047323089288,False,False,False,False,6940.860683212766,False,False,False,False
2024-12-20 18:00:00+00:00,9.025,9.05,8.965,8.965,4955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8328.0,-1057.4023333584028,False,False,False,False,6910.072145488537,False,False,False,False
