date,Close,High,Low,Open,Volume,aVWAP_OB_bull_136,aVWAP_OB_bull_117,aVWAP_OB_bull_74,aVWAP_OB_bull_27,aVWAP_OB_bear_152,aVWAP_OB_bear_2,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,21.0182789113,22.9433348398,20.6156830801,21.9437865693,1335811,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1335811.0,False,False,False,False
2022-01-07 00:00:00+00:00,21.7679401143,22.9896102227,21.1709876749,21.2033804429,1774287,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,1774287,131428.66666666666,False,False,False,False,1368290.7037037038,False,False,False,False
2022-01-14 00:00:00+00:00,23.6374655832,24.1742600248,21.4810327403,21.6753893485,1879182,,,,,,23.0975861161,-1.0,24.17426,21.481033,6.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,3653469,392320.5432098765,False,False,False,False,1406134.5034293556,False,False,False,False
2022-01-21 00:00:00+00:00,19.0284374468,24.9794516872,18.8155706855,24.1372397185,1899925,,,,,,22.013451512578555,0.0,0.0,0.0,0.0,,#000000,,,,85.382691698081,36.06787802473346,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,1753544,493151.9103795153,False,False,False,False,1442711.5772494033,False,False,False,False
2022-01-28 00:00:00+00:00,19.6577826542,20.6388207716,17.6864513428,18.4546226989,2181739,,,,,,21.03042968754375,0.0,0.0,0.0,0.0,19.327684922866666,#000000,,19.327684922866666,,75.29685348787407,26.968703225619322,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,3935283,748124.5836847364,False,False,False,False,1497454.349305003,False,False,False,False
2022-02-04 00:00:00+00:00,22.5268563937,23.2672625201,19.2042839018,19.6207623479,2292506,,,,,,21.207007225226352,0.0,0.0,0.0,0.0,20.52585560043989,#000000,,20.52585560043989,,71.45392319048942,24.035201807890218,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,6227789,1154025.651559941,False,False,False,False,1556347.064171299,False,False,False,False
2022-02-11 00:00:00+00:00,29.1442361479,29.162746301,22.2121837901,22.6286622361,3713297,,,,,,22.954860209871317,0.0,0.0,0.0,0.0,23.389384295097372,#000000,,23.389384295097372,,72.43894904676718,24.035201807890218,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,9941086,1804919.010703649,False,False,False,False,1716121.1334919436,False,False,False,False
2022-02-18 00:00:00+00:00,26.6546205481,29.3848681389,26.2659073317,29.1442361479,2000971,,,,,,23.596694247211843,0.0,0.0,0.0,0.0,24.183948118424627,#000000,,24.183948118424627,,70.7345456444031,24.035201807890218,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,7940115,2259377.9728737487,False,False,False,False,1737221.1236036515,False,False,False,False
2022-02-25 00:00:00+00:00,27.3950266744,27.6726789718,25.4329504396,27.0340786878,1481137,,,,,,23.907025351762968,0.0,0.0,0.0,0.0,24.52024152797037,#000000,,24.52024152797037,,69.75806791605797,24.026705639023604,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,9421252,2789887.1600682857,False,False,False,False,1718251.9292626404,False,False,False,False
2022-03-04 00:00:00+00:00,33.2442350724,33.3090206085,27.6171485123,27.644913742,3979673,,,,,,25.43984752796875,0.0,0.0,0.0,0.0,26.267277389729106,#000000,,26.267277389729106,,71.0484295674708,24.026705639023604,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,13400925,3575889.96302619,False,False,False,False,1885764.6011691114,False,False,False,False
2022-03-11 00:00:00+00:00,30.8101499321,35.5765143704,30.0976015863,33.7069889014,3971611,,,,,,26.580677963403637,0.0,0.0,0.0,0.0,27.460352572721327,#000000,,27.460352572721327,,70.22366051771415,24.026705639023604,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,9429314,4009476.928727954,False,False,False,False,2040271.7418232514,False,False,False,False
2022-03-18 00:00:00+00:00,31.2821588377,31.4903980607,26.8952525391,29.8938973508,5331680,,,,,,27.19464581412828,0.0,0.0,0.0,0.0,27.979344669861256,#000000,,27.979344669861256,,69.74274452435702,24.026705639023604,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,14760994,4805885.600674031,False,False,False,False,2284079.7609474547,False,False,False,False
2022-03-25 00:00:00+00:00,37.6589066007,38.2327213486,31.5736937499,32.3927680272,3332054,,,,,,28.09117333299194,0.0,0.0,0.0,0.0,28.90321613567136,#000000,,28.90321613567136,,71.09025426371853,24.026705639023604,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,18093048,5790119.852475955,False,False,False,False,2361707.4823587546,False,False,False,False
2022-04-01 00:00:00+00:00,35.8819318975,36.8722250915,31.9947997343,36.8352047852,3126155,,,,,,28.69749630562388,0.0,0.0,0.0,0.0,29.501668818573037,#000000,,29.501668818573037,,71.00077327600778,24.026705639023604,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,14966893,6469880.826366625,False,False,False,False,2418333.224406254,False,False,False,False
2022-04-08 00:00:00+00:00,35.9467174336,38.3160170378,32.3927680272,36.3354306499,3889123,,,,,,29.37963573779838,0.0,0.0,0.0,0.0,30.168237464521077,#000000,,30.168237464521077,,70.94831372723962,24.026705639023604,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,18856016,7387372.320709838,False,False,False,False,2527280.615190976,False,False,False,False
2022-04-15 00:00:00+00:00,45.1462635533,45.7108232246,33.8735802798,36.0947986588,4369943,,,,,,30.60639139393446,0.0,0.0,0.0,0.0,31.424988069519088,#000000,,31.424988069519088,,72.76458103208535,24.026705639023604,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,23225959,8560600.96362022,False,False,False,False,2663774.1251768293,False,False,False,False
2022-04-22 00:00:00+00:00,38.4548431865,46.6363308825,37.7653399814,45.5997623057,3454392,,,,,,31.368348707432872,0.0,0.0,0.0,0.0,32.18814573717012,#000000,,32.18814573717012,,70.97401085762458,24.026705639023604,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,19771567,9391042.892240943,False,False,False,False,2722338.412200768,False,False,False,False
2022-04-29 00:00:00+00:00,44.007889134,45.8589044499,36.002247893,36.3817060328,4466153,,,,,,32.28888683426397,0.0,0.0,0.0,0.0,33.10484849479912,#000000,,33.10484849479912,,70.67468622526499,24.026705639023604,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,24237720,10490796.752074948,False,False,False,False,2851509.8631488592,False,False,False,False
2022-05-06 00:00:00+00:00,49.9403932213,51.1435531766,40.1207569708,43.0268510166,5047518,,,,,,33.61116460755498,0.0,0.0,0.0,0.0,40.75602460796491,#000000,,40.75602460796491,,71.37068944854168,24.026705639023604,False,True,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,29285238,11882977.58525458,False,False,False,False,3014177.1325452398,False,False,False,False
2022-05-13 00:00:00+00:00,44.5631937288,48.7927637255,42.2216593543,48.5891520407,3772709,,,,,,34.3370879100347,0.0,0.0,0.0,0.0,40.71430935018286,#000000,,40.71430935018286,,69.97853182092577,24.026705639023604,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,25512529,12892573.986346833,False,False,False,False,3070364.6782826292,False,False,False,False
2022-05-20 00:00:00+00:00,47.2934413197,49.2368222998,44.581703882,45.2017940128,2639558,,,,,,34.87064457774652,0.0,0.0,0.0,0.0,41.068546458057426,#000000,,41.068546458057426,,69.36305990072046,23.725379499165342,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,28152087,14022908.283654476,False,False,False,False,3038453.072483916,False,False,False,False
2022-05-27 00:00:00+00:00,49.3017929373,50.6854268859,46.2013422833,47.7839603784,4395980,,,,,,35.7769006573459,0.0,0.0,0.0,0.0,41.83704072232907,#000000,,41.83704072232907,,69.21477817202081,23.432381103953063,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,32548067,15395142.262643032,False,False,False,False,3139010.622670293,False,False,False,False
2022-06-03 00:00:00+00:00,50.7918602666,53.1130334726,47.0342991754,49.9774135276,2910377,,,,,,36.38009883747883,0.0,0.0,0.0,0.0,42.38874413316083,#000000,,42.38874413316083,,69.34147389944002,23.38831694998487,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,35458444,16881312.761706512,False,False,False,False,3122074.7987687895,False,False,False,False
2022-06-10 00:00:00+00:00,48.9686101805,54.9566447272,47.4045022386,51.1528082532,3206987,,,,,,36.995025327019015,0.0,0.0,0.0,0.0,45.41645489681586,#000000,,45.41645489681586,,68.76353662642019,22.64350052978584,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,32251457,18019841.964543067,False,False,False,False,3128364.5914525827,False,False,False,False
