date,Open,High,Low,Close,Volume,aVWAP_OB_bull_716,aVWAP_OB_bull_383,aVWAP_OB_bear_879,aVWAP_OB_bear_464,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,25.64,25.66,25.28,25.4,5590.0,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5590.0,False,False,False,False
2024-12-16 16:00:00+00:00,25.4,25.595,25.17,25.595,975.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,975.0,15.116279069767442,False,False,False,False,5518.4496124031,False,False,False,False
2024-12-16 17:00:00+00:00,25.61,25.75,25.47,25.47,1907.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,86.03351955307264,1.1173184357542283,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-932.0,0.43230575085631884,False,False,False,False,5462.458145544138,False,False,False,False
2024-12-16 18:00:00+00:00,25.75,25.82,25.635,25.66,2120.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.55231653416129,1.1173184357542283,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1188.0,18.84420798727715,False,False,False,False,5410.637089024073,False,False,False,False
2024-12-16 19:00:00+00:00,25.66,25.66,25.29,25.31,2679.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.54490295711462,1.1173184357542283,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1491.0,-4.5642293458589265,False,False,False,False,5368.286126403545,False,False,False,False
2024-12-16 20:00:00+00:00,25.31,25.32,24.84,25.0,8385.0,,,,,,#000000,,,,54.936375141940594,1.1173184357542283,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9876.0,-157.60974516995415,False,False,False,False,5415.056884133722,False,False,False,False
2024-12-17 15:00:00+00:00,24.335,24.97,24.335,24.88,1633.0,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.74607195849614,27.087857272110966,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11509.0,-333.6002917564665,False,False,False,False,5356.42034329444,False,False,False,False
2024-12-17 16:00:00+00:00,24.88,25.01,24.82,24.82,354.0,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.43499829955497,18.873741758411626,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11863.0,-512.3506748300097,False,False,False,False,5278.863438747238,False,False,False,False
2024-12-17 17:00:00+00:00,24.82,24.9,24.685,24.9,767.0,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.80565129128853,14.671832925572318,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11096.0,-676.4382612667537,False,False,False,False,5208.91206760387,False,False,False,False
2024-12-17 18:00:00+00:00,24.9,24.9,24.59,24.74,621.0,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.436649105415796,9.438644125188887,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11717.0,-847.6097610920752,False,False,False,False,5137.781647951097,False,False,False,False
