date,Close,High,Low,Open,Volume,aVWAP_peak_45,aVWAP_peak_28,aVWAP_peak_19,aVWAP_valley_46,aVWAP_valley_34,aVWAP_valley_24,aVWAP_OB_bull_46,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-05-24 00:00:00+00:00,9.7292469827,9.7919540777,9.7147761146,9.72442336,8469,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8469.0,False,False,False,False
2024-05-31 00:00:00+00:00,9.7221080211,9.7437178508,9.7099524919,9.7292469827,153,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-153,-11.333333333333332,False,False,False,False,7853.0,False,False,False,False
2024-06-07 00:00:00+00:00,9.772659587,9.8016013231,9.7630123416,9.7630123416,64201,,,,,,,,,,,#000000,,,,25.244090440517926,-113.11022610129481,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64048,4733.802469135801,False,False,False,False,12026.925925925927,False,False,False,False
2024-06-14 00:00:00+00:00,9.8305430593,9.8450139274,9.7871304551,9.7871304551,45,,,,,,,,,,,#000000,,,,45.00627531496197,-93.0482495162061,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64093,9130.78006401463,False,False,False,False,11139.375857338822,False,False,False,False
2024-06-21 00:00:00+00:00,9.8401903047,9.8450139274,9.8257194366,9.8257194366,17,,,,,,,,,,,#000000,,,,59.257818563724406,-77.97070755991103,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64110,13203.31487408762,False,False,False,False,10315.496164202614,False,False,False,False
2024-06-28 00:00:00+00:00,9.8098014817,9.8450139274,9.8098014817,9.8401903047,7273,,,,,,,,,,,#000000,,,,63.394546835150834,-72.06485563469175,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,56837,16435.43969822928,False,False,False,False,10090.126077965384,False,False,False,False
2024-07-05 00:00:00+00:00,9.8339873828,9.8339873828,9.7952899411,9.8001271213,2049,,,,,,,,,,,#000000,,,,67.54784662116825,-65.44890096969573,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58886,19579.925646508593,False,False,False,False,9494.487109227208,False,False,False,False
2024-07-12 00:00:00+00:00,9.8581732839,9.8581732839,9.8243130224,9.8291502026,155,,,,,,,,,,,#000000,,,,71.43583358211112,-58.59124397285419,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59041,22502.968191211658,False,False,False,False,8802.673249284451,False,False,False,False
2024-07-19 00:00:00+00:00,9.8581732839,9.8630104641,9.8436617433,9.8436617433,686,,,,,,,,,,,#000000,,,,74.21296712564173,-52.44190821195416,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59041,25209.489065936723,False,False,False,False,8201.4381937819,False,False,False,False
2024-07-26 00:00:00+00:00,9.8678476443,9.8678476443,9.8581732839,9.8581732839,5054,,,,,,,,,,,#000000,,,,76.53516760305457,-46.46712832332642,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64095,28089.897283274742,False,False,False,False,7968.29462387213,False,False,False,False
