date,Close,High,Low,Open,Volume,aVWAP_peak_168,aVWAP_peak_145,aVWAP_peak_124,aVWAP_peak_83,aVWAP_peak_56,aVWAP_peak_23,aVWAP_valley_171,aVWAP_valley_158,aVWAP_valley_139,aVWAP_valley_108,aVWAP_valley_74,aVWAP_valley_43,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,117.2218727014,124.0394220946,101.5300204195,113.5791212788,1687206,,,,,,,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,113.6725251614,118.2493154103,98.9147117058,117.8756998798,2138132,,,,,,,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,119.5569697672,137.6773229975,110.781674994,117.2218727014,1662718,,,,,,,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,117.0350649361,135.2488220491,110.4033892694,112.0846591567,1581367,,,,,,,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,99.7553466495,115.6340066967,92.0962282738,111.3374280957,1961903,,,,,,,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,113.1121018656,122.2656823634,104.6123485463,104.8925601942,1444736,,,,,,,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,112.9252941004,128.8048881864,107.0408494947,110.6836009173,1329096,,,,,,,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,107.1342533773,126.6556648471,104.8925601942,112.0846591567,1128669,,,,,,,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,97.607057349,103.0244825415,83.9700904849,100.3157699453,1224936,,,,,,,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,74.1626828087,100.4091738279,73.2389184095,94.057709809,2009821,,,,,,,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,46.9821529632,74.3877861658,46.7953451979,72.2946051561,2988086,,,,,,,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,68.6518537335,73.0418362171,33.1583783339,39.1829287635,10841128,,,,,,,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,60.6191198273,76.731289581,56.2403458095,63.1410246583,8667666,,,,,,,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,63.8882557193,73.1352400998,57.2565800526,63.3278324235,6211286,,,,,,,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,57.5367917004,75.0033177524,56.4159451089,70.2397197382,5478499,,,,,,,,,,,,,,,#000000
2022-04-15 00:00:00+00:00,54.0808480431,59.0312538225,53.8006363952,56.3225412262,2739291,,,,,,,,,,,,,,,#000000
2022-04-22 00:00:00+00:00,43.4328054232,52.4929820384,42.0317471838,52.0072818487,4167504,,,,,,,,,,,,,,,#000000
2022-04-29 00:00:00+00:00,54.361059691,59.4982732357,39.6032462354,40.6306889443,5112039,,,,,,,,,,,,,,,#000000
