date,Open,High,Low,Close,Volume,aVWAP_peak_428,aVWAP_peak_401,aVWAP_valley_411,aVWAP_valley_379,aVWAP_valley_352,aVWAP_valley_326,aVWAP_valley_274,aVWAP_valley_251,aVWAP_valley_170,aVWAP_valley_136,aVWAP_valley_108,aVWAP_valley_54,aVWAP_OB_bull_251,aVWAP_OB_bull_136,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-30 17:00:00+00:00,38.605,38.64,38.495,38.54,19453.0,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,19453.0,False,False,False,False
2023-12-01 17:00:00+00:00,38.965,39.29,38.945,39.2,55175.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,55175.0,855.4263565891473,False,False,False,False,20006.829457364343,False,False,False,False
2023-12-04 17:00:00+00:00,38.35,38.47,38.275,38.36,67949.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.37383177570095,-18.691588785046676,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12774.0,644.1174208280752,False,False,False,False,20750.11892314164,False,False,False,False
2023-12-05 17:00:00+00:00,38.135,38.255,38.13,38.22,60833.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.9269346679318,-18.691588785046676,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73607.0,-507.06269422352284,False,False,False,False,21371.55893983712,False,False,False,False
2023-12-06 17:00:00+00:00,38.425,38.445,38.33,38.36,9500.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.407102265068275,-18.691588785046676,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-64107.0,-1493.1082338479644,False,False,False,False,21187.503762475306,False,False,False,False
2023-12-07 17:00:00+00:00,38.355,38.46,38.235,38.41,38602.0,,,,,,,,,,,,,,,,,#000000,,,,54.12724155495114,-18.691588785046676,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25505.0,-1865.3856255712517,False,False,False,False,21457.49595220437,False,False,False,False
2023-12-08 17:00:00+00:00,37.895,37.925,37.75,37.905,18156.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.62251302927943,-18.691588785046676,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43661.0,-2513.3796468802248,False,False,False,False,21406.30996844926,False,False,False,False
2023-12-11 17:00:00+00:00,37.505,37.535,37.395,37.49,56663.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.29423868994236,-18.691588785046676,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100324.0,-4029.8233732851822,False,False,False,False,21952.925317775625,False,False,False,False
2023-12-12 17:00:00+00:00,37.495,37.505,37.425,37.465,35832.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.287724654341325,-18.691588785046676,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-136156.0,-6078.291227962931,False,False,False,False,22168.104770213213,False,False,False,False
2023-12-13 17:00:00+00:00,37.5,38.315,37.47,38.31,81704.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.01360319801604,-18.691588785046676,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54452.0,-6828.271208924745,False,False,False,False,23091.141905558743,False,False,False,False
