date,Open,High,Low,Close,Volume,aVWAP_peak_600,aVWAP_peak_582,aVWAP_peak_519,aVWAP_peak_484,aVWAP_peak_473,aVWAP_peak_458,aVWAP_peak_432,aVWAP_peak_431,aVWAP_peak_409,aVWAP_peak_383,aVWAP_peak_382,aVWAP_peak_381,aVWAP_peak_380,aVWAP_peak_379,aVWAP_peak_366,aVWAP_peak_346,aVWAP_peak_302,aVWAP_peak_283,aVWAP_peak_267,aVWAP_peak_249,aVWAP_peak_227,aVWAP_valley_609,aVWAP_valley_591,aVWAP_valley_555,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,11.435,11.49,11.435,11.475,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,517.0,False,False,False,False
2023-10-31 16:00:00+00:00,11.605,11.64,11.605,11.61,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,407.0,6.310077519379845,False,False,False,False,515.2945736434109,False,False,False,False
2023-11-01 16:00:00+00:00,11.815,11.815,11.79,11.795,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,747.0,17.79364220900186,False,False,False,False,512.5768283156061,False,False,False,False
2023-11-02 16:00:00+00:00,11.975,11.975,11.955,11.955,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,795.0,29.843353182505705,False,False,False,False,505.3740867913331,False,False,False,False
2023-11-03 16:00:00+00:00,12.115,12.23,12.11,12.215,1237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2032.0,60.88454150525755,False,False,False,False,516.717124205421,False,False,False,False
2023-11-06 16:00:00+00:00,12.09,12.09,12.03,12.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2032.0,91.44447109432332,False,False,False,False,508.70600600068576,False,False,False,False
2023-11-06 20:00:00+00:00,12.07,12.07,12.05,12.055,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1932.0,119.98021572851985,False,False,False,False,502.3694787758689,False,False,False,False
2023-11-07 16:00:00+00:00,12.115,12.115,12.07,12.07,954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2886.0,162.86424339164358,False,False,False,False,509.37150236073916,False,False,False,False
2023-11-07 20:00:00+00:00,12.07,12.08,12.07,12.08,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3086.0,208.18417760262585,False,False,False,False,504.5750449597974,False,False,False,False
2023-11-08 16:00:00+00:00,12.19,12.19,12.16,12.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3086.0,252.80147717467815,False,False,False,False,496.752176045692,False,False,False,False
