date,Open,High,Low,Close,Volume,aVWAP_OB_bull_583,aVWAP_OB_bull_543,aVWAP_OB_bull_355,aVWAP_OB_bear_871,aVWAP_OB_bear_805,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,97.54,98.01,97.45,97.485,4189.0,,,,,,,#000000,,,,,,False,False,False,False,False,,,,97.73,97.73,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4189.0,False,False,False,False
2024-12-16 16:00:00+00:00,97.44,97.45,96.84,96.84,9890.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,97.14500000000001,97.14500000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9890.0,-153.33333333333334,False,False,False,False,4277.387596899224,False,False,False,False
2024-12-16 17:00:00+00:00,96.83,97.61,96.83,97.61,5459.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.106699751861047,-78.66004962779157,False,False,False,True,True,,,,97.14500000000001,97.22,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4431.0,-219.65374677002586,False,False,False,False,4295.707169040322,False,False,False,False
2024-12-16 18:00:00+00:00,97.61,97.67,97.205,97.22,6011.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.14041849251182,-69.51903278601978,False,False,False,True,True,,,,97.14500000000001,97.4375,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10442.0,-378.139735192196,False,False,False,False,4322.300856342023,False,False,False,False
2024-12-16 19:00:00+00:00,97.24,97.26,97.055,97.21,12252.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.394665754151525,-62.21516141468532,False,False,False,True,True,,,,97.14500000000001,97.4375,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22694.0,-724.1220648791386,False,False,False,False,4445.24192833672,False,False,False,False
2024-12-16 20:00:00+00:00,97.21,97.215,96.745,96.81,28445.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.45250410838371,-59.06695437891824,False,False,False,True,True,,,,96.98,97.4375,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51139.0,-1505.7480793771365,False,False,False,False,4817.331200765608,False,False,False,False
2024-12-17 15:00:00+00:00,95.54,95.91,95.25,95.83,8250.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.15925208989418,-59.06695437891824,False,False,False,True,True,,,,95.58,97.4375,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59389.0,-2403.1628378364057,False,False,False,False,4870.550872071567,False,False,False,False
2024-12-17 16:00:00+00:00,95.83,95.98,95.465,95.625,14151.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.737030654787414,-59.06695437891824,False,False,False,True,True,,,,95.58,97.4375,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73540.0,-3506.0595380249883,False,False,False,False,5014.4338042875115,False,False,False,False
2024-12-17 17:00:00+00:00,95.66,96.32,95.44,96.32,18029.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.206124528976066,-52.827940032537555,False,False,False,True,True,,,,95.58,97.4375,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-55511.0,-4312.337684722275,False,False,False,False,5216.210024376077,False,False,False,False
2024-12-17 18:00:00+00:00,96.3,96.825,96.21,96.75,14566.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.206625008791065,-44.20566290324434,False,False,False,True,True,,,,95.58,97.4375,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-40945.0,-4880.285937672317,False,False,False,False,5361.168008494276,False,False,False,False
2024-12-17 19:00:00+00:00,96.765,96.91,96.52,96.59,16272.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.29756972911743,-38.56938408280314,False,False,False,True,True,,,,95.58,97.4375,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57217.0,-5691.707861119257,False,False,False,False,5530.328194409093,False,False,False,False
