date,Close,High,Low,Open,Volume,aVWAP_OB_bull_797,aVWAP_OB_bull_751,aVWAP_OB_bull_649,aVWAP_OB_bull_513,aVWAP_OB_bull_489,aVWAP_OB_bull_183,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,3.03,3.1,2.99,3.1,3663876,,,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3663876.0,False,False,False,False
2022-01-04 00:00:00+00:00,3.06,3.12,3.005,3.05,5265221,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5265221,206479.25490196078,False,False,False,False,3726673.8431372554,False,False,False,False
2022-01-05 00:00:00+00:00,2.94,3.16,2.935,3.08,5576573,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.83950617283955,-58.641975308641804,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-311352,186172.14686658978,False,False,False,False,3799218.908112265,False,False,False,False
2022-01-06 00:00:00+00:00,2.86,2.94,2.83,2.91,5385937,,,,,,,,#000000,,,,52.423658417132636,-58.641975308641804,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5697289,-44551.819677198044,False,False,False,False,3861443.1470098235,False,False,False,False
2022-01-07 00:00:00+00:00,2.79,2.895,2.78,2.87,7875536,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.790256845902,-58.641975308641804,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13572825,-575072.336552602,False,False,False,False,4018858.5530094383,False,False,False,False
2022-01-10 00:00:00+00:00,2.86,2.87,2.755,2.78,5867459,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.91110894308019,-58.641975308641804,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7705366,-854691.6959034803,False,False,False,False,4091352.6881855386,False,False,False,False
2022-01-11 00:00:00+00:00,2.95,2.97,2.845,2.86,4650627,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.7023652401395,-58.641975308641804,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3054739,-940968.0607700105,False,False,False,False,4113285.0141390474,False,False,False,False
2022-01-12 00:00:00+00:00,2.88,2.9,2.785,2.79,8436660,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.58510980676654,-58.641975308641804,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11491399,-1354710.4505437356,False,False,False,False,4282829.131231634,False,False,False,False
2022-01-13 00:00:00+00:00,2.69,2.86,2.69,2.84,6510486,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.17913514139047,-58.641975308641804,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18001885,-2007540.8250322165,False,False,False,False,4370188.224124511,False,False,False,False
2022-01-14 00:00:00+00:00,2.62,2.7,2.55,2.7,4996178,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.221659227273516,-58.641975308641804,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22998063,-2830698.5573838945,False,False,False,False,4394736.842786294,False,False,False,False
