date,Open,High,Low,Close,Volume,aVWAP_peak_882,aVWAP_peak_853,aVWAP_peak_821,aVWAP_peak_803,aVWAP_peak_787,aVWAP_valley_871,aVWAP_valley_841,aVWAP_valley_741,aVWAP_valley_720,aVWAP_valley_698,aVWAP_valley_660,aVWAP_valley_647,aVWAP_valley_565,aVWAP_valley_546,aVWAP_valley_525,aVWAP_valley_475,aVWAP_valley_456,aVWAP_valley_421,aVWAP_valley_401,aVWAP_valley_360,aVWAP_valley_337,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,94.5,94.93,94.295,94.62,9701.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9701.0,False,False,False,False
2024-12-19 16:00:00+00:00,94.62,94.83,94.27,94.34,10608.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10608.0,-164.46511627906978,False,False,False,False,9715.062015503876,False,False,False,False
2024-12-19 17:00:00+00:00,94.34,94.65,94.25,94.49,6632.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3976.0,-223.55868036776636,False,False,False,False,9667.262604410793,False,False,False,False
2024-12-19 18:00:00+00:00,94.37,94.78,94.26,94.75,8759.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4783.0,-145.937615555863,False,False,False,False,9653.181013644733,False,False,False,False
2024-12-19 19:00:00+00:00,94.75,94.78,94.35,94.37,19092.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-14309.0,-365.51997810538455,False,False,False,False,9799.519292502953,False,False,False,False
2024-12-19 20:00:00+00:00,94.395,95.09,94.26,94.33,32953.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-47262.0,-1092.5971877471616,False,False,False,False,10158.487985642443,False,False,False,False
2024-12-20 15:00:00+00:00,94.99,96.075,94.95,95.78,8452.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-38810.0,-1677.3631228208487,False,False,False,False,10132.030807570467,False,False,False,False
2024-12-20 16:00:00+00:00,95.78,96.405,95.71,95.99,18189.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-20621.0,-1971.062919366262,False,False,False,False,10256.945058615886,False,False,False,False
2024-12-20 17:00:00+00:00,95.93,96.33,95.77,96.28,14344.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-6277.0,-2037.8216337946917,False,False,False,False,10320.310251505562,False,False,False,False
2024-12-20 18:00:00+00:00,96.27,96.27,95.465,95.755,16032.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-22309.0,-2352.1034689296575,False,False,False,False,10408.863580939584,False,False,False,False
2024-12-20 19:00:00+00:00,95.62,95.95,95.27,95.28,18972.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-41281.0,-2955.6522523571048,False,False,False,False,10541.625385886256,False,False,False,False
2024-12-20 20:00:00+00:00,95.32,95.68,94.71,94.83,54046.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-95327.0,-4387.766170925212,False,False,False,False,11216.11181401205,False,False,False,False
2024-12-23 15:00:00+00:00,94.68,94.97,94.49,94.68,2598.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-97925.0,-5837.955842693813,False,False,False,False,11082.497677360701,False,False,False,False
