date,Open,High,Low,Close,Volume,aVWAP_peak_840,aVWAP_peak_810,aVWAP_peak_765,aVWAP_peak_764,aVWAP_peak_744,aVWAP_peak_696,aVWAP_peak_681,aVWAP_peak_680,aVWAP_peak_652,aVWAP_peak_651,aVWAP_peak_640,aVWAP_peak_619,aVWAP_peak_535,aVWAP_peak_534,aVWAP_peak_492,aVWAP_peak_478,aVWAP_peak_439,aVWAP_peak_403,aVWAP_peak_402,aVWAP_peak_392,aVWAP_peak_341,aVWAP_peak_329,aVWAP_peak_312,aVWAP_peak_260,aVWAP_peak_246,aVWAP_peak_233,aVWAP_peak_185,aVWAP_peak_171,aVWAP_peak_143,aVWAP_peak_126,aVWAP_peak_114,aVWAP_peak_60,aVWAP_peak_34,aVWAP_valley_856,aVWAP_valley_823,aVWAP_valley_822,aVWAP_valley_795,aVWAP_valley_794,aVWAP_valley_774,aVWAP_valley_773,aVWAP_valley_725,aVWAP_valley_707,aVWAP_valley_671,aVWAP_valley_631,aVWAP_valley_599,aVWAP_valley_588,aVWAP_valley_564,aVWAP_valley_548,aVWAP_valley_527,aVWAP_valley_526,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,223.99,225.22,218.755,220.96,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,153.0,False,False,False,False
2024-12-19 16:00:00+00:00,220.135,221.5,218.47,220.43,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-244.0,-3.7829457364341086,False,False,False,False,154.4108527131783,False,False,False,False
2024-12-19 17:00:00+00:00,220.43,220.43,218.87,218.87,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-311.0,-8.546000841295594,False,False,False,False,153.0556456943693,False,False,False,False
2024-12-19 18:00:00+00:00,218.78,220.09,218.78,219.45,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,166.0,-5.839861293368531,False,False,False,False,158.07803878437906,False,False,False,False
2024-12-19 19:00:00+00:00,220.365,220.365,217.91,218.05,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-86.0,-7.08265414153336,False,False,False,False,159.53419322183055,False,False,False,False
2024-12-19 20:00:00+00:00,218.05,219.97,217.02,217.29,656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-742.0,-18.476721519184004,False,False,False,False,167.23133751296496,False,False,False,False
2024-12-20 15:00:00+00:00,221.02,223.665,220.705,222.68,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-672.0,-28.608865371599755,False,False,False,False,165.72387491586474,False,False,False,False
2024-12-20 16:00:00+00:00,223.425,224.12,222.585,223.97,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-280.0,-32.5064023425827,False,False,False,False,169.23203189391336,False,False,False,False
2024-12-20 17:00:00+00:00,223.365,223.385,222.6,223.27,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-439.0,-38.80862866285274,False,False,False,False,169.07339574051935,False,False,False,False
2024-12-20 18:00:00+00:00,223.27,223.27,221.04,222.27,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-504.0,-46.020897985909286,False,False,False,False,167.4598547212865,False,False,False,False
