date,Close,High,Low,Open,Volume,aVWAP_peak_12,aVWAP_valley_24,aVWAP_valley_10,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,667.59,678.67,650.48,650.48,191022,,,,,,#000000
2022-01-07 00:00:00+00:00,674.31,677.275,655.4834,665.04,352368,,,,,,#000000
2022-01-14 00:00:00+00:00,684.46,694.1,669.68,678.8,338380,,,,,,#000000
2022-01-21 00:00:00+00:00,652.4,682.51,650.825,682.51,213728,,,,,,#000000
2022-01-28 00:00:00+00:00,658.23,660.0,633.75,642.69,352596,,,,,,#000000
2022-02-04 00:00:00+00:00,687.23,694.36,650.02,654.76,370355,,,,,,#000000
2022-02-11 00:00:00+00:00,670.57,703.22,667.86,688.58,303449,,,,,,#000000
2022-02-18 00:00:00+00:00,687.8,698.24,665.5,669.83,320316,,,,,,#000000
2022-02-25 00:00:00+00:00,673.54,692.94,644.61,685.2,324831,,,,,,#000000
2022-03-04 00:00:00+00:00,654.25,676.72,642.335,661.62,355555,,,,,,#000000
2022-03-11 00:00:00+00:00,638.51,646.39,585.1,646.39,454763,,,623.3333333333334,,623.3333333333334,#000000
2022-03-18 00:00:00+00:00,676.75,686.15,641.745,646.76,357044,,,643.072914038271,,643.072914038271,#000000
2022-03-25 00:00:00+00:00,860.0,862.87,838.59,846.5,2177618,853.82,,796.589609669641,853.82,796.589609669641,#000000
2022-04-01 00:00:00+00:00,854.82,859.78,844.02,859.21,742741,853.5792322907331,,807.7906733944847,853.5792322907331,807.7906733944847,#000000
2022-04-08 00:00:00+00:00,848.0,857.0,847.61,852.62,826250,852.9817578331053,,815.5991519554161,852.9817578331053,815.5991519554161,#000000
2022-04-15 00:00:00+00:00,845.49,850.71,844.69,849.59,427458,852.3654228054636,,818.2881228847741,852.3654228054636,818.2881228847741,#000000
2022-04-22 00:00:00+00:00,835.25,844.56,834.18,841.61,1011760,849.562064206924,,821.6128199664512,849.562064206924,821.6128199664512,#000000
2022-04-29 00:00:00+00:00,836.5,843.23,832.0452,835.31,1101766,847.4061105854657,,824.0408798209802,847.4061105854657,824.0408798209802,#000000
2022-05-06 00:00:00+00:00,831.26,840.33,831.26,837.54,1105603,845.4436870411299,,825.4210240245372,845.4436870411299,825.4210240245372,#000000
2022-05-13 00:00:00+00:00,837.0,837.0,829.41,831.42,1024869,844.1076802908666,,826.4258066432991,844.1076802908666,826.4258066432991,#000000
2022-05-20 00:00:00+00:00,834.01,836.11,830.26,835.51,738409,843.2490153772876,,826.9468705742145,843.2490153772876,826.9468705742145,#000000
2022-05-27 00:00:00+00:00,834.0,835.83,830.8,834.73,496366,842.7499321465049,,827.2597583222572,842.7499321465049,827.2597583222572,#000000
2022-06-03 00:00:00+00:00,834.16,835.25,831.88,832.51,396909,842.3950116456707,,827.497415565296,842.3950116456707,827.497415565296,#000000
2022-06-10 00:00:00+00:00,834.11,836.25,832.5,833.61,395142,842.0882638153972,,827.7357375189185,842.0882638153972,827.7357375189185,#000000
2022-06-17 00:00:00+00:00,830.5,834.28,827.5,833.13,887734,841.2008714460303,830.76,827.9568051348746,841.2008714460303,829.3584025674372,#000000
2022-06-24 00:00:00+00:00,833.5,834.79,829.52,831.01,611193,840.7609153857727,831.5116259497628,828.1794461665137,840.7609153857727,829.8455360581382,#000000
2022-07-01 00:00:00+00:00,833.9,836.6,831.62,833.0,474919,840.5038932414036,832.11996767225,828.3898145660327,840.5038932414036,830.2548911191413,#000000
2022-07-08 00:00:00+00:00,834.57,835.54,831.47,831.5,423400,840.2848468008922,832.4272910289558,828.5594414894141,840.2848468008922,830.493366259185,#000000
2022-07-15 00:00:00+00:00,835.38,835.91,832.67,834.49,316480,840.1494023706596,832.6868964086033,828.697489904463,840.1494023706596,830.6921931565332,#000000
2022-07-22 00:00:00+00:00,837.15,837.89,833.6,835.27,541950,839.9937042440946,833.273918118183,828.9781615124492,839.9937042440946,831.1260398153161,#000000
2022-07-29 00:00:00+00:00,837.48,839.6,836.55,837.5,451662,839.9261399454745,833.834667263501,829.2467465810073,839.9261399454745,831.5407069222542,#000000
2022-08-05 00:00:00+00:00,837.2,838.3475,836.88,837.1,317276,839.8724115366123,834.1217145693972,829.4176017882322,839.8724115366123,831.7696581788148,#000000
2022-08-12 00:00:00+00:00,838.5,838.95,837.0,837.0,267544,839.8411419878613,834.372810544253,829.567857263437,839.8411419878613,831.9703339038449,#000000
2022-08-19 00:00:00+00:00,842.19,843.5,838.32,838.9,187626,839.8599430212764,834.6644764970811,829.7081767219469,839.8599430212764,832.186326609514,#000000
2022-08-26 00:00:00+00:00,841.21,841.82,840.8,840.8,179313,839.8767622194264,834.9189574954116,829.8385114389658,839.8767622194264,832.3787344671887,#000000
2022-09-02 00:00:00+00:00,840.02,842.045,840.02,840.9,311191,839.8932802393064,835.2805969905565,830.0467103942,839.8932802393064,832.6636536923783,#000000
2022-09-09 00:00:00+00:00,841.01,843.3,839.9,840.33,332098,839.9251261014462,835.6640750123308,830.2744712875465,839.9251261014462,832.9692731499387,#000000
2022-09-16 00:00:00+00:00,843.0,843.525,841.25,841.57,397551,839.9907871210769,836.1472507017768,830.5632498889709,839.9907871210769,833.3552502953738,#000000
2022-09-23 00:00:00+00:00,841.98,845.66,841.46,841.52,330960,840.0519047498306,836.5251410732654,830.8019816973424,840.0519047498306,833.6635613853039,#000000
2022-09-30 00:00:00+00:00,839.37,842.69,839.37,841.26,605516,840.0669621562695,836.8856840309164,831.1293801326333,840.0669621562695,834.0075320817748,#000000
2022-10-07 00:00:00+00:00,843.1,844.41,840.83,840.99,448540,840.1363812563155,837.2588462078247,831.4142928177187,840.1363812563155,834.3365695127717,#000000
2022-10-14 00:00:00+00:00,842.19,843.25,841.05,842.21,358234,840.1769738314574,837.4948948306686,831.620212361078,840.1769738314574,834.5575535958733,#000000
2022-10-21 00:00:00+00:00,847.79,848.0,847.6,847.74,868558,840.5298166956876,838.5714060015877,832.3382147488384,840.5298166956876,835.454810375213,#000000
2022-10-28 00:00:00+00:00,847.79,847.79,847.79,847.79,0,840.5298166956876,838.5714060015877,832.3382147488384,840.5298166956876,835.454810375213,#000000
