date,Open,High,Low,Close,Volume,aVWAP_peak_875,aVWAP_peak_834,aVWAP_peak_798,aVWAP_peak_762,aVWAP_peak_747,aVWAP_peak_726,aVWAP_peak_696,aVWAP_peak_682,aVWAP_peak_646,aVWAP_peak_615,aVWAP_peak_601,aVWAP_peak_584,aVWAP_peak_571,aVWAP_peak_557,aVWAP_peak_534,aVWAP_peak_493,aVWAP_peak_478,aVWAP_peak_441,aVWAP_peak_414,aVWAP_peak_385,aVWAP_peak_367,aVWAP_peak_343,aVWAP_peak_328,aVWAP_peak_312,aVWAP_peak_295,aVWAP_peak_270,aVWAP_peak_226,aVWAP_peak_151,aVWAP_valley_857,aVWAP_valley_826,aVWAP_valley_791,aVWAP_valley_773,aVWAP_valley_713,aVWAP_valley_702,aVWAP_valley_689,aVWAP_valley_668,aVWAP_valley_627,aVWAP_valley_607,aVWAP_valley_591,aVWAP_valley_564,aVWAP_valley_546,aVWAP_valley_525,aVWAP_valley_509,aVWAP_valley_464,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,85.22,85.24,84.515,84.515,1686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1686.0,False,False,False,False
2024-12-19 16:00:00+00:00,84.595,85.34,84.26,84.92,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,804.0,12.465116279069766,False,False,False,False,1672.3255813953488,False,False,False,False
2024-12-19 17:00:00+00:00,84.92,84.935,84.33,84.42,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-24.0,11.899765639084187,False,False,False,False,1659.235262303948,False,False,False,False
2024-12-19 18:00:00+00:00,84.42,84.89,84.175,84.89,475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,451.0,18.70752121057125,False,False,False,False,1640.8750256790804,False,False,False,False
2024-12-19 19:00:00+00:00,84.89,84.89,84.32,84.36,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-433.0,11.70430382746162,False,False,False,False,1629.1405291569242,False,False,False,False
2024-12-19 20:00:00+00:00,84.36,84.825,84.36,84.71,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,567.0,20.313539427035856,False,False,False,False,1619.3864124258089,False,False,False,False
2024-12-20 15:00:00+00:00,85.585,86.41,85.435,86.05,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1323.0,40.51022873824461,False,False,False,False,1606.000576574246,False,False,False,False
2024-12-20 16:00:00+00:00,86.155,86.32,85.985,86.2,817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2140.0,73.06045775005477,False,False,False,False,1593.7680094955756,False,False,False,False
2024-12-20 17:00:00+00:00,86.2,86.33,85.95,86.14,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1457.0,94.51688476168184,False,False,False,False,1579.6475752398303,False,False,False,False
2024-12-20 18:00:00+00:00,86.145,86.25,85.96,86.115,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,710.0,104.05925864134568,False,False,False,False,1566.7383105074298,False,False,False,False
