date,Close,High,Low,Open,Volume,aVWAP_OB_bull_177,aVWAP_OB_bull_94,aVWAP_OB_bear_161,aVWAP_OB_bear_90,aVWAP_OB_bear_82,aVWAP_OB_bear_0,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,34.445083026,34.445083026,34.0437187399,34.1400461686,811552,,,,,,34.31129493063333,-1.0,34.445084,34.04372,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,811552.0,False,False,False,False
2022-01-07 00:00:00+00:00,33.9473913113,34.445083026,33.6423544539,34.445083026,2342197,,,,,,34.08872741203124,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-2342197,-173496.07407407407,False,False,False,False,924933.1111111111,False,False,False,False
2022-01-14 00:00:00+00:00,33.9634458827,34.1480734543,33.7627637397,33.899227597,942874,,,,,,34.058661059980274,0.0,0.0,0.0,0.0,,#000000,,,,0.7423904955271641,-51.48478099105433,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-1399323,-264298.0685871056,False,False,False,False,926262.0658436214,False,False,False,False
2022-01-21 00:00:00+00:00,33.7467091683,33.9553383242,33.6905181682,33.8430365969,962967,,,,,,34.00895971934129,0.0,0.0,0.0,0.0,,#000000,,,,1.0779421699322165,-51.130158746909174,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-2362290,-419704.8783213941,False,False,False,False,928980.949855205,False,False,False,False
2022-01-28 00:00:00+00:00,32.7272438818,33.7306545968,32.406152453,33.6343271682,1153884,,,,,,33.81317354640922,0.0,0.0,0.0,0.0,,#000000,,,,1.027858487021678,-51.130158746909174,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-3516174,-649072.9614086982,False,False,False,False,945640.4350511157,False,False,False,False
2022-02-04 00:00:00+00:00,32.273988439,33.2406762266,32.273988439,32.663025596,1639242,,,,,,33.55913594552488,0.0,0.0,0.0,0.0,,#000000,,,,0.9456276189287625,-51.130158746909174,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-5155416,-982876.1494524983,False,False,False,False,997018.328751033,False,False,False,False
2022-02-11 00:00:00+00:00,31.3871189091,32.3711409648,31.2823070555,32.273988439,1732536,,,,,,33.21951594742945,0.0,0.0,0.0,0.0,,#000000,,,,0.8343351011798451,-51.130158746909174,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-6887952,-1420289.17541898,False,False,False,False,1051501.1192139196,False,False,False,False
2022-02-18 00:00:00+00:00,31.5564303648,31.7660540718,30.9759339452,31.3226193069,1844657,,,,,,32.931161352766274,0.0,0.0,0.0,0.0,31.432806127266666,#000000,,31.432806127266666,,2.1220645940770666,-49.86496815384278,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-5043295,-1688659.9772397962,False,False,False,False,1110253.4066795553,False,False,False,False
2022-02-25 00:00:00+00:00,31.7499291713,31.8184599986,31.0968706993,31.4274311604,775611,,,,,,32.843717417794466,0.0,0.0,0.0,0.0,31.469001698722685,#000000,,31.469001698722685,,4.590337420618896,-47.457796671781345,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-4267684,-1879698.793740552,False,False,False,False,1085465.0802588474,False,False,False,False
2022-03-04 00:00:00+00:00,31.5471486947,31.9935874202,31.5228505057,31.6693046686,744892,,,,,,32.777234027167324,0.0,0.0,0.0,0.0,31.517447371924668,#000000,,31.517447371924668,,6.293928474624244,-45.84884007010654,True,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-5012576,-2111763.7719819928,False,False,False,False,1060237.444684118,False,False,False,False
