date,Open,High,Low,Close,Volume,aVWAP_peak_859,aVWAP_peak_811,aVWAP_peak_777,aVWAP_peak_762,aVWAP_peak_729,aVWAP_peak_728,aVWAP_peak_708,aVWAP_peak_670,aVWAP_peak_646,aVWAP_peak_643,aVWAP_peak_598,aVWAP_peak_581,aVWAP_peak_553,aVWAP_peak_510,aVWAP_peak_497,aVWAP_peak_467,aVWAP_peak_438,aVWAP_peak_388,aVWAP_peak_374,aVWAP_peak_331,aVWAP_peak_282,aVWAP_peak_258,aVWAP_peak_221,aVWAP_peak_206,aVWAP_peak_148,aVWAP_peak_90,aVWAP_peak_48,aVWAP_peak_38,aVWAP_peak_13,aVWAP_valley_871,aVWAP_valley_870,aVWAP_valley_846,aVWAP_valley_822,aVWAP_valley_804,aVWAP_valley_790,aVWAP_valley_774,aVWAP_valley_743,aVWAP_valley_721,aVWAP_valley_677,aVWAP_valley_661,aVWAP_valley_616,aVWAP_valley_606,aVWAP_valley_582,aVWAP_valley_543,aVWAP_valley_527,aVWAP_valley_491,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,20.14,20.895,20.125,20.87,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,20.87,21.335,20.86,21.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 17:00:00+00:00,21.19,21.48,21.16,21.46,901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 18:00:00+00:00,21.46,21.465,21.16,21.38,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 19:00:00+00:00,21.37,21.42,21.215,21.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,21.33,21.57,21.265,21.57,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,22.685,22.73,21.84,22.45,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,22.44,22.49,21.4,21.565,1122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,21.53,22.2,21.26,22.19,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,22.18,22.34,21.98,22.02,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 19:00:00+00:00,22.02,22.49,21.92,22.45,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 20:00:00+00:00,22.44,22.705,22.31,22.545,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 15:00:00+00:00,21.95,22.445,21.94,22.31,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 16:00:00+00:00,22.31,23.05,22.17,22.84,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.686666666666667,,,,,,,,,,,,,,,,,,22.686666666666667,,#000000,-1.0,23.05,22.17,0.0
2024-12-18 17:00:00+00:00,22.83,22.87,22.23,22.4,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.56134275618375,,,,,,,,,,,,,,,,,,22.56134275618375,,#000000,0.0,0.0,0.0,0.0
2024-12-18 18:00:00+00:00,22.4,22.425,22.08,22.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.56134275618375,,,,,,,,,,,,,,,,,,22.56134275618375,,#000000,0.0,0.0,0.0,0.0
2024-12-18 19:00:00+00:00,22.32,22.4,21.32,21.33,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.293841113841115,,,,,,,,,,,,,,,,,,22.293841113841115,,#000000,0.0,0.0,0.0,0.0
2024-12-18 20:00:00+00:00,21.41,21.415,19.525,20.3,3392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.77727373593279,,,,,,,,,,,,,,,,,,20.77727373593279,,#000000,0.0,0.0,0.0,0.0
2024-12-19 15:00:00+00:00,20.82,20.82,20.045,20.27,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.773608559089123,,,,,,,,,,,,,,,,,,20.773608559089123,,#000000,0.0,0.0,0.0,0.0
