date,Open,High,Low,Close,Volume,aVWAP_peak_857,aVWAP_peak_840,aVWAP_peak_810,aVWAP_peak_798,aVWAP_peak_786,aVWAP_peak_769,aVWAP_peak_757,aVWAP_peak_756,aVWAP_peak_707,aVWAP_peak_677,aVWAP_valley_864,aVWAP_valley_846,aVWAP_valley_828,aVWAP_valley_804,aVWAP_valley_764,aVWAP_valley_743,aVWAP_valley_742,aVWAP_valley_741,aVWAP_valley_689,aVWAP_valley_659,aVWAP_valley_636,aVWAP_valley_575,aVWAP_valley_563,aVWAP_valley_534,aVWAP_valley_497,aVWAP_valley_496,aVWAP_valley_479,aVWAP_valley_443,aVWAP_valley_434,aVWAP_OB_bull_864,aVWAP_OB_bull_764,aVWAP_OB_bull_575,aVWAP_OB_bull_534,aVWAP_OB_bull_497,aVWAP_OB_bear_810,aVWAP_OB_bear_757,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-26 15:00:00+00:00,5.865,5.885,5.86,5.885,2273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2273.0,False,False,False,False
2024-12-26 16:00:00+00:00,5.885,5.89,5.87,5.875,4867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4867.0,-75.45736434108527,False,False,False,False,2313.217054263566,False,False,False,False
2024-12-26 17:00:00+00:00,5.875,5.875,5.86,5.865,669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5536.0,-160.1169400877351,False,False,False,False,2287.7253169881615,False,False,False,False
2024-12-26 18:00:00+00:00,5.865,5.88,5.855,5.855,2249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7785.0,-278.3321813266849,False,False,False,False,2287.124924476717,False,False,False,False
2024-12-26 19:00:00+00:00,5.855,5.86,5.85,5.855,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7785.0,-394.7146281278216,False,False,False,False,2261.2935302987835,False,False,False,False
2024-12-26 20:00:00+00:00,5.855,5.87,5.85,5.865,41002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.69489950608832,-40.374590444520514,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,33217.0,126.39722657183455,False,False,False,False,2861.9246383561667,False,False,False,False
2024-12-27 15:00:00+00:00,5.87,5.87,5.845,5.855,18885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.988323866478648,-37.15220249053452,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,14332.0,346.6391300358371,False,False,False,False,3110.344411404908,False,False,False,False
2024-12-27 16:00:00+00:00,5.855,5.875,5.85,5.855,2156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.850606773405534,-35.17599012011857,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,14332.0,563.466430345359,False,False,False,False,3095.5483740187856,False,False,False,False
2024-12-27 17:00:00+00:00,5.855,5.855,5.825,5.835,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.838333333333334,,16.602255394055565,-35.17599012011857,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,14313.0,776.6374934407797,False,False,False,False,3047.8499496153936,False,False,False,False
2024-12-27 18:00:00+00:00,5.835,5.865,5.835,5.855,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.851490496059341,,24.681321927249847,-29.945487992750365,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,15732.0,1008.5035788137909,False,False,False,False,3022.596462024457,False,False,False,False
2024-12-27 19:00:00+00:00,5.855,5.87,5.855,5.865,5123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.8607376924249355,,33.00546082204919,-22.927478828016607,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,20855.0,1316.2011977469103,False,False,False,False,3055.1608579620624,False,False,False,False
2024-12-27 20:00:00+00:00,5.865,5.865,5.835,5.845,17601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,5.8517016389371745,,34.399481617710364,-22.271465553160887,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3254.0,1346.2445900299037,False,False,False,False,3280.677743885131,False,False,False,False
