date,Close,High,Low,Open,Volume,aVWAP_peak_153,aVWAP_peak_124,aVWAP_peak_82,aVWAP_peak_61,aVWAP_peak_32,aVWAP_peak_13,aVWAP_valley_170,aVWAP_valley_145,aVWAP_valley_120,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,271.8887525562,301.7765235174,266.0911247444,283.3840490798,15256254,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,15256254.0,False,False,False,False
2022-01-07 00:00:00+00:00,229.8059713701,281.1849488753,207.9149284254,274.0378732106,21392450,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-21392450,-1584625.9259259258,False,False,False,False,15710787.037037037,False,False,False,False
2022-01-14 00:00:00+00:00,205.6158691207,237.4028629857,195.020204499,224.1083026585,19912846,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-41305296,-4526897.783264746,False,False,False,False,16022050.663923182,False,False,False,False
2022-01-21 00:00:00+00:00,179.6265030675,201.5175460123,162.1336605317,197.8190593047,20655281,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-61960577,-8781244.391911801,False,False,False,False,16365252.911039984,False,False,False,False
2022-01-28 00:00:00+00:00,150.538404908,181.4757464213,133.945194274,162.3335787321,30617816,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-92578393,-14988440.58510352,False,False,False,False,17420998.32503702,False,False,False,False
2022-02-04 00:00:00+00:00,153.4372188139,187.0234764826,146.4400817996,151.3380777096,28611329,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-63967064,-18616486.76398474,False,False,False,False,18249911.708367612,False,False,False,False
2022-02-11 00:00:00+00:00,188.0230674847,209.5142740286,146.4400817996,156.1361145194,32427826,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-31539238,-19573727.596282165,False,False,False,False,19300127.581821866,False,False,False,False
2022-02-18 00:00:00+00:00,178.9267893661,205.7158282209,176.5277709611,188.2229856851,20748708,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-52287946,-21997003.0335946,False,False,False,False,19407429.835020244,False,False,False,False
2022-02-25 00:00:00+00:00,176.5277709611,181.2258486708,149.5388139059,173.528997955,16411784,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-68699730,-25456464.29036537,False,False,False,False,19185530.143537264,False,False,False,False
2022-03-04 00:00:00+00:00,165.6322290389,194.2205316973,163.4331288344,179.876400818,18626761,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.22322132569981362,-0.22322132569981362,False,False,False,False,-87326491,-30039429.23181979,False,False,False,False,19144139.836608578,False,False,False,False
2022-03-11 00:00:00+00:00,142.9415132924,170.9300613497,142.5916564417,169.0308384458,15495345,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.2830247900576038,False,False,False,False,-102821836,-35430718.62205536,False,False,False,False,18873858.737600535,False,False,False,False
2022-03-18 00:00:00+00:00,157.9353783231,158.9349693252,128.9472392638,140.4425357873,16821598,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.31292652223649886,False,False,False,False,-86000238,-39176608.94634755,False,False,False,False,18721839.4237042,False,False,False,False
2022-03-25 00:00:00+00:00,202.3172188139,223.4085889571,152.6875255624,156.8358282209,42022940,,,,,,,,,,,,#000000,,,,False,False,False,False,0.29529620098707154,-0.008815160624713658,False,False,False,False,-43977298,-39532215.5429144,False,False,False,False,20447846.873800185,False,False,False,False
2022-04-01 00:00:00+00:00,232.9047034765,343.159591002,205.2160327198,206.0157055215,68935617,,,,,,260.42677573276666,,,,260.42677573276666,,#000000,,,,False,False,False,False,0.3428282538467365,0.1670065466110114,False,False,False,False,24958319,-34755138.91010592,False,False,False,False,24039533.549814984,False,False,False,False
2022-04-08 00:00:00+00:00,182.325398773,239.50200409,181.2258486708,234.7039672802,24095624,,,,,,245.03949809832363,,,,245.03949809832363,,#000000,,,,False,False,False,False,0.006584899213629785,0.0867957229123206,False,False,False,False,862695,-32116780.84269067,False,False,False,False,24043688.397976838,False,False,False,False
2022-04-15 00:00:00+00:00,180.1262985685,190.0222494888,169.3307157464,180.2262576687,14171012,,,,,,236.41901421426894,,,,236.41901421426894,,#000000,,,,False,False,False,False,-0.15003359314206755,-0.03161893511487347,False,False,False,False,-13308317,-30723561.298787653,False,False,False,False,23312379.03516374,False,False,False,False
2022-04-22 00:00:00+00:00,165.1324335378,189.0726380368,160.9341513292,180.9259713701,13201205,,,,,,229.32456367523852,,,,229.32456367523852,,#000000,,,,False,False,False,False,-0.17434305050714274,-0.10298099281100812,False,False,False,False,-26509522,-30411410.239618197,False,False,False,False,22563403.180707168,False,False,False,False
2022-04-29 00:00:00+00:00,152.9374233129,170.8301022495,146.9398773006,163.8329652352,12855164,,,,,,222.33816453626957,,,,222.33816453626957,,#000000,,,,False,False,False,False,-0.2599777813273092,-0.18147938706915867,False,False,False,False,-39364686,-31074615.851498332,False,False,False,False,21844274.352506638,False,False,False,False
2022-05-06 00:00:00+00:00,137.5437218814,161.0840899795,135.1457030675,150.9382413088,14194180,,,,,,214.85404218240186,,,,214.85404218240186,,#000000,,,,False,False,False,False,-0.31927377284722747,-0.25037657995819307,False,False,False,False,-53558866,-32740115.862498455,False,False,False,False,21277600.696765408,False,False,False,False
2022-05-13 00:00:00+00:00,118.0516973415,140.0426993865,96.9603271984,136.2442535787,31795141,,,,,,197.73635864898046,,,,197.73635864898046,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.2966024171867935,False,False,False,False,-85354007,-36637441.13194301,False,False,False,False,22056677.75626427,False,False,False,False
2022-05-20 00:00:00+00:00,120.250797546,142.1418404908,114.2532515337,118.9513292434,22470443,,,,,,189.69499822919502,,,,189.69499822919502,,#000000,,,,False,False,False,False,-0.29736094826968046,-0.296981682728237,False,False,False,False,-62883564,-38581598.38142871,False,False,False,False,22087327.033578027,False,False,False,False
2022-05-27 00:00:00+00:00,144.2409815951,144.6408179959,102.9578732106,120.0508793456,27708005,,,,,,182.5596460963716,,,,182.5596460963716,,#000000,,,,False,False,False,False,-0.3178271850189249,-0.30740443387358096,False,False,False,False,-35175559,-38329299.167989545,False,False,False,False,22503673.549609285,False,False,False,False
2022-06-03 00:00:00+00:00,124.4490797546,161.2340286299,121.7511836401,157.4355828221,24705065,,,,,,178.01507802596996,,,,178.01507802596996,,#000000,,,,False,False,False,False,-0.23686665314101146,-0.2721355435072962,False,False,False,False,-59880624,-39925693.599990316,False,False,False,False,22666739.582971558,False,False,False,False
2022-06-10 00:00:00+00:00,124.2491615542,142.4417177914,117.6518609407,124.149202454,18564637,,,,,,174.61792330981493,,,,174.61792330981493,,#000000,,,,False,False,False,False,-0.25226982519670077,-0.26220268435199845,True,False,False,False,-78445261,-42778994.888879925,False,False,False,False,22362880.13238107,False,False,False,False
2022-06-17 00:00:00+00:00,125.2487525562,129.6469529652,110.8546421268,119.0512883436,15041353,,,,,,171.86299351982825,,,,171.86299351982825,,#000000,,,,False,False,False,False,-0.3217932107352326,-0.2919979475436155,False,False,False,False,-63403908,-44306766.23044437,False,False,False,False,21820544.78924173,False,False,False,False
2022-06-24 00:00:00+00:00,124.648997955,132.1459304703,114.3532106339,127.4478527607,17393921,,,,,,169.11839140420955,,,,169.11839140420955,,#000000,,,,False,False,False,False,-0.28176497301485776,-0.28688146027923667,False,False,False,False,-80797829,-47009807.91707812,False,False,False,False,21492646.730779383,False,False,False,False
2022-07-01 00:00:00+00:00,135.2446625767,147.4396728016,122.9996728016,125.7485480573,20134579,,,,,,167.02051206405457,,,,167.02051206405457,,#000000,,0.8593044589663604,1.1381186996227897,False,False,False,False,-0.056830906962919106,-0.17185618362107788,False,False,False,False,-60663250,-48021173.99729456,False,False,False,False,21392049.12109202,False,False,False,False
2022-07-08 00:00:00+00:00,146.5400408998,153.1373415133,121.5502658487,135.4445807771,16778851,,,,,,165.71510711701944,,,,165.71510711701944,,#000000,,0.9089222992146423,1.11808896750655,False,False,False,False,0.0901859948325415,-0.04083509439426819,False,False,False,False,-43884399,-47714746.21971719,False,False,False,False,21050330.741751872,False,False,False,False
2022-07-15 00:00:00+00:00,153.6371370143,161.3339877301,140.6424539877,144.8407361963,18344671,,,,,,165.01041934443683,,,,165.01041934443683,,#000000,,0.938832314868108,1.0688385511825829,False,False,False,False,0.3428282521355149,0.15099657887062334,False,False,False,False,-25539728,-46072152.27751592,False,False,False,False,20849911.501622103,False,False,False,False
2022-07-22 00:00:00+00:00,154.936605317,183.6248670757,152.7375051125,155.936196319,22296465,,,,,,164.93793461218928,,,,164.93793461218928,,#000000,,0.9875907739927401,1.015133202447969,False,False,False,False,0.3428282528701161,0.24691241587036972,False,False,False,False,-3243263,-42899641.96066289,False,False,False,False,20957063.61261306,False,False,False,False
2022-07-29 00:00:00+00:00,145.5404498978,155.6453153374,138.0934969325,155.436400818,10803464,,,,,,164.42969099643557,,,,164.42969099643557,,#000000,,1.00130044829058,1.0238668673866111,False,False,False,False,0.03655370606286182,0.14173306096661575,False,False,False,False,-14046727,-40762389.00061379,False,False,False,False,20204945.12278987,False,False,False,False
2022-08-05 00:00:00+00:00,221.7092842536,227.6068711656,143.1414314928,143.241390593,30097144,,,,,,166.7784349994525,,,,166.7784349994525,,#000000,,0.9938315025166276,0.9567210257217036,False,False,False,False,0.34282825327807903,0.2422806571223474,False,False,False,False,16050417,-36554033.00056832,False,False,False,False,20937700.595175806,False,False,False,False
2022-08-12 00:00:00+00:00,244.4,274.8875255624,207.2152147239,240.501595092,41206811,,,,,242.16758009543332,173.46214990211672,,,,207.81486499877502,,#000000,,1.0573433679275082,0.9323566143445479,False,False,False,False,0.34282825380226967,0.2925544554623085,False,False,False,False,57257228,-29605050.70422993,False,True,False,False,22439116.18071834,False,False,False,False
2022-08-19 00:00:00+00:00,180.2,261.588,175.0,240.7,28478623,,,,,227.2217272497418,175.31736943384894,,,,201.26954834179537,,#000000,,0.9958501829275971,0.9449036114554712,False,False,False,False,0.2086395553516399,0.2505970054069742,False,False,False,False,28778605,-25280335.466879565,False,False,False,False,22886487.056220688,False,False,False,False
2022-08-26 00:00:00+00:00,91.7,130.5,89.6,113.3,34981696,,,,,186.0164594993788,170.5902188484226,,,,178.30333917390072,,#000000,,0.9790889457252604,0.9983360397233302,False,False,False,False,-0.34282825441539394,-0.04611562450420986,False,False,False,False,-6203091,-23867206.24711071,False,False,False,False,23782428.459463596,False,False,False,False
2022-09-02 00:00:00+00:00,88.8,96.425,83.0,90.4,15123993,,,,,173.81939024009498,168.33065915430717,,,,171.07502469720106,,#000000,,0.9602687482142545,1.040782260847552,False,False,False,False,-0.34282825441539394,-0.1944719394598019,False,False,False,False,-21327084,-23679049.043621026,False,False,False,False,23141062.8698737,False,False,False,False
2022-09-09 00:00:00+00:00,97.2,97.3,78.9,86.5,9567098,,,,,167.70408033906776,166.99498435960282,,,,167.34953234933528,,#000000,,0.9751522189034324,1.0191488027144702,False,False,False,False,-0.34282825441539394,-0.2686500969375979,False,False,False,False,-11759986,-22796155.484834284,False,False,False,False,22135583.990623794,False,False,False,False
2022-09-16 00:00:00+00:00,89.8,107.5,89.8,100.1,15126484,,,,,160.1657836786453,165.09655621737684,,,,162.63116994801106,,#000000,,0.9974714487668638,0.9989283380663642,False,False,False,False,-0.29254519782277644,-0.28059764738018717,False,False,False,False,-26886470,-23099141.74521693,False,False,False,False,21616391.398725733,False,False,False,False
2022-09-23 00:00:00+00:00,79.9,93.5,76.5,90.7,10750129,,,,,154.84277035142048,163.57739405600614,,,,159.2100822037133,,#000000,,0.9614584500234056,1.074890995216817,False,False,False,False,-0.34282825441539394,-0.31171295089779055,False,False,False,False,-37636599,-24175990.430756412,False,False,False,False,20811483.072894197,False,False,False,False
2022-09-30 00:00:00+00:00,69.7,79.7,68.1,76.5,14016335,,,,,148.02365140002598,161.42407073584152,,,,154.72386106793374,,#000000,,0.8914857527950376,1.2364333426678298,False,False,False,False,-0.34282825441539394,-0.32727060265659225,False,False,False,False,-51652934,-26211319.584033713,False,False,False,False,20308138.771198332,False,False,False,False
