date,Open,High,Low,Close,Volume,aVWAP_peak_597,aVWAP_valley_612,aVWAP_valley_581,aVWAP_valley_557,aVWAP_valley_517,aVWAP_valley_477,aVWAP_valley_457,aVWAP_valley_420,aVWAP_valley_395,aVWAP_valley_351,aVWAP_valley_332,aVWAP_valley_271,aVWAP_valley_242,aVWAP_valley_212,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,33.895,34.265,33.66,34.26,40482.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,40482.0,False,False,False,False
2023-10-31 16:00:00+00:00,34.435,34.535,34.305,34.445,46986.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,46986.0,728.4651162790698,False,False,False,False,40582.83720930232,False,False,False,False
2023-11-01 16:00:00+00:00,34.57,35.055,34.39,34.995,37363.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,84349.0,2024.9075175770686,False,False,False,False,40532.91725256895,False,False,False,False
2023-11-02 16:00:00+00:00,35.93,36.295,35.85,36.215,30225.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,114574.0,3769.8546878471916,False,False,False,False,40373.10458198649,False,False,False,False
2023-11-03 16:00:00+00:00,36.5,36.925,36.495,36.515,53156.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,167730.0,6311.872444624754,False,False,False,False,40571.28900707197,False,False,False,False
2023-11-06 16:00:00+00:00,36.5,36.52,36.15,36.365,19930.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,147800.0,8505.486825328248,False,False,False,False,40251.26902246621,False,False,False,False
2023-11-06 20:00:00+00:00,36.365,36.385,36.265,36.305,10211.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,137589.0,10506.781603230134,False,False,False,False,39785.52841746673,False,False,False,False
2023-11-07 16:00:00+00:00,36.06,36.075,35.81,35.92,22254.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,115335.0,12132.025299304087,False,False,False,False,39513.72177533546,False,False,False,False
2023-11-07 20:00:00+00:00,35.92,36.065,35.88,35.89,19732.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,95603.0,13426.148938074566,False,False,False,False,39207.02841447754,False,False,False,False
2023-11-08 16:00:00+00:00,36.37,36.48,35.975,36.13,51027.0,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,146630.0,15491.324923530774,False,False,False,False,39390.2837878965,False,False,False,False
