date,Open,High,Low,Close,Volume,aVWAP_peak_392,aVWAP_peak_372,aVWAP_peak_353,aVWAP_peak_302,aVWAP_peak_272,aVWAP_peak_253,aVWAP_peak_241,aVWAP_peak_204,aVWAP_peak_178,aVWAP_peak_130,aVWAP_peak_104,aVWAP_peak_84,aVWAP_peak_35,aVWAP_valley_421,aVWAP_valley_407,aVWAP_valley_368,aVWAP_valley_342,aVWAP_valley_328,aVWAP_valley_298,aVWAP_valley_266,aVWAP_valley_218,aVWAP_valley_194,aVWAP_valley_173,aVWAP_valley_117,aVWAP_valley_92,aVWAP_valley_75,aVWAP_valley_62,aVWAP_valley_18,aVWAP_OB_bull_407,aVWAP_OB_bull_92,aVWAP_OB_bear_302,aVWAP_OB_bear_272,aVWAP_OB_bear_130,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,5.95,5.985,5.82,5.825,10506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,10506.0,False,False,False,False
2023-11-10 17:00:00+00:00,5.735,5.84,5.71,5.755,11103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11103.0,-172.13953488372093,False,False,False,False,10515.255813953489,False,False,False,False
2023-11-13 17:00:00+00:00,5.64,5.685,5.51,5.645,11976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23079.0,-527.2846583738958,False,False,False,False,10537.903010636379,False,False,False,False
2023-11-14 17:00:00+00:00,5.85,5.95,5.81,5.845,10689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.88111888111886,-33.00699300699303,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12390.0,-711.2027256859284,False,False,False,False,10540.24559961876,False,False,False,False
2023-11-15 17:00:00+00:00,6.0,6.06,5.91,5.95,11557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.0914653801552,-19.550548290727452,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-833.0,-713.091055520255,False,False,False,False,10556.009233733197,False,False,False,False
2023-11-16 17:00:00+00:00,5.56,5.56,5.42,5.435,25645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.83695347896897,-19.550548290727452,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26478.0,-1112.547008147848,False,False,False,False,10789.947075070666,False,False,False,False
2023-11-17 17:00:00+00:00,5.54,5.66,5.53,5.6,24046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.46717623971091,-19.550548290727452,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2432.0,-1133.0036436804394,False,False,False,False,10995.467275457167,False,False,False,False
2023-11-20 17:00:00+00:00,6.185,6.21,5.9,5.905,30268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.44815567449901,-16.29037630558205,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27836.0,-683.8718042435333,False,False,False,False,11294.266232426824,False,False,False,False
2023-11-21 17:00:00+00:00,5.86,5.91,5.74,5.785,21787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.130917059187425,-14.253100580254568,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6049.0,-579.4861948754165,False,False,False,False,11456.944275334934,False,False,False,False
2023-11-22 17:00:00+00:00,5.635,5.745,5.635,5.69,21576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.48205420266801,-13.974827267535353,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15527.0,-811.2305949548675,False,False,False,False,11613.828860213462,False,False,False,False
