date,Open,High,Low,Close,Volume,aVWAP_OB_bull_874,aVWAP_OB_bull_678,aVWAP_OB_bull_606,aVWAP_OB_bull_210,aVWAP_OB_bear_432,aVWAP_OB_bear_293,aVWAP_OB_bear_168,aVWAP_OB_bear_121,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,2.435,2.46,2.435,2.455,30303.0,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,2.4475,2.4475,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,30303.0,False,False,False,False
2024-12-16 16:00:00+00:00,2.455,2.455,2.415,2.415,33539.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,2.435,2.4475,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33539.0,-519.984496124031,False,False,False,False,30353.170542635657,False,False,False,False
2024-12-16 17:00:00+00:00,2.415,2.42,2.4,2.4,23676.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,2.41,2.41,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57215.0,-1398.9769845562166,False,False,False,False,30249.648518718823,False,False,False,False
2024-12-16 18:00:00+00:00,2.405,2.405,2.37,2.39,49130.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,2.3875,2.41,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-106345.0,-3026.047108826663,False,False,False,False,30542.367146335582,False,False,False,False
2024-12-16 19:00:00+00:00,2.385,2.4,2.385,2.395,13599.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.095935787998414,-47.21365779080143,False,False,False,True,True,,,,2.3875,2.41,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92746.0,-4417.054130395241,False,False,False,False,30279.679283601694,False,False,False,False
2024-12-16 20:00:00+00:00,2.395,2.395,2.37,2.375,68246.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.247343687349096,-46.36314682866572,False,False,False,True,True,,,,2.3825000000000003,2.41,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-160992.0,-6844.572671009269,False,False,False,False,30868.304410987712,False,False,False,False
2024-12-17 15:00:00+00:00,2.285,2.305,2.265,2.3,128734.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.804764971588276,-46.36314682866572,False,False,False,True,False,,,,2.285,2.41,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-289726.0,-11230.331234249436,False,False,False,False,32385.602017018908,False,False,False,False
2024-12-17 16:00:00+00:00,2.3,2.325,2.3,2.315,50727.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,7.097880643534456,-44.1573614842393,False,False,False,True,True,,,,2.285,2.41,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-238999.0,-14761.62842441611,False,False,False,False,32669.96477644497,False,False,False,False
2024-12-17 17:00:00+00:00,2.315,2.33,2.305,2.325,56565.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,11.502312587733341,-40.41986021479311,False,False,False,True,True,,,,2.285,2.41,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-182434.0,-17361.20007675074,False,False,False,False,33040.430438825664,False,False,False,False
2024-12-17 18:00:00+00:00,2.325,2.345,2.315,2.345,46478.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.351371629629174,-34.60565579682753,False,False,False,True,True,,,,2.285,2.41,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-135956.0,-19199.879145328247,False,False,False,False,33248.764850626816,False,False,False,False
