date,Close,High,Low,Open,Volume,aVWAP_valley_15,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-27 00:00:00+00:00,37.3878323202,38.2099731357,37.2410214603,37.7793279466,634574,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,634574.0,False,False,False,False
2025-01-03 00:00:00+00:00,38.5133822461,39.7123376019,37.2116592884,37.5933675241,1866723,,,#000000,,,,False,False,False,False,,,False,False,False,False,1866723,138275.77777777778,False,False,False,False,725844.2962962963,False,False,False,False
2025-01-10 00:00:00+00:00,37.2312340697,40.6666081913,36.8593132246,38.4546579021,2472573,,,#000000,,,,False,False,False,False,,,False,False,False,False,-605850,83155.34979423869,False,False,False,False,855231.6076817558,False,False,False,False
2025-01-17 00:00:00+00:00,38.8167913566,39.6341363506,36.6342032394,37.1137853818,1879267,,,#000000,,,,False,False,False,False,,,False,False,False,False,1273417,171322.87943910988,False,False,False,False,931086.0811868109,False,False,False,False
2025-01-24 00:00:00+00:00,41.8900320237,42.3402519941,39.2180743736,39.3453104522,2119271,,,#000000,,,,False,False,False,False,,,False,False,False,False,3392688,409942.5179991758,False,False,False,False,1019099.7788766767,False,False,False,False
2025-01-31 00:00:00+00:00,40.8329938325,42.0759924463,39.0810509044,41.8606698517,2695406,,,#000000,,,,False,False,False,False,,,False,False,False,False,697282,431226.924073311,False,False,False,False,1143270.610070997,False,False,False,False
2025-02-07 00:00:00+00:00,40.5687342847,41.5474733506,38.9244526538,39.2767987176,2259587,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1562305,283557.8926604731,False,False,False,False,1225960.7130287008,False,False,False,False
2025-02-14 00:00:00+00:00,40.4512855967,41.5959209344,38.9048778725,40.7546947072,2426181,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3988486,-32889.8030921545,False,False,False,False,1314865.9194710192,False,False,False,False
2025-02-21 00:00:00+00:00,41.3908751001,42.0759924463,40.1385784652,40.5491595033,2600765,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1387721,-133247.66952977268,False,False,False,False,1410117.7032139066,False,False,False,False
2025-02-28 00:00:00+00:00,39.60957,41.8117328984,38.8853030912,41.5474733506,3578974,,,#000000,,,,False,False,False,False,0.18396420942910624,0.18396420942910624,False,False,False,False,-4966695,-491280.8051201599,False,False,False,False,1570773.7251980617,False,False,False,False
2025-03-07 00:00:00+00:00,36.899025,39.997850625,35.92956,39.5205375,4283177,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.07943202249314385,False,False,False,False,-9249872,-1140065.3380742222,False,False,False,False,1771692.4862945015,False,False,False,False
2025-03-14 00:00:00+00:00,34.366545,36.68139,33.852135,36.4538625,4745795,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.2111301384542689,False,False,False,False,-13995667,-2092332.1278465022,False,False,False,False,1991996.3761986124,False,False,False,False
2025-03-21 00:00:00+00:00,34.97988,35.8603125,34.129125,34.129125,3863868,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.27697919643483143,False,False,False,False,-10131799,-2687848.192450465,False,False,False,False,2130653.5335172336,False,False,False,False
2025-03-28 00:00:00+00:00,35.7020325,36.60225,35.3063325,35.316225,3160875,,,#000000,,,,False,False,False,False,-0.23038204757391462,-0.253680622004373,False,False,False,False,-6970924,-3005113.067083764,False,False,False,False,2206966.234738179,False,False,False,False
2025-04-04 00:00:00+00:00,34.168695,37.1067675,33.9015975,35.3063325,3424183,,,#000000,,,,False,False,False,False,-0.28225518498240465,-0.26796790349338884,False,False,False,False,-10395107,-3552520.025077559,False,False,False,False,2297130.4395723883,False,False,False,False
2025-04-11 00:00:00+00:00,34.2379425,35.3656875,31.73514,33.1695525,5576212,33.779590000000006,33.779590000000006,#000000,,,,False,False,False,False,-0.34282825441539394,-0.3053980789543914,False,False,False,False,-4818895,-3646325.5787755176,False,False,False,False,2540025.3699744334,False,False,False,False
2025-04-18 00:00:00+00:00,34.8512775,35.791065,34.34676,34.62375,2167743,34.12019901802535,34.12019901802535,#000000,,,,False,False,False,False,-0.2000025512430865,-0.25270031509873897,False,False,False,False,-2651152,-3572609.0173847387,False,False,False,False,2512448.8981244755,False,False,False,False
2025-04-25 00:00:00+00:00,36.028485,36.424185,34.010415,34.6929975,2547135,34.458666262801856,34.458666262801856,#000000,,,,False,False,False,False,-0.18655235575016693,-0.21962633542445295,False,False,False,False,-104017,-3315676.2753562396,False,False,False,False,2515018.239004144,False,False,False,False
2025-05-02 00:00:00+00:00,37.8981675,37.9575225,35.1084825,35.8998825,3285510,35.07077387470225,35.07077387470225,#000000,,,,False,False,False,False,-0.04045477620677592,-0.13004055581561444,False,False,False,False,3181493,-2834404.4771817033,False,False,False,False,2572091.702781615,False,False,False,False
2025-05-09 00:00:00+00:00,38.42247,38.81817,37.2056925,37.5816075,2751716,35.58949189949977,35.58949189949977,#000000,,,,False,False,False,False,0.3428282378143698,0.10639384099937767,False,False,False,False,5933209,-2184951.6270200955,False,False,False,False,2585397.206279273,False,False,False,False
2025-05-16 00:00:00+00:00,39.01602,39.83215125,38.14548,39.2831175,5665533,36.46748085477268,36.46748085477268,#000000,,,,False,False,False,False,0.34282824079636354,0.2246110408978706,False,False,False,False,11598742,-1163937.2842778661,False,False,False,False,2813555.4132215492,False,False,False,False
2025-05-23 00:00:00+00:00,39.075375,39.6194625,37.780545675,38.7687075,3171755,36.7646276368995,36.7646276368995,#000000,,,,False,False,False,False,0.3039793826592874,0.264295211778579,False,False,False,False,14770497,16391.181224197848,False,False,False,False,2840088.715945879,False,False,False,False
2025-05-30 00:00:00+00:00,39.57,40.0,37.71515625,39.2633325,4289881,37.10402940043156,37.10402940043156,#000000,,,,False,False,False,False,0.3250578973943272,0.29467655458645314,False,False,False,False,19060378,1427056.8715038868,False,False,False,False,2947480.736986925,False,False,False,False
2025-06-06 00:00:00+00:00,40.7,41.5,39.05,39.46,3572598,37.46235238490743,37.46235238490743,#000000,,,,False,False,False,False,0.3428282434012203,0.3187523989938367,False,False,False,False,22632976,2997865.6958369324,False,False,False,False,2993785.719432338,False,False,False,False
2025-06-13 00:00:00+00:00,41.04,41.84,40.41,40.7,2469151,37.715151539430856,37.715151539430856,#000000,,,,False,False,False,False,0.34282824463720163,0.33079032181551915,False,False,False,False,25102127,4635218.385034196,False,False,False,False,2954923.888363276,False,False,False,False
2025-06-20 00:00:00+00:00,40.77,41.99,40.26,41.295,2002094,37.89088596024896,37.89088596024896,#000000,,,,False,False,False,False,0.34282824218542535,0.3368092820004722,False,False,False,False,23100033,6002982.430587219,False,False,False,False,2884343.896632663,False,False,False,False
2025-06-27 00:00:00+00:00,41.79,42.01,40.81,40.93,2752250,38.14017059572929,38.14017059572929,#000000,,1.0384299080133654,0.9239999402127972,False,False,False,False,0.34282824245522137,0.3398187622278468,False,False,False,False,25852283,7473300.991284462,False,False,False,False,2874559.163548762,False,False,False,False
2025-07-04 00:00:00+00:00,43.16,43.3,41.3,41.87,2429604,38.393285062895025,38.393285062895025,#000000,,1.0468591704531798,0.926727976487929,False,False,False,False,0.3428282415723572,0.34132350190010197,False,False,False,False,28281887,9014677.732670799,False,False,False,False,2841599.521804409,False,False,False,False
2025-07-11 00:00:00+00:00,40.82,43.41,40.44,43.07,3142547,38.61022671268498,38.61022671268498,#000000,,1.0394309686854624,0.9391435489666166,False,False,False,False,0.27932657397673627,0.31032503793841915,False,False,False,False,25139340,10209097.15988037,False,False,False,False,2863891.927596675,False,False,False,False
2025-07-18 00:00:00+00:00,40.86,41.52,40.66,40.66,535811,38.63800116777052,38.63800116777052,#000000,,1.0481225812095467,0.9510822245164696,False,False,False,False,0.10859123687482611,0.2094581374066226,False,False,False,False,25675151,11354730.77766701,False,False,False,False,2691441.4885154404,False,False,False,False
