date,Open,High,Low,Close,Volume,aVWAP_OB_bull_851,aVWAP_OB_bull_686,aVWAP_OB_bull_533,aVWAP_OB_bear_827,aVWAP_OB_bear_264,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-05 15:00:00+00:00,8.835,8.85,8.67,8.715,2151.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2151.0,False,False,False,False
2024-12-05 16:00:00+00:00,8.715,8.765,8.66,8.68,1832.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-1832.0,-28.4031007751938,False,False,False,False,2146.0542635658912,False,False,False,False
2024-12-05 17:00:00+00:00,8.68,8.68,8.61,8.645,1362.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-3194.0,-77.48212246860164,False,False,False,False,2133.8983835106064,False,False,False,False
2024-12-05 18:00:00+00:00,8.645,8.68,8.62,8.665,909.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,7.0770580494222965,-43.51269678802956,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-2285.0,-111.70720584118146,False,False,False,False,2114.9077108980387,False,False,False,False
2024-12-05 19:00:00+00:00,8.665,8.77,8.66,8.745,2551.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,23.341427425839356,-28.996861417948494,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,266.0,-105.85128016922516,False,False,False,False,2121.6688316593095,False,False,False,False
2024-12-05 20:00:00+00:00,8.745,8.78,8.71,8.76,3307.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,35.95765549515442,-18.581292946482243,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,3573.0,-48.81482621311314,False,False,False,False,2140.046059075444,False,False,False,False
2024-12-06 15:00:00+00:00,8.52,8.625,8.46,8.46,1604.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,31.832664384527597,-18.581292946482243,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,1969.0,-17.53087541911139,False,False,False,False,2131.735267461871,False,False,False,False
2024-12-06 16:00:00+00:00,8.47,8.535,8.46,8.48,1217.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,29.953033968077804,-12.567624973568321,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,3186.0,32.13626993622367,False,False,False,False,2117.553325330679,False,False,False,False
2024-12-06 17:00:00+00:00,8.475,8.495,8.39,8.395,1418.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,27.297597854557132,-14.380027671739164,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,1768.0,59.048885906204696,False,False,False,False,2106.7075373410557,False,False,False,False
2024-12-06 18:00:00+00:00,8.39,8.435,8.385,8.4,741.0,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,25.66463757689138,-15.52264512320938,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,2509.0,97.03262410920928,False,False,False,False,2085.533777072202,False,False,False,False
