date,Close,High,Low,Open,Volume,aVWAP_peak_31,aVWAP_valley_51,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,9.19,9.75,7.91,8.08,1028584,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1028584.0,False,False,False,False
2022-01-07 00:00:00+00:00,8.05,10.13,7.5,9.17,620247,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-620247,-45944.22222222222,False,False,False,False,998336.8148148148,False,False,False,False
2022-01-14 00:00:00+00:00,8.35,9.27,7.33,8.05,462843,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-157404,-54200.502057613165,False,False,False,False,958670.6063100137,False,False,False,False
2022-01-21 00:00:00+00:00,6.85,8.2321,6.31,8.21,295039,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-452443,-83699.94634964182,False,False,False,False,909512.709546309,False,False,False,False
2022-01-28 00:00:00+00:00,6.12,8.0,5.84,6.78,596506,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1048949,-155199.87624966836,False,False,False,False,886327.0273576935,False,False,False,False
2022-02-04 00:00:00+00:00,5.6,6.57,5.28,6.16,361782,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1410731,-248202.18171265587,False,False,False,False,847471.8401460125,False,False,False,False
2022-02-11 00:00:00+00:00,6.68,7.5,5.29,5.81,365121,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1045610,-307269.42751171836,False,False,False,False,811742.1482833449,False,False,False,False
2022-02-18 00:00:00+00:00,5.73,6.9,5.6,6.76,164066,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1209676,-374114.3588071466,False,False,False,False,763766.1372993935,False,False,False,False
2022-02-25 00:00:00+00:00,5.27,5.76,4.81,5.71,179115,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1388791,-449275.5914880987,False,False,False,False,720458.6456475866,False,False,False,False
2022-03-04 00:00:00+00:00,3.95,5.37,3.71,5.24,723937,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-2112728,-572494.2884149062,False,False,False,False,720716.3015255431,False,False,False,False
2022-03-11 00:00:00+00:00,4.05,5.0,3.74,3.99,395604,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-1717124,-657281.6744582464,False,False,False,False,696633.9088199473,False,False,False,False
2022-03-18 00:00:00+00:00,4.42,4.68,3.61,4.16,345922,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-1371202,-710164.6615354134,False,False,False,False,670655.2489073585,False,False,False,False
2022-03-25 00:00:00+00:00,3.64,5.1,3.41,4.59,342001,,,,,#000000,,,,False,False,False,False,-0.3169823511187002,-0.3299053027670471,False,False,False,False,-1713203,-784463.7977179753,False,False,False,False,646310.4897290356,False,False,False,False
2022-04-01 00:00:00+00:00,3.34,4.0,3.28,3.55,293454,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.33636677859122055,False,False,False,False,-2006657,-874996.6275166438,False,False,False,False,620172.9719713293,False,False,False,False
2022-04-08 00:00:00+00:00,2.79,3.55,2.645,3.44,624439,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.3395975165033073,False,False,False,False,-2631096,-1005078.062515411,False,False,False,False,620488.9740475272,False,False,False,False
2022-04-15 00:00:00+00:00,2.3,3.028,2.26,2.7,294715,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.3412128854593506,False,False,False,False,-2925811,-1147354.5764031583,False,False,False,False,596357.5685625252,False,False,False,False
2022-04-22 00:00:00+00:00,2.17,3.13,2.12,2.39,1001776,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.3420205699373723,False,False,False,False,-3927587,-1353297.7188918132,False,False,False,False,626388.5634838197,False,False,False,False
2022-04-29 00:00:00+00:00,2.18,2.42,1.62,2.3,581431,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.3424244121763831,False,False,False,False,-3346156,-1500916.850825753,False,False,False,False,623058.3735961294,False,False,False,False
2022-05-06 00:00:00+00:00,2.21,2.44,2.0,2.14,436701,,,,,#000000,,,,False,False,False,False,-0.28510043779073674,-0.3137624249835599,False,False,False,True,-2909455,-1605253.0100238454,False,False,False,False,609254.1237001198,False,False,False,False
2022-05-13 00:00:00+00:00,1.96,2.65,1.86,2.21,500947,,,,,#000000,,,,False,False,False,False,-0.2704032310078802,-0.29208282799572005,False,False,False,False,-3410402,-1738967.750022079,False,False,False,False,601231.3737964072,False,False,False,False
2022-05-20 00:00:00+00:00,1.89,2.09,1.76,1.92,317098,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.31745554120555697,False,False,False,False,-3727500,-1886266.4352056286,False,False,False,False,580184.4572188957,False,False,False,False
2022-05-27 00:00:00+00:00,1.99,2.18,1.85,1.9,215524,,,,,#000000,,,,False,False,False,False,-0.31447914350955397,-0.31596734235755547,False,False,False,False,-3511976,-2006689.3659311377,False,False,False,False,553172.5714989775,False,False,False,False
2022-06-03 00:00:00+00:00,2.56,2.65,2.03,2.1,233560,,,,,#000000,,,,False,False,False,False,-0.17196691001711617,-0.24396712618733582,False,False,False,False,-3278416,-2100891.3388251276,False,False,False,False,529497.566202757,False,False,False,False
2022-06-10 00:00:00+00:00,2.6,3.2617,2.35,2.56,485399,,,,,#000000,,,,False,False,False,False,0.16737591162196758,-0.03829560728268412,False,False,False,False,-2793017,-2152159.906319563,False,False,False,False,526231.0057432934,False,False,False,False
2022-06-17 00:00:00+00:00,2.02,2.67,2.0099,2.47,270225,,,,,#000000,,,,False,False,False,False,-0.019090166905115957,-0.02869288709390004,False,False,False,False,-3063242,-2219647.46881441,False,False,False,False,507267.5979104569,False,False,False,False
