date,Close,High,Low,Open,Volume,aVWAP_peak_837,aVWAP_peak_833,aVWAP_peak_784,aVWAP_peak_783,aVWAP_peak_765,aVWAP_peak_736,aVWAP_peak_715,aVWAP_peak_698,aVWAP_peak_682,aVWAP_peak_658,aVWAP_peak_624,aVWAP_peak_613,aVWAP_peak_602,aVWAP_peak_588,aVWAP_peak_556,aVWAP_valley_867,aVWAP_valley_817,aVWAP_valley_798,aVWAP_valley_770,aVWAP_valley_760,aVWAP_valley_729,aVWAP_valley_672,aVWAP_valley_649,aVWAP_valley_630,aVWAP_valley_616,aVWAP_valley_592,aVWAP_valley_573,aVWAP_valley_563,aVWAP_valley_535,aVWAP_valley_513,aVWAP_valley_489,aVWAP_valley_454,aVWAP_valley_431,aVWAP_valley_397,aVWAP_valley_351,aVWAP_valley_329,aVWAP_valley_300,aVWAP_valley_282,aVWAP_valley_269,aVWAP_valley_252,aVWAP_valley_211,aVWAP_valley_185,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,17.005079003,17.577585795,16.9163182601,16.9163182601,3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3307.0,False,False,False,False
2022-01-04 00:00:00+00:00,17.093839746,17.7151649466,17.093839746,17.1234266603,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1667,65.37254901960785,False,False,False,False,3242.686274509804,False,False,False,False
2022-01-05 00:00:00+00:00,17.2713612319,17.4331276859,17.124906006,17.4331276859,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3966,218.33833141099578,False,False,False,False,3205.6789696270666,False,False,False,False
2022-01-06 00:00:00+00:00,17.0124757316,17.3934072534,17.0124757316,17.3934072534,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.518059856048,33.974888201377325,False,False,True,False,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2832,320.834867434094,False,False,False,False,3124.436657092672,False,False,False,False
2022-01-07 00:00:00+00:00,16.6204491169,17.0808215037,16.6204491169,17.0808215037,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.47244455012553,17.487626401167958,False,False,True,False,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,512,328.33153929942364,False,False,False,False,3092.89012152041,False,False,False,False
2022-01-10 00:00:00+00:00,16.7461935028,16.7557352826,16.6130523883,16.7557352826,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.28921854757333,10.734770781933577,False,False,True,False,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2133,399.10285148375993,False,False,False,False,3035.1689402843153,False,False,False,False
2022-01-11 00:00:00+00:00,16.4651178168,16.724003317,16.302389788,16.4577210882,3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.07998980936598,3.8016918649264397,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1838,311.3733278961615,False,False,False,False,3071.8681975280674,False,False,False,False
2022-01-12 00:00:00+00:00,16.2210257737,16.6352425741,16.2210257737,16.4577210882,6410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.18431303729619,-2.097621746291857,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8248,-24.288371237021238,False,False,False,False,3202.7753270367707,False,False,False,False
2022-01-13 00:00:00+00:00,16.2801996023,16.2831582937,15.9880288234,16.1322650307,8453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,33.2321662035256,-4.631783738223909,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,205,-15.296670404196878,False,False,False,False,3408.6664906823876,False,False,False,False
2022-01-14 00:00:00+00:00,16.6130523883,16.6130523883,15.740238416,16.4281341739,2523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.483710808388906,-4.631783738223909,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2728,92.28359118028143,False,False,False,False,3373.9344714399413,False,False,False,False
2022-01-18 00:00:00+00:00,16.2136290451,16.6426393027,16.110074845,16.1692486736,8042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.24257042615689,-4.631783738223909,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5314,-119.72753004247468,False,False,False,False,3556.9958647168064,False,False,False,False
2022-01-19 00:00:00+00:00,16.4503243596,16.4577210882,16.2210257737,16.3319767023,6256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.42423724106331,-4.631783738223909,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,942,-78.09115631531883,False,False,False,False,3662.839164139677,False,False,False,False
2022-01-20 00:00:00+00:00,16.2728028737,16.2728028737,15.7328416874,15.7328416874,1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.0928158116,,37.48971931028542,-4.631783738223909,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-284,-86.16601293040436,False,False,False,False,3567.2768439773367,False,False,False,False
2022-01-21 00:00:00+00:00,16.1248683021,16.4577210882,16.1248683021,16.2728028737,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.207794583750893,,36.483118306078524,-4.631783738223909,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5314,-291.17911046254534,False,False,False,False,3624.638536370382,False,False,False,False
