date,Open,High,Low,Close,Volume,aVWAP_peak_881,aVWAP_peak_810,aVWAP_peak_794,aVWAP_peak_772,aVWAP_peak_709,aVWAP_peak_690,aVWAP_peak_672,aVWAP_peak_652,aVWAP_peak_594,aVWAP_peak_533,aVWAP_peak_505,aVWAP_peak_479,aVWAP_peak_397,aVWAP_peak_364,aVWAP_peak_355,aVWAP_peak_328,aVWAP_peak_297,aVWAP_peak_241,aVWAP_peak_225,aVWAP_peak_224,aVWAP_peak_223,aVWAP_peak_144,aVWAP_peak_110,aVWAP_peak_90,aVWAP_peak_74,aVWAP_peak_59,aVWAP_peak_38,aVWAP_valley_857,aVWAP_valley_816,aVWAP_valley_782,aVWAP_valley_720,aVWAP_valley_706,aVWAP_valley_684,aVWAP_valley_660,aVWAP_valley_644,aVWAP_valley_611,aVWAP_valley_552,aVWAP_valley_510,aVWAP_valley_480,aVWAP_valley_438,aVWAP_valley_422,aVWAP_valley_372,aVWAP_valley_351,aVWAP_valley_306,aVWAP_OB_bull_720,aVWAP_OB_bull_510,aVWAP_OB_bull_438,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,14.645,14.78,14.565,14.73,1929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1929.0,False,False,False,False
2025-01-23 16:00:00+00:00,14.73,14.75,14.675,14.685,1833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1833.0,-28.41860465116279,False,False,False,False,1927.5116279069766,False,False,False,False
2025-01-23 17:00:00+00:00,14.675,14.73,14.67,14.71,1608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,12.820512820512942,-69.23076923076941,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-225.0,-31.46637822246259,False,False,False,False,1922.557959257256,False,False,False,False
2025-01-23 18:00:00+00:00,14.71,14.81,14.69,14.75,930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.759129759129785,-52.703962703962965,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,705.0,-20.048294839168598,False,False,False,False,1907.1694637648952,False,False,False,False
2025-01-23 19:00:00+00:00,14.745,14.77,14.71,14.73,1551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.083453711629254,-45.077106111748385,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-846.0,-32.853747632359784,False,False,False,False,1901.6474565747417,False,False,False,False
2025-01-23 20:00:00+00:00,14.72,14.79,14.665,14.695,4203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.3249362279578,-43.37972856469992,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5049.0,-110.62345697139295,False,False,False,False,1937.3273409689316,False,False,False,False
2025-01-24 15:00:00+00:00,14.895,14.985,14.79,14.97,1831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.08179288129411,-27.93859816533018,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3218.0,-158.7998374834644,False,False,False,False,1935.6788550624365,False,False,False,False
2025-01-24 16:00:00+00:00,14.97,15.055,14.95,14.965,1914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.533560740245456,-17.793256252947607,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5132.0,-235.90371597209287,False,False,False,False,1935.3427487823988,False,False,False,False
2025-01-24 17:00:00+00:00,14.965,15.01,14.87,14.885,978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.377523985057024,-15.41672925869348,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6110.0,-326.9749761895798,False,False,False,False,1920.5002255454622,False,False,False,False
2025-01-24 18:00:00+00:00,14.885,14.92,14.845,14.875,2175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.34594875882121,-13.358851078159624,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8285.0,-450.35520911687314,False,False,False,False,1924.4459584827418,False,False,False,False
