date,Open,High,Low,Close,Volume,aVWAP_peak_603,aVWAP_peak_588,aVWAP_peak_576,aVWAP_peak_562,aVWAP_peak_546,aVWAP_peak_525,aVWAP_peak_497,aVWAP_peak_496,aVWAP_peak_455,aVWAP_peak_454,aVWAP_peak_405,aVWAP_peak_374,aVWAP_peak_344,aVWAP_peak_326,aVWAP_peak_299,aVWAP_peak_298,aVWAP_peak_276,aVWAP_peak_258,aVWAP_peak_235,aVWAP_valley_584,aVWAP_valley_557,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,1.245,1.25,1.24,1.245,100.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,100.0,False,False,False,False
2023-10-31 16:00:00+00:00,1.245,1.245,1.215,1.215,1342.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1342.0,-20.8062015503876,False,False,False,False,119.25581395348837,False,False,False,False
2023-11-01 16:00:00+00:00,1.19,1.195,1.175,1.185,666.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2008.0,-51.615407727900966,False,False,False,False,127.7324680007211,False,False,False,False
2023-11-02 16:00:00+00:00,1.215,1.24,1.215,1.24,231.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1777.0,-78.36555644529784,False,False,False,False,129.33351500846186,False,False,False,False
2023-11-03 16:00:00+00:00,1.275,1.29,1.275,1.275,985.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-792.0,-89.42965634537074,False,False,False,False,142.59966206259423,False,False,False,False
2023-11-06 16:00:00+00:00,1.275,1.305,1.275,1.305,100.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-692.0,-98.77183221598516,False,False,False,False,141.93920218565478,False,False,False,False
2023-11-06 20:00:00+00:00,1.305,1.305,1.305,1.305,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-692.0,-107.96916815062104,False,False,False,False,139.73859439983067,False,False,False,False
2023-11-07 16:00:00+00:00,1.305,1.305,1.24,1.24,200.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-892.0,-120.12468492347962,False,False,False,False,140.67287975797282,False,False,False,False
2023-11-07 20:00:00+00:00,1.24,1.24,1.24,1.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-892.0,-132.0917440719528,False,False,False,False,138.49190487800425,False,False,False,False
2023-11-08 16:00:00+00:00,1.24,1.24,1.24,1.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-892.0,-143.87326741967448,False,False,False,False,136.34474356206618,False,False,False,False
2023-11-08 20:00:00+00:00,1.24,1.24,1.23,1.23,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-892.0,-155.47213149068727,False,False,False,False,134.23087156885586,False,False,False,False
2023-11-09 16:00:00+00:00,1.23,1.24,1.225,1.225,400.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1292.0,-173.0927185993588,False,False,False,False,138.3513231724395,False,False,False,False
2023-11-09 20:00:00+00:00,1.225,1.225,1.22,1.225,353.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1292.0,-190.44011831099664,False,False,False,False,141.67920963488228,False,False,False,False
2023-11-10 16:00:00+00:00,1.225,1.225,1.215,1.215,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1292.0,-207.5185660891207,False,False,False,False,139.4826327413182,False,False,False,False
2023-11-10 20:00:00+00:00,1.215,1.215,1.215,1.215,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1292.0,-224.33223173114982,False,False,False,False,137.3201113034683,False,False,False,False
2023-11-13 16:00:00+00:00,1.2,1.2,1.2,1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1292.0,-240.88522038648082,False,False,False,False,135.19111732977112,False,False,False,False
2023-11-13 20:00:00+00:00,1.2,1.205,1.2,1.2,21.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1292.0,-257.18157355878344,False,False,False,False,133.4207124099297,False,False,False,False
2023-11-14 16:00:00+00:00,1.2,1.2,1.2,1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1292.0,-273.2252700927558,False,False,False,False,131.35217423303158,False,False,False,False
2023-11-14 20:00:00+00:00,1.2,1.235,1.2,1.235,15.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1277.0,-288.78766900604637,False,False,False,False,129.5482645550001,False,False,False,False
2023-11-15 16:00:00+00:00,1.235,1.25,1.235,1.235,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1277.0,-304.10879041680533,False,False,False,False,127.53976432934117,False,False,False,False
2023-11-15 20:00:00+00:00,1.235,1.235,1.22,1.22,60.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1337.0,-320.1226076196456,False,False,False,False,126.49263620020409,False,False,False,False
2023-11-16 16:00:00+00:00,1.22,1.225,1.22,1.225,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1337.0,-335.88814858678285,False,False,False,False,124.53151005756526,False,False,False,False
