date,Open,High,Low,Close,Volume,aVWAP_peak_603,aVWAP_peak_586,aVWAP_valley_610,aVWAP_valley_593,aVWAP_valley_556,aVWAP_valley_538,aVWAP_valley_519,aVWAP_valley_485,aVWAP_valley_455,aVWAP_valley_435,aVWAP_valley_395,aVWAP_valley_342,aVWAP_valley_315,aVWAP_valley_314,aVWAP_valley_290,aVWAP_valley_245,aVWAP_valley_225,aVWAP_valley_180,aVWAP_valley_159,aVWAP_valley_121,aVWAP_valley_53,aVWAP_valley_15,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,62.81,63.66,62.65,63.66,37513.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,37513.0,False,False,False,False
2023-10-31 16:00:00+00:00,64.4,65.525,64.29,65.365,48167.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,48167.0,746.7751937984495,False,False,False,False,37678.17829457364,False,False,False,False
2023-11-01 16:00:00+00:00,65.11,65.755,64.78,65.72,26486.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,74653.0,1892.6081365302564,False,False,False,False,37504.65615047172,False,False,False,False
2023-11-02 16:00:00+00:00,66.99,67.92,66.77,67.68,57861.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,132514.0,3917.7459948786245,False,False,False,False,37820.25838069696,False,False,False,False
2023-11-03 16:00:00+00:00,67.75,68.25,67.525,68.01,39574.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,172088.0,6525.036754647948,False,False,False,False,37847.448173244295,False,False,False,False
2023-11-06 16:00:00+00:00,66.92,67.125,66.5,66.695,34231.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,137857.0,8561.191223568134,False,False,False,False,37791.379209318024,False,False,False,False
2023-11-06 20:00:00+00:00,66.715,66.77,66.615,66.725,22503.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,160360.0,10914.661127078705,False,False,False,False,37554.35007428983,False,False,False,False
2023-11-07 16:00:00+00:00,66.57,66.61,66.24,66.46,31609.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,128751.0,12741.581109604616,False,False,False,False,37462.17410414581,False,False,False,False
2023-11-07 20:00:00+00:00,66.49,66.79,66.43,66.76,12808.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,141559.0,14738.750394727023,False,False,False,False,37079.93884671719,False,False,False,False
2023-11-08 16:00:00+00:00,66.51,66.69,66.295,66.405,17073.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,124486.0,16440.258140545207,False,False,False,False,36769.75374831847,False,False,False,False
