date,Close,High,Low,Open,Volume,aVWAP_OB_bull_817,aVWAP_OB_bull_649,aVWAP_OB_bull_457,aVWAP_OB_bear_788,aVWAP_OB_bear_54,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,92.1407595046,92.5046177707,91.4215047927,91.4215047927,483896,,,,,,,#000000,,,,,,False,False,False,False,False,,,91.96306128169999,91.96306128169999,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,483896.0,False,False,False,False
2022-01-04 00:00:00+00:00,93.8246617125,94.2308290792,92.1407595046,92.2338395262,896800,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,93.18579429190001,93.18579429190001,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,896800,35168.62745098039,False,False,False,False,500088.31372549024,False,False,False,False
2022-01-05 00:00:00+00:00,92.766934195,94.763923748,92.7415487346,94.2562145396,610954,,,,,,,"rgba(38, 166, 154, 0.5)",,,,86.37939574065696,-4.482417037372159,False,False,True,False,True,,,93.18579429190001,93.7527362413,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,285846,44999.112648981165,False,False,False,False,504435.9876970397,False,False,False,False
2022-01-06 00:00:00+00:00,94.2477527195,94.3746800216,92.8684760367,93.3507997847,590595,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.55966403997503,-4.482417037372159,False,False,True,False,True,,,93.18579429190001,93.7527362413,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,876441,77604.67685882504,False,False,False,False,507814.7724932342,False,False,False,False
2022-01-07 00:00:00+00:00,95.7708803447,95.9824258482,94.4846836834,94.5016073237,621373,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.55544141981122,-4.482417037372159,False,False,True,False,True,,,95.2335547658,95.2335547658,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1497814,133299.16011926328,False,False,False,False,512268.0363170289,False,False,False,False
2022-01-10 00:00:00+00:00,95.5001021002,96.0501204093,94.5523782445,95.8301130857,483305,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.00815409982086,-4.482417037372159,False,False,True,False,True,,,95.3012493269,95.3012493269,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1014509,167856.40874203728,False,False,False,False,511132.23097126314,False,False,False,False
2022-01-11 00:00:00+00:00,97.5647862144,97.5647862144,95.6144212903,95.6947239635,562224,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.33322073028543,-1.5725587749944907,False,False,True,False,True,,,96.58960375235,96.58960375235,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1576733,223106.47114431032,False,False,False,False,513135.8297567038,False,False,False,False
2022-01-12 00:00:00+00:00,98.8848301562,98.9948338181,97.8863353797,97.8863353797,634061,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.13637415435643,2.6591167364415043,False,False,True,False,True,,,98.4405845989,98.4405845989,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2210794,301055.0016876707,False,False,False,False,517877.99329565663,False,False,False,False
2022-01-13 00:00:00+00:00,99.7733212709,100.3994959613,99.5194666667,99.7225503501,602452,,,,,,,"rgba(38, 166, 154, 0.5)",,,,85.82776572988897,6.770400947402983,False,False,True,False,True,,,98.4405845989,99.959481314,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2813246,399572.29573913466,False,False,False,False,521194.62100955244,False,False,False,False
2022-01-14 00:00:00+00:00,99.8748631126,100.3910341412,98.6563610125,99.172532041,542123,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.00870154938434,10.340555467168457,False,False,True,False,True,,,98.4405845989,99.959481314,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3355369,515485.8919846588,False,False,False,False,522015.3417542759,False,False,False,False
