date,Open,High,Low,Close,Volume,aVWAP_peak_867,aVWAP_peak_828,aVWAP_peak_780,aVWAP_peak_749,aVWAP_peak_710,aVWAP_peak_680,aVWAP_peak_645,aVWAP_peak_621,aVWAP_peak_597,aVWAP_peak_570,aVWAP_peak_529,aVWAP_peak_509,aVWAP_peak_508,aVWAP_peak_459,aVWAP_peak_440,aVWAP_peak_425,aVWAP_peak_394,aVWAP_peak_358,aVWAP_peak_342,aVWAP_peak_329,aVWAP_peak_282,aVWAP_peak_264,aVWAP_peak_240,aVWAP_peak_118,aVWAP_peak_90,aVWAP_peak_45,aVWAP_valley_851,aVWAP_valley_813,aVWAP_valley_789,aVWAP_valley_774,aVWAP_valley_736,aVWAP_valley_687,aVWAP_valley_653,aVWAP_valley_631,aVWAP_valley_605,aVWAP_valley_584,aVWAP_valley_548,aVWAP_valley_522,aVWAP_valley_472,aVWAP_valley_404,aVWAP_valley_388,aVWAP_valley_353,aVWAP_OB_bull_388,aVWAP_OB_bear_867,aVWAP_OB_bear_828,aVWAP_OB_bear_204,aVWAP_OB_bear_90,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,135.385,135.44,134.465,135.44,992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,992.0,False,False,False,False
2025-01-16 16:00:00+00:00,135.45,135.905,135.275,135.905,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,426.0,6.604651162790698,False,False,False,False,983.2248062015503,False,False,False,False
2025-01-16 17:00:00+00:00,135.8,135.8,135.05,135.13,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.26086956521739,-26.086956521739133,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,149.0,8.812330989724176,False,False,False,False,972.275584399976,False,False,False,False
2025-01-16 18:00:00+00:00,135.05,135.35,134.81,134.81,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.072370165832105,-26.086956521739133,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-465.0,1.4664033774803906,False,False,False,False,966.7209241767205,False,False,False,False
2025-01-16 19:00:00+00:00,134.895,135.335,134.84,135.2,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.51999782938301,-26.086956521739133,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,861.0,14.79250565069775,False,False,False,False,972.2911424065387,False,False,False,False
2025-01-16 20:00:00+00:00,135.2,135.96,135.06,135.41,1594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.1850041105325,-26.086956521739133,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2455.0,52.625179981694686,False,False,False,False,981.9300394234915,False,False,False,False
2025-01-17 15:00:00+00:00,134.0,135.53,134.0,135.48,1019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,54.03373943648433,-26.086956521739133,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3474.0,105.66975083469165,False,False,False,False,982.5047674944451,False,False,False,False
2025-01-17 16:00:00+00:00,135.48,135.57,134.87,134.975,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,49.08646947820837,-26.086956521739133,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3120.0,152.4035531473321,False,False,False,False,972.7605075332909,False,False,False,False
2025-01-17 17:00:00+00:00,134.975,135.57,134.91,135.3,810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,49.10877496805588,-26.086956521739133,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3930.0,210.97093992024168,False,False,False,False,970.2370888118445,False,False,False,False
2025-01-17 18:00:00+00:00,135.3,135.705,135.25,135.36,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.68133458083117,-26.086956521739133,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4907.0,283.77759201450147,False,False,False,False,970.3419401480949,False,False,False,False
